date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xx600745_convert,129.31,130.91,121.8,123.74,-0.043,,,,,11016,,,
2022-01-14,xx600745_convert,123.99,124.7,115.04,119.2,-0.0367,,,,,44261,,,
2022-01-21,xx600745_convert,119.29,125.44,113.88,114.92,-0.0359,,,,,98441,,,
2022-01-28,xx600745_convert,116.23,120.33,106.0,107.0,-0.0689,,,,,38943,,,
2022-02-11,xx600745_convert,109.0,112.36,104.03,108.29,0.0121,,,,,94980,,,
2022-02-18,xx600745_convert,107.77,116.21,105.65,111.75,0.032,,,,,72248,,,
2022-02-25,xx600745_convert,111.4,121.11,105.48,118.3,0.0586,,,,,75113,,,
2022-03-04,xx600745_convert,118.0,120.86,112.7,113.26,-0.0426,,,,,69732,,,
2022-03-11,xx600745_convert,112.74,112.74,100.0,109.45,-0.0336,,,,,30520,,,
2022-03-18,xx600745_convert,106.51,111.0,97.76,103.71,-0.0524,,,,,87170,,,
2022-03-25,xx600745_convert,104.55,106.2,93.15,94.33,-0.0904,keep,0,1000000,1000000,68661,0.0,0.0,
2022-04-01,xx600745_convert,92.7,92.91,80.2,81.35,-0.1376,sell,0,1000000,1000000.0,76630,0.0,0.0,
2022-04-08,xx600745_convert,81.37,81.39,74.89,75.88,-0.0672,sell,0,1000000.0,1000000.0,59292,0.0,0.0,
2022-04-15,xx600745_convert,74.38,75.71,66.32,69.7,-0.0814,sell,0,1000000.0,1000000.0,34445,0.0,0.0,
2022-04-22,xx600745_convert,69.2,72.49,64.58,65.26,-0.0637,buy,0,1000000.0,1000000.0,54419,0.0,0.0,
2022-04-29,xx600745_convert,64.0,67.5,59.6,65.78,0.008,buy,3100,801519.39,1005437.39,37080,203918.0,0.2028,49.61
2022-05-06,xx600745_convert,65.0,66.44,60.98,61.09,-0.0713,keep,5500,645456.38,981451.38,78971,335995.0,0.3423,39.01
2022-05-13,xx600745_convert,61.0,71.7,58.35,69.26,0.1337,keep,5500,645456.38,1026386.38,75283,380930.0,0.3711,
2022-05-20,xx600745_convert,70.75,74.85,67.45,71.6,0.0338,keep,5500,645456.38,1039256.3799999999,21354,393800.0,0.3789,
2022-05-27,xx600745_convert,71.88,72.1,60.74,61.75,-0.1376,keep,5500,645456.38,985081.38,35545,339625.0,0.3448,
2022-06-02,xx600745_convert,61.7,66.28,60.33,65.8,0.0656,keep,5500,645456.38,1007356.38,20152,361900.0,0.3593,
2022-06-10,xx600745_convert,65.4,69.58,64.85,67.73,0.0293,keep,5500,645456.38,1017971.38,41350,372515.0,0.3659,
2022-06-17,xx600745_convert,67.0,69.97,62.8,67.1,-0.0093,keep,5500,645456.38,1014506.3799999999,56596,369050.0,0.3638,
2022-06-24,xx600745_convert,67.17,70.83,63.3,70.83,0.0556,keep,5500,645456.38,1035021.38,43115,389565.0,0.3764,
2022-07-01,xx600745_convert,72.49,86.52,72.0,82.1,0.1591,keep,5500,645456.38,1097006.38,42238,451550.0,0.4116,
2022-07-08,xx600745_convert,80.1,80.13,74.08,76.51,-0.0681,keep,5500,645456.38,1066261.38,44270,420805.0,0.3947,
2022-07-15,xx600745_convert,75.1,76.2,70.03,72.48,-0.0527,keep,5500,645456.38,1044096.38,30954,398640.0,0.3818,
2022-07-22,xx600745_convert,72.4,74.08,69.11,70.83,-0.0228,keep,5500,645456.38,1035021.38,61795,389565.0,0.3764,
2022-07-29,xx600745_convert,70.0,73.0,66.66,68.6,-0.0315,keep,5500,645456.38,1022756.3799999999,37355,377300.0,0.3689,
2022-08-05,xx600745_convert,68.4,79.01,66.95,77.63,0.1316,keep,5500,645456.38,1072421.38,76456,426965.0,0.3981,
2022-08-12,xx600745_convert,76.98,76.98,71.6,72.49,-0.0662,keep,5500,645456.38,1044151.38,41191,398695.0,0.3818,
2022-08-19,xx600745_convert,72.51,73.15,68.58,68.71,-0.0521,keep,5500,645456.38,1023361.3799999999,84427,377905.0,0.3693,
2022-08-26,xx600745_convert,68.61,69.69,61.71,62.51,-0.0874,keep,5517,645456.38,990324.05,81081,344867.67,0.3482,
2022-09-02,xx600745_convert,62.76,65.86,62.48,63.25,0.0118,keep,5517,645456.38,994406.63,95556,348950.25,0.3509,
2022-09-09,xx600745_convert,62.6,63.1,58.93,60.7,-0.0403,keep,5517,645456.38,980338.28,23903,334881.9,0.3416,
2022-09-16,xx600745_convert,60.91,61.76,55.6,55.6,-0.084,keep,5517,645456.38,952201.5800000001,91986,306745.2,0.3221,
2022-09-23,xx600745_convert,55.59,56.29,49.88,50.48,-0.0921,keep,5517,645456.38,923954.54,97624,278498.16,0.3014,
2022-09-30,xx600745_convert,50.2,51.4,47.67,47.67,-0.0557,keep,5517,645456.38,908451.77,84707,262995.39,0.2895,
2022-10-14,xx600745_convert,47.92,48.7,44.44,48.43,0.0159,keep,5517,645456.38,912644.69,87455,267188.31,0.2928,
2022-10-21,xx600745_convert,48.0,49.67,46.78,47.0,-0.0295,keep,5517,645456.38,904755.38,10657,259299.0,0.2866,
2022-10-28,xx600745_convert,47.17,48.77,43.45,43.53,-0.0738,keep,5517,645456.38,885611.39,28633,240155.01,0.2712,
2022-11-04,xx600745_convert,44.37,53.2,44.27,52.82,0.2134,keep,5517,645456.38,936864.3200000001,35058,291407.94,0.311,
2022-11-11,xx600745_convert,53.2,54.39,50.22,52.1,-0.0136,keep,5517,645456.38,932892.0800000001,28087,287435.7,0.3081,
2022-11-18,xx600745_convert,52.4,62.03,52.0,58.45,0.1219,keep,5517,645456.38,967925.03,55709,322468.65,0.3332,
2022-11-25,xx600745_convert,57.28,58.7,54.4,55.33,-0.0534,keep,5517,645456.38,950711.99,56292,305255.61,0.3211,
2022-12-02,xx600745_convert,54.48,58.58,52.76,55.49,0.0029,keep,5517,645456.38,951594.71,38240,306138.33,0.3217,
2022-12-09,xx600745_convert,55.8,58.85,55.14,56.2,0.0128,keep,5517,645456.38,955511.78,61409,310055.4,0.3245,
2022-12-16,xx600745_convert,56.15,61.25,55.1,56.3,0.0018,keep,5517,645456.38,956063.48,89860,310607.1,0.3249,
2022-12-23,xx600745_convert,56.0,56.36,51.45,52.72,-0.0636,keep,5517,645456.38,936312.62,40604,290856.24,0.3106,
2022-12-30,xx600745_convert,53.0,54.87,52.0,52.58,-0.0027,keep,5517,645456.38,935540.24,32801,290083.86,0.3101,
2023-01-06,xx600745_convert,52.51,55.51,51.68,54.26,0.032,keep,5517,645456.38,944808.8,36032,299352.42,0.3168,
2023-01-13,xx600745_convert,54.43,57.47,54.17,55.25,0.0182,keep,5517,645456.38,950270.63,62514,304814.25,0.3208,
2023-01-20,xx600745_convert,54.47,60.16,54.1,59.51,0.0771,keep,5517,645456.38,973773.05,95220,328316.67,0.3372,
2023-02-03,xx600745_convert,60.4,61.25,58.28,59.78,0.0045,keep,5517,645456.38,975262.64,76393,329806.26,0.3382,
2023-02-10,xx600745_convert,59.29,61.88,57.6,61.11,0.0222,keep,5517,645456.38,982600.25,69204,337143.87,0.3431,
2023-02-17,xx600745_convert,60.98,61.5,56.08,56.17,-0.0808,keep,5517,645456.38,955346.27,47360,309889.89,0.3244,
2023-02-24,xx600745_convert,56.13,58.31,55.33,55.5,-0.0119,keep,5517,645456.38,951649.88,40101,306193.5,0.3218,
2023-03-03,xx600745_convert,55.2,55.55,53.3,54.49,-0.0182,keep,5517,645456.38,946077.71,78743,300621.33,0.3178,
2023-03-10,xx600745_convert,54.5,54.57,50.66,50.72,-0.0692,keep,5517,645456.38,925278.62,52904,279822.24,0.3024,
2023-03-17,xx600745_convert,50.72,52.19,49.2,49.87,-0.0168,keep,5517,645456.38,920589.1699999999,95157,275132.79,0.2989,
2023-03-24,xx600745_convert,49.98,56.99,49.41,56.58,0.1345,keep,5517,645456.38,957608.24,90666,312151.86,0.326,
2023-03-31,xx600745_convert,57.28,57.51,53.9,55.25,-0.0235,keep,5517,645456.38,950270.63,37531,304814.25,0.3208,
2023-04-07,xx600745_convert,55.5,61.5,55.48,58.99,0.0677,keep,5517,645456.38,970904.21,42293,325447.83,0.3352,
2023-04-14,xx600745_convert,59.3,68.62,57.03,66.2,0.1222,keep,5517,645456.38,1010681.78,50013,365225.4,0.3614,
2023-04-21,xx600745_convert,65.18,66.33,58.3,58.35,-0.1186,keep,5517,645456.38,967373.3300000001,79339,321916.95,0.3328,
2023-04-28,xx600745_convert,58.35,58.58,51.0,52.57,-0.0991,keep,5517,645456.38,935485.0700000001,67486,290028.69,0.31,
2023-05-05,xx600745_convert,52.5,54.38,51.7,51.86,-0.0135,keep,5517,645456.38,931568.0,90898,286111.62,0.3071,
2023-05-12,xx600745_convert,51.85,54.5,51.5,53.71,0.0357,keep,5517,645456.38,941774.45,62263,296318.07,0.3146,
2023-05-19,xx600745_convert,53.18,55.35,52.7,54.03,0.006,keep,5517,645456.38,943539.89,16220,298083.51,0.3159,
2023-05-26,xx600745_convert,54.0,54.32,51.11,52.31,-0.0318,keep,5517,645456.38,934050.65,84124,288594.27,0.309,
2023-06-02,xx600745_convert,52.55,52.77,49.2,51.75,-0.0107,keep,5517,645456.38,930961.13,96907,285504.75,0.3067,
2023-06-09,xx600745_convert,51.75,52.45,47.0,49.49,-0.0437,,5517,645456.38,918492.71,45450,273036.33,0.2973,
