date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx000792_convert,35.71,35.9,31.93,31.95,-0.0972,,,,,67136,,,,
2022-01-14,xx000792_convert,32.1,32.98,29.54,30.25,-0.0532,,,,,65202,,,,
2022-01-21,xx000792_convert,30.2,31.23,26.24,27.28,-0.0982,,,,,43191,,,,
2022-01-28,xx000792_convert,27.26,31.0,27.03,30.01,0.1001,,,,,76571,,,,
2022-02-11,xx000792_convert,31.05,31.3,28.5,29.99,-0.0007,,,,,57634,,,,
2022-02-18,xx000792_convert,29.7,33.81,29.19,32.79,0.0934,,,,,44759,,,,
2022-02-25,xx000792_convert,33.0,35.35,32.21,34.46,0.0509,,,,,89683,,,,
2022-03-04,xx000792_convert,34.89,35.8,32.55,32.86,-0.0464,,,,,14068,,,,
2022-03-11,xx000792_convert,33.18,34.31,27.97,30.0,-0.087,,,,,86517,,,,
2022-03-18,xx000792_convert,30.03,30.8,27.7,28.87,-0.0377,,,,,45671,,,,
2022-03-25,xx000792_convert,28.8,32.47,28.44,31.63,0.0956,keep,0,1000000,1000000,45665,0.0,0.0,,
2022-04-01,xx000792_convert,31.28,32.26,29.51,30.02,-0.0509,keep,0,1000000,1000000.0,79376,0.0,0.0,,
2022-04-08,xx000792_convert,30.02,32.6,29.04,31.86,0.0613,keep,0,1000000,1000000.0,91819,0.0,0.0,,
2022-04-15,xx000792_convert,31.51,31.56,28.47,28.58,-0.103,keep,0,1000000,1000000.0,61600,0.0,0.0,,
2022-04-22,xx000792_convert,28.2,31.12,27.57,28.63,0.0017,keep,0,1000000,1000000.0,67914,0.0,0.0,,
2022-04-29,xx000792_convert,27.99,29.26,25.21,28.93,0.0105,keep,0,1000000,1000000.0,81358,0.0,0.0,,
2022-05-06,xx000792_convert,28.94,29.64,27.98,28.15,-0.027,keep,0,1000000,1000000.0,85864,0.0,0.0,,
2022-05-13,xx000792_convert,28.0,29.64,27.6,27.89,-0.0092,keep,0,1000000,1000000.0,30720,0.0,0.0,,
2022-05-20,xx000792_convert,28.19,30.55,27.88,30.15,0.081,keep,0,1000000,1000000.0,87362,0.0,0.0,,
2022-05-27,xx000792_convert,30.47,32.5,29.81,30.9,0.0249,keep,0,1000000,1000000.0,29430,0.0,0.0,,
2022-06-02,xx000792_convert,30.9,32.16,30.32,30.42,-0.0155,keep,0,1000000,1000000.0,80041,0.0,0.0,,
2022-06-10,xx000792_convert,30.5,32.97,30.48,32.07,0.0542,keep,0,1000000,1000000.0,48066,0.0,0.0,,
2022-06-17,xx000792_convert,31.45,32.2,29.3,30.31,-0.0549,keep,0,1000000,1000000.0,20582,0.0,0.0,,
2022-06-24,xx000792_convert,30.68,30.78,28.5,29.36,-0.0313,keep,0,1000000,1000000.0,55267,0.0,0.0,,
2022-07-01,xx000792_convert,29.24,32.01,29.1,30.8,0.049,keep,0,1000000,1000000.0,34960,0.0,0.0,,
2022-07-08,xx000792_convert,30.54,35.13,30.48,33.28,0.0805,keep,0,1000000,1000000.0,55690,0.0,0.0,,
2022-07-15,xx000792_convert,33.15,33.55,30.09,30.13,-0.0947,keep,0,1000000,1000000.0,89383,0.0,0.0,,
2022-07-22,xx000792_convert,30.29,30.84,28.7,29.36,-0.0256,keep,0,1000000,1000000.0,63443,0.0,0.0,,
2022-07-29,xx000792_convert,29.14,29.95,28.9,29.04,-0.0109,keep,0,1000000,1000000.0,11516,0.0,0.0,,
2022-08-05,xx000792_convert,28.88,29.24,27.45,28.59,-0.0155,keep,0,1000000,1000000.0,42576,0.0,0.0,,
2022-08-12,xx000792_convert,28.45,29.23,28.3,28.96,0.0129,keep,0,1000000,1000000.0,88778,0.0,0.0,,
2022-08-19,xx000792_convert,28.96,29.46,27.99,28.15,-0.028,keep,0,1000000,1000000.0,80111,0.0,0.0,,
2022-08-26,xx000792_convert,28.02,29.28,27.19,28.5,0.0124,keep,0,1000000,1000000.0,85271,0.0,0.0,,
2022-09-02,xx000792_convert,28.15,28.35,26.7,26.85,-0.0579,keep,0,1000000,1000000.0,35395,0.0,0.0,,
2022-09-09,xx000792_convert,26.71,27.3,26.15,27.2,0.013,keep,0,1000000,1000000.0,54956,0.0,0.0,,
2022-09-16,xx000792_convert,27.36,27.6,25.71,26.56,-0.0235,keep,0,1000000,1000000.0,97961,0.0,0.0,,
2022-09-23,xx000792_convert,26.3,26.77,24.94,25.0,-0.0587,keep,0,1000000,1000000.0,17594,0.0,0.0,,
2022-09-30,xx000792_convert,24.88,24.95,23.54,23.88,-0.0448,keep,0,1000000,1000000.0,12569,0.0,0.0,,
2022-10-14,xx000792_convert,23.86,24.39,22.65,24.2,0.0134,keep,0,1000000,1000000.0,60924,0.0,0.0,,
2022-10-21,xx000792_convert,23.99,24.41,22.93,22.99,-0.05,keep,0,1000000,1000000.0,40276,0.0,0.0,,
2022-10-28,xx000792_convert,23.0,23.43,21.65,21.85,-0.0496,keep,0,1000000,1000000.0,34509,0.0,0.0,,
2022-11-04,xx000792_convert,21.38,25.83,21.35,25.83,0.1822,buy,0,1000000,1000000.0,10541,0.0,0.0,,
2022-11-11,xx000792_convert,26.61,27.27,25.16,25.52,-0.012,sell,7500,800300.09,991700.09,99909,191400.0,0.193,49.91,
2022-11-18,xx000792_convert,25.56,25.7,24.38,24.48,-0.0408,keep,6000,838577.1900000001,985457.1900000001,88246,146880.0,0.149,9.58,38.32
2022-11-25,xx000792_convert,24.4,25.18,24.15,24.4,-0.0033,keep,6000,838577.1900000001,984977.1900000001,78404,146400.0,0.1486,,
2022-12-02,xx000792_convert,23.98,25.56,23.68,24.85,0.0184,keep,6000,838577.1900000001,987677.1900000001,25267,149100.0,0.151,,
2022-12-09,xx000792_convert,24.95,25.8,24.65,25.46,0.0245,keep,6000,838577.1900000001,991337.1900000001,72256,152760.0,0.1541,,
2022-12-16,xx000792_convert,25.28,25.3,23.8,24.31,-0.0452,keep,6000,838577.1900000001,984437.1900000001,90054,145860.0,0.1482,,
2022-12-23,xx000792_convert,24.01,24.72,22.7,22.94,-0.0564,keep,6000,838577.1900000001,976217.1900000001,10098,137640.0,0.141,,
2022-12-30,xx000792_convert,22.74,23.31,22.65,22.69,-0.0109,keep,6000,838577.1900000001,974717.1900000001,62301,136140.0,0.1397,,
2023-01-06,xx000792_convert,22.69,23.62,22.48,23.35,0.0291,keep,6000,838577.1900000001,978677.1900000001,98029,140100.0,0.1432,,
2023-01-13,xx000792_convert,23.4,24.08,22.92,23.45,0.0043,keep,6000,838577.1900000001,979277.1900000001,85700,140700.0,0.1437,,
2023-01-20,xx000792_convert,23.5,25.21,23.38,25.02,0.067,keep,6000,838577.1900000001,988697.1900000001,49617,150120.0,0.1518,,
2023-02-03,xx000792_convert,25.4,25.58,24.68,25.11,0.0036,keep,6000,838577.1900000001,989237.1900000001,47299,150660.0,0.1523,,
2023-02-10,xx000792_convert,24.91,25.6,24.8,25.15,0.0016,keep,6000,838577.1900000001,989477.1900000001,73671,150900.0,0.1525,,
