date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx002601_convert,28.89,28.9,27.66,28.01,-0.0203,,,,,51278,,,,
2022-01-14,xx002601_convert,28.0,28.27,26.76,26.84,-0.0418,,,,,82578,,,,
2022-01-21,xx002601_convert,26.89,27.48,26.28,26.43,-0.0153,,,,,31903,,,,
2022-01-28,xx002601_convert,26.35,26.35,24.17,24.19,-0.0848,,,,,44547,,,,
2022-02-11,xx002601_convert,24.6,26.67,24.38,25.71,0.0628,,,,,34041,,,,
2022-02-18,xx002601_convert,25.5,26.26,25.05,26.14,0.0167,,,,,42697,,,,
2022-02-25,xx002601_convert,26.15,26.88,25.51,26.1,-0.0015,,,,,56977,,,,
2022-03-04,xx002601_convert,26.06,26.55,25.01,25.12,-0.0375,,,,,86498,,,,
2022-03-11,xx002601_convert,25.03,25.12,21.74,23.94,-0.047,,,,,74923,,,,
2022-03-18,xx002601_convert,23.62,24.19,21.41,23.67,-0.0113,,,,,97161,,,,
2022-03-25,xx002601_convert,23.71,23.99,23.15,23.16,-0.0215,keep,0,1000000,1000000,14034,0.0,0.0,,
2022-04-01,xx002601_convert,23.0,23.64,22.59,23.37,0.0091,keep,0,1000000,1000000.0,20196,0.0,0.0,,
2022-04-08,xx002601_convert,23.3,25.27,23.11,24.98,0.0689,keep,0,1000000,1000000.0,11044,0.0,0.0,,
2022-04-15,xx002601_convert,24.98,25.05,20.74,20.83,-0.1661,keep,0,1000000,1000000.0,14280,0.0,0.0,,
2022-04-22,xx002601_convert,20.6,21.31,18.54,18.77,-0.0989,keep,0,1000000,1000000.0,79744,0.0,0.0,,
2022-04-29,xx002601_convert,18.28,18.39,16.32,18.3,-0.025,keep,0,1000000,1000000.0,61555,0.0,0.0,,
2022-05-06,xx002601_convert,18.27,18.68,17.96,18.07,-0.0126,keep,0,1000000,1000000.0,31739,0.0,0.0,,
2022-05-13,xx002601_convert,18.0,19.93,17.84,19.69,0.0897,buy,0,1000000,1000000.0,34243,0.0,0.0,,
2022-05-20,xx002601_convert,18.68,18.79,17.67,18.73,0.0021,sell,10600,801836.47,1000374.47,98336,198538.0,0.1985,49.53,
2022-05-27,xx002601_convert,18.75,19.42,18.15,18.39,-0.0182,keep,8480,841515.61,997462.81,95143,155947.2,0.1563,9.93,39.73
2022-06-02,xx002601_convert,18.41,19.36,18.4,19.08,0.0375,keep,8480,841515.61,1003314.01,12758,161798.4,0.1613,,
2022-06-10,xx002601_convert,18.9,20.6,18.89,20.39,0.0687,keep,8480,841515.61,1014422.81,52366,172907.2,0.1704,,
2022-06-17,xx002601_convert,20.25,21.09,19.99,20.61,0.0108,keep,8480,841515.61,1016288.4099999999,39779,174772.8,0.172,,
2022-06-24,xx002601_convert,20.73,21.33,19.62,20.37,-0.0116,keep,8480,841515.61,1014253.21,99377,172737.6,0.1703,,
2022-07-01,xx002601_convert,20.39,21.1,19.8,19.87,-0.0245,keep,8480,841515.61,1010013.21,19720,168497.6,0.1668,,
2022-07-08,xx002601_convert,19.66,23.1,19.36,21.23,0.0684,keep,8480,841515.61,1021546.01,87346,180030.4,0.1762,,
2022-07-15,xx002601_convert,21.05,22.5,19.6,19.78,-0.0683,keep,8480,841515.61,1009250.01,60927,167734.4,0.1662,,
2022-07-22,xx002601_convert,19.78,22.56,19.42,21.22,0.0728,keep,8480,841515.61,1021461.21,70607,179945.6,0.1762,,
2022-07-29,xx002601_convert,21.21,21.24,20.22,20.34,-0.0415,keep,8480,841515.61,1013998.81,22707,172483.2,0.1701,,
2022-08-05,xx002601_convert,20.2,20.22,18.69,19.38,-0.0472,keep,8480,841515.61,1005858.01,81458,164342.4,0.1634,,
2022-08-12,xx002601_convert,19.37,19.66,18.95,19.48,0.0052,keep,8480,841515.61,1006706.01,80941,165190.4,0.1641,,
2022-08-19,xx002601_convert,19.4,19.75,18.26,18.31,-0.0601,keep,8480,841515.61,996784.4099999999,79175,155268.8,0.1558,,
2022-08-26,xx002601_convert,18.31,19.06,17.4,17.68,-0.0344,keep,8480,841515.61,991442.01,55141,149926.4,0.1512,,
