date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xx600111_convert,46.39,46.58,41.0,42.0,-0.083,,,,,86322,,
2022-01-14,xx600111_convert,42.0,44.7,41.01,43.91,0.0455,,,,,81617,,
2022-01-21,xx600111_convert,43.57,43.6,38.67,39.85,-0.0925,,,,,46314,,
2022-01-28,xx600111_convert,39.4,41.73,37.07,37.18,-0.067,,,,,70005,,
2022-02-11,xx600111_convert,38.54,44.06,38.18,42.77,0.1503,,,,,49755,,
2022-02-18,xx600111_convert,42.77,48.11,42.77,47.51,0.1108,,,,,36276,,
2022-02-25,xx600111_convert,47.5,49.01,45.33,47.92,0.0086,,,,,77439,,
2022-03-04,xx600111_convert,48.07,49.3,44.53,45.0,-0.0609,,,,,62505,,
2022-03-11,xx600111_convert,42.74,44.1,38.96,41.8,-0.0711,,,,,29265,,
2022-03-18,xx600111_convert,41.13,43.19,37.9,41.29,-0.0122,,,,,86456,,
2022-03-25,xx600111_convert,41.2,42.76,39.78,40.22,-0.0259,keep,0,1000000,1000000,92156,0.0,0.0
2022-04-01,xx600111_convert,39.82,39.98,38.0,38.62,-0.0398,keep,0,1000000,1000000.0,59026,0.0,0.0
2022-04-08,xx600111_convert,38.59,39.17,37.11,38.02,-0.0155,keep,0,1000000,1000000.0,97297,0.0,0.0
2022-04-15,xx600111_convert,37.74,37.77,34.46,34.72,-0.0868,keep,0,1000000,1000000.0,52380,0.0,0.0
2022-04-22,xx600111_convert,34.5,36.15,31.36,31.48,-0.0933,keep,0,1000000,1000000.0,33783,0.0,0.0
2022-04-29,xx600111_convert,30.5,32.06,27.5,31.68,0.0064,keep,0,1000000,1000000.0,99272,0.0,0.0
2022-05-06,xx600111_convert,31.2,32.49,30.0,30.1,-0.0499,keep,0,1000000,1000000.0,81964,0.0,0.0
2022-05-13,xx600111_convert,29.9,35.1,29.8,33.31,0.1066,keep,0,1000000,1000000.0,65784,0.0,0.0
2022-05-20,xx600111_convert,33.54,34.75,32.46,34.62,0.0393,keep,0,1000000,1000000.0,71979,0.0,0.0
