date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx002466,109.0,109.89,91.8,92.17,-0.14,,,,,,,,
2022-01-14,xx002466,92.0,99.22,88.1,90.4,-0.02,,,,,,,,
2022-01-21,xx002466,89.98,90.4,80.42,82.03,-0.09,,,,,,,,
2022-01-28,xx002466,81.03,91.5,81.03,88.4,0.08,,,,,,,,
2022-02-11,xx002466,90.47,90.47,78.1,83.35,-0.06,,,,,,,,
2022-02-18,xx002466,83.0,96.49,82.61,95.68,0.15,,,,,,,,
2022-02-25,xx002466,96.0,102.48,93.8,98.35,0.03,,,,,,,,
2022-03-04,xx002466,99.75,101.38,91.81,92.7,-0.06,,,,,,,,
2022-03-11,xx002466,92.01,93.98,76.23,84.02,-0.09,,,,,,,,
2022-03-18,xx002466,82.0,89.41,80.68,83.51,-0.01,,,,,,,,
2022-03-25,xx002466,82.68,87.8,81.5,86.47,0.04,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx002466,85.01,85.64,80.0,82.46,-0.05,sell,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx002466,82.3,83.08,77.77,78.11,-0.05,sell,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-15,xx002466,76.0,76.46,69.01,72.93,-0.07,sell,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-22,xx002466,73.08,74.54,65.77,66.5,-0.09,sell,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-29,xx002466,65.0,76.43,58.05,76.43,0.15,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-06,xx002466,78.3,80.39,76.01,78.46,0.03,keep,2500,1000326.06,196150.0,0.2,804176.06,48.94,
2022-05-13,xx002466,78.0,85.63,77.0,80.14,0.02,keep,2500,1004526.06,200350.0,0.2,804176.06,,
2022-05-20,xx002466,81.0,95.0,79.7,91.3,0.14,buy,2500,1032426.06,228250.0,0.22,804176.06,,
2022-05-27,xx002466,92.99,102.55,92.7,96.59,0.06,keep,4200,1051714.54,405678.0,0.39,646036.54,39.52,
2022-06-02,xx002466,97.01,99.85,92.01,94.39,-0.02,keep,4200,1042474.54,396438.0,0.38,646036.54,,
2022-06-10,xx002466,94.51,112.94,94.51,111.52,0.18,keep,4200,1114420.54,468384.0,0.42,646036.54,,
2022-06-17,xx002466,111.88,121.66,111.77,119.02,0.07,keep,4200,1145920.54,499884.0,0.44,646036.54,,
2022-06-24,xx002466,121.3,121.5,111.28,117.86,-0.01,keep,4200,1141048.54,495012.0,0.43,646036.54,,
2022-07-01,xx002466,117.03,135.0,117.03,133.0,0.13,keep,4200,1204636.54,558600.0,0.46,646036.54,,
2022-07-08,xx002466,134.0,148.57,134.0,148.0,0.11,keep,4200,1267636.54,621600.0,0.49,646036.54,,
2022-07-15,xx002466,143.0,144.0,121.0,124.0,-0.16,keep,4200,1166836.54,520800.0,0.45,646036.54,,
2022-07-22,xx002466,124.54,127.5,114.5,116.85,-0.06,sell,4200,1136806.54,490770.0,0.43,646036.54,,
2022-07-29,xx002466,116.0,125.68,115.01,115.5,-0.01,keep,3360,1131426.35,388080.0,0.34,743346.35,24.36,97.43
2022-08-05,xx002466,113.5,118.25,108.95,116.88,0.01,keep,3360,1136063.15,392716.8,0.35,743346.35,,
2022-08-12,xx002466,116.6,122.0,113.83,115.11,-0.02,keep,3360,1130115.95,386769.6,0.34,743346.35,,
2022-08-19,xx002466,115.12,121.89,109.08,109.2,-0.05,keep,3360,1110258.35,366912.0,0.33,743346.35,,
2022-08-26,xx002466,108.81,124.5,105.8,115.51,0.06,keep,3360,1131459.95,388113.6,0.34,743346.35,,
2022-09-02,xx002466,113.55,119.87,103.9,105.22,-0.09,keep,3360,1096885.55,353539.2,0.32,743346.35,,
2022-09-09,xx002466,103.97,111.4,103.5,110.35,0.05,keep,3360,1114122.35,370776.0,0.33,743346.35,,
2022-09-16,xx002466,110.51,116.2,100.8,104.02,-0.06,keep,3360,1092853.55,349507.2,0.32,743346.35,,
2022-09-23,xx002466,103.99,117.4,103.6,111.67,0.07,keep,3360,1118557.55,375211.2,0.34,743346.35,,
2022-09-30,xx002466,110.2,112.5,100.01,100.4,-0.1,keep,3360,1080690.35,337344.0,0.31,743346.35,,
2022-10-14,xx002466,99.01,103.36,95.36,101.92,0.02,keep,3360,1085797.55,342451.2,0.32,743346.35,,
