date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2016-01-29,xxx47,175.79,177.5,151.12,161.56,-0.1,,,,,,
2016-02-29,xxx47,160.41,161.0,139.05,149.53,-0.07,,,,,,
2016-03-31,xxx47,150.95,158.9,148.75,156.98,0.05,,,,,,
2016-04-29,xxx47,156.46,168.9,149.37,164.11,0.05,,,,,,
2016-05-31,xxx47,165.08,167.19,153.74,159.48,-0.03,,,,,,
2016-06-30,xxx47,157.9,160.55,138.55,148.58,-0.07,,,,,,
2016-07-29,xxx47,148.49,164.09,142.62,158.81,0.07,,,,,,
2016-08-31,xxx47,158.81,170.24,155.37,169.46,0.07,,,,,,
2016-09-30,xxx47,170.0,172.42,157.77,161.27,-0.05,,,,,,
2016-10-31,xxx47,160.5,178.85,160.25,178.24,0.11,,,,,,
2016-11-30,xxx47,179.0,220.77,174.73,219.29,0.23,keep,0,1000000,0.0,0.0,1000000.0
2016-12-30,xxx47,220.93,245.57,220.35,239.45,0.09,keep,0,1000000.0,0.0,0.0,1000000.0
2017-01-31,xxx47,242.7,247.77,228.16,229.32,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-02-28,xxx47,230.51,252.65,227.05,248.06,0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2017-03-31,xxx47,253.71,255.15,220.85,229.72,-0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2017-04-28,xxx47,230.0,232.89,213.18,223.8,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-05-31,xxx47,224.9,228.89,209.62,211.26,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2017-06-30,xxx47,212.61,228.79,210.79,221.9,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-07-31,xxx47,224.46,230.63,218.01,225.33,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-08-31,xxx47,226.96,235.83,215.75,223.74,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-09-29,xxx47,224.55,237.6,214.64,237.19,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2017-10-31,xxx47,237.2,247.08,235.19,242.48,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-11-30,xxx47,243.89,250.79,233.55,247.64,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-12-29,xxx47,249.78,262.14,244.01,254.76,0.03,,0,1000000.0,0.0,0.0,1000000.0
