date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2016-01-29,xxx18,67.45,68.9,60.0,62.16,-0.1,,,,,,
2016-02-29,xxx18,61.87,64.54,57.94,61.93,-0.0,,,,,,
2016-03-31,xxx18,62.31,66.68,60.98,63.88,0.03,,,,,,
2016-04-29,xxx18,63.66,73.06,63.5,72.18,0.13,,,,,,
2016-05-31,xxx18,72.19,73.01,69.56,71.7,-0.01,,,,,,
2016-06-30,xxx18,71.71,75.12,70.13,73.55,0.03,,,,,,
2016-07-29,xxx18,73.66,77.12,72.87,74.81,0.02,,,,,,
2016-08-31,xxx18,75.13,76.3,56.92,57.39,-0.23,,,,,,
2016-09-30,xxx18,57.6,57.62,53.76,53.92,-0.06,,,,,,
2016-10-31,xxx18,53.94,55.9,49.03,50.91,-0.06,,,,,,
2016-11-30,xxx18,50.93,57.55,50.1,56.44,0.11,keep,0,1000000,0.0,0.0,1000000.0
2016-12-30,xxx18,55.94,59.92,54.36,58.44,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-01-31,xxx18,58.78,60.45,46.01,49.16,-0.16,keep,0,1000000.0,0.0,0.0,1000000.0
2017-02-28,xxx18,49.13,57.21,48.32,56.71,0.15,keep,0,1000000.0,0.0,0.0,1000000.0
2017-03-31,xxx18,57.0,58.54,54.16,54.38,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-04-28,xxx18,54.53,56.33,52.51,56.05,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-05-31,xxx18,56.34,56.83,53.32,53.95,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-06-30,xxx18,54.0,57.9,51.56,55.72,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-07-31,xxx18,56.27,57.2,52.06,56.9,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-08-31,xxx18,57.05,60.75,55.1,60.48,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2017-09-29,xxx18,60.36,63.75,59.39,63.74,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-10-31,xxx18,63.8,66.1,59.79,61.66,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-11-30,xxx18,61.86,63.8,60.15,63.19,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-12-29,xxx18,63.16,63.97,60.59,61.28,-0.03,,0,1000000.0,0.0,0.0,1000000.0
