date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xx002555_convert,27.48,29.8,27.27,28.69,0.0618,,,,,53220,,,
2022-01-14,xx002555_convert,28.3,29.1,25.72,27.6,-0.038,,,,,66313,,,
2022-01-21,xx002555_convert,27.59,30.24,26.69,27.48,-0.0043,,,,,25716,,,
2022-01-28,xx002555_convert,27.09,28.15,24.83,24.84,-0.0961,,,,,16683,,,
2022-02-11,xx002555_convert,25.14,25.55,23.65,24.69,-0.006,,,,,37586,,,
2022-02-18,xx002555_convert,24.39,26.07,24.2,25.54,0.0344,,,,,48110,,,
2022-02-25,xx002555_convert,25.52,26.07,20.27,21.35,-0.1641,,,,,31847,,,
2022-03-04,xx002555_convert,21.34,21.42,20.36,21.19,-0.0075,,,,,24746,,,
2022-03-11,xx002555_convert,20.97,20.97,18.7,20.37,-0.0387,,,,,99691,,,
2022-03-18,xx002555_convert,20.22,22.69,18.11,22.41,0.1001,,,,,36699,,,
2022-03-25,xx002555_convert,22.91,23.54,21.88,22.11,-0.0134,keep,0,1000000,1000000,45121,0.0,0.0,
2022-04-01,xx002555_convert,21.96,24.99,21.78,24.61,0.1131,keep,0,1000000,1000000.0,63210,0.0,0.0,
2022-04-08,xx002555_convert,24.36,25.13,23.09,23.25,-0.0553,keep,0,1000000,1000000.0,58762,0.0,0.0,
2022-04-15,xx002555_convert,23.25,25.98,21.44,22.35,-0.0387,keep,0,1000000,1000000.0,61421,0.0,0.0,
2022-04-22,xx002555_convert,21.91,22.46,20.46,21.14,-0.0541,keep,0,1000000,1000000.0,74104,0.0,0.0,
2022-04-29,xx002555_convert,20.45,24.15,19.65,24.15,0.1424,keep,0,1000000,1000000.0,46292,0.0,0.0,
2022-05-06,xx002555_convert,23.86,24.15,22.34,22.76,-0.0576,keep,0,1000000,1000000.0,12538,0.0,0.0,
2022-05-13,xx002555_convert,22.52,23.22,21.16,22.39,-0.0163,keep,0,1000000,1000000.0,45645,0.0,0.0,
2022-05-20,xx002555_convert,22.4,23.63,20.6,21.65,-0.0331,keep,0,1000000,1000000.0,66360,0.0,0.0,
2022-05-27,xx002555_convert,21.88,22.04,20.43,20.6,-0.0315,keep,0,1000000,1000000.0,40708,0.0,0.0,
2022-06-02,xx002555_convert,20.6,21.8,20.09,21.14,0.0262,keep,0,1000000,1000000.0,58690,0.0,0.0,
2022-06-10,xx002555_convert,21.04,22.79,21.0,22.63,0.0705,keep,0,1000000,1000000.0,93401,0.0,0.0,
2022-06-17,xx002555_convert,22.36,23.47,20.92,22.67,0.0018,keep,0,1000000,1000000.0,81044,0.0,0.0,
2022-06-24,xx002555_convert,22.67,23.19,21.3,21.43,-0.0547,keep,0,1000000,1000000.0,20852,0.0,0.0,
2022-07-01,xx002555_convert,21.46,22.14,20.56,20.86,-0.0266,keep,0,1000000,1000000.0,45913,0.0,0.0,
2022-07-08,xx002555_convert,20.86,21.33,19.73,19.8,-0.0508,keep,0,1000000,1000000.0,97004,0.0,0.0,
2022-07-15,xx002555_convert,19.83,20.85,19.38,19.56,-0.0121,keep,0,1000000,1000000.0,38516,0.0,0.0,
2022-07-22,xx002555_convert,19.55,21.75,19.46,21.1,0.0787,keep,0,1000000,1000000.0,75062,0.0,0.0,
2022-07-29,xx002555_convert,20.9,21.0,19.49,19.53,-0.0744,keep,0,1000000,1000000.0,53134,0.0,0.0,
2022-08-05,xx002555_convert,19.45,19.79,18.61,19.72,0.0097,keep,0,1000000,1000000.0,24312,0.0,0.0,
2022-08-12,xx002555_convert,19.7,20.5,19.14,20.18,0.0233,keep,0,1000000,1000000.0,74691,0.0,0.0,
2022-08-19,xx002555_convert,20.08,20.44,19.42,19.94,-0.0119,keep,0,1000000,1000000.0,88456,0.0,0.0,
2022-08-26,xx002555_convert,19.92,20.85,19.38,20.02,0.004,keep,0,1000000,1000000.0,67262,0.0,0.0,
2022-09-02,xx002555_convert,19.7,21.09,19.43,20.28,0.013,keep,0,1000000,1000000.0,70187,0.0,0.0,
2022-09-09,xx002555_convert,20.26,20.33,18.87,19.3,-0.0483,keep,0,1000000,1000000.0,70040,0.0,0.0,
2022-09-16,xx002555_convert,19.26,19.55,18.76,18.77,-0.0275,keep,0,1000000,1000000.0,16075,0.0,0.0,
2022-09-23,xx002555_convert,18.7,18.76,17.5,17.65,-0.0597,keep,0,1000000,1000000.0,92274,0.0,0.0,
2022-09-30,xx002555_convert,17.2,17.85,16.93,17.42,0.0069,keep,0,1000000,1000000.0,46606,0.0,0.0,
2022-10-14,xx002555_convert,17.42,17.5,14.3,15.26,-0.124,keep,0,1000000,1000000.0,37394,0.0,0.0,
2022-10-21,xx002555_convert,15.13,15.5,14.78,14.87,-0.0256,keep,0,1000000,1000000.0,66512,0.0,0.0,
2022-10-28,xx002555_convert,14.83,15.04,13.96,14.14,-0.0491,keep,0,1000000,1000000.0,24361,0.0,0.0,
2022-11-04,xx002555_convert,14.08,15.73,14.06,15.42,0.0905,keep,0,1000000,1000000.0,61451,0.0,0.0,
2022-11-11,xx002555_convert,15.3,16.09,15.09,15.74,0.0208,keep,0,1000000,1000000.0,75605,0.0,0.0,
2022-11-18,xx002555_convert,16.19,19.9,15.97,18.49,0.1747,keep,0,1000000,1000000.0,20069,0.0,0.0,
2022-11-25,xx002555_convert,18.27,18.78,17.17,17.61,-0.0476,keep,0,1000000,1000000.0,84722,0.0,0.0,
2022-12-02,xx002555_convert,17.16,18.07,16.98,17.49,-0.0068,keep,0,1000000,1000000.0,67086,0.0,0.0,
2022-12-09,xx002555_convert,17.62,18.23,17.05,17.36,-0.0074,keep,0,1000000,1000000.0,36398,0.0,0.0,
2022-12-16,xx002555_convert,17.29,17.64,16.72,16.99,-0.0213,keep,0,1000000,1000000.0,12266,0.0,0.0,
2022-12-23,xx002555_convert,17.0,17.74,16.5,17.57,0.0341,keep,0,1000000,1000000.0,46805,0.0,0.0,
2022-12-30,xx002555_convert,17.56,18.42,17.15,18.1,0.0302,keep,0,1000000,1000000.0,35137,0.0,0.0,
