date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xx600547_convert,18.67,19.18,18.63,19.0,0.0096,,,,,51225,,,
2022-01-14,xx600547_convert,18.98,20.08,18.95,19.36,0.0189,,,,,17224,,,
2022-01-21,xx600547_convert,19.28,19.88,18.96,19.79,0.0222,,,,,65589,,,
2022-01-28,xx600547_convert,19.6,20.24,18.08,18.75,-0.0526,,,,,28236,,,
2022-02-11,xx600547_convert,18.81,19.55,18.71,18.97,0.0117,,,,,15959,,,
2022-02-18,xx600547_convert,19.49,20.55,19.29,19.91,0.0496,,,,,12931,,,
2022-02-25,xx600547_convert,19.95,21.84,19.75,20.76,0.0427,,,,,62455,,,
2022-03-04,xx600547_convert,20.7,21.34,20.15,20.23,-0.0255,,,,,67454,,,
2022-03-11,xx600547_convert,20.82,22.38,20.17,20.95,0.0356,,,,,14954,,,
2022-03-18,xx600547_convert,20.58,21.04,18.08,18.96,-0.095,,,,,79907,,,
2022-03-25,xx600547_convert,18.77,22.0,18.71,21.55,0.1366,keep,0,1000000,1000000,69899,0.0,0.0,
2022-04-01,xx600547_convert,21.52,22.2,21.18,21.58,0.0014,keep,0,1000000,1000000.0,62047,0.0,0.0,
2022-04-08,xx600547_convert,21.46,23.35,21.39,23.15,0.0728,keep,0,1000000,1000000.0,37894,0.0,0.0,
2022-04-15,xx600547_convert,23.34,23.82,21.41,21.7,-0.0626,keep,0,1000000,1000000.0,21362,0.0,0.0,
2022-04-22,xx600547_convert,22.0,22.14,19.68,20.21,-0.0687,keep,0,1000000,1000000.0,27244,0.0,0.0,
2022-04-29,xx600547_convert,19.69,19.86,17.91,19.16,-0.052,keep,0,1000000,1000000.0,93599,0.0,0.0,
2022-05-06,xx600547_convert,18.99,19.24,18.3,18.43,-0.0381,keep,0,1000000,1000000.0,73129,0.0,0.0,
2022-05-13,xx600547_convert,18.45,18.57,17.75,18.05,-0.0206,keep,0,1000000,1000000.0,60000,0.0,0.0,
2022-05-20,xx600547_convert,18.04,18.15,17.39,18.12,0.0039,keep,0,1000000,1000000.0,18971,0.0,0.0,
2022-05-27,xx600547_convert,18.2,18.78,17.9,18.51,0.0215,keep,0,1000000,1000000.0,59659,0.0,0.0,
2022-06-02,xx600547_convert,18.37,18.6,17.94,18.24,-0.0146,keep,0,1000000,1000000.0,76316,0.0,0.0,
2022-06-10,xx600547_convert,18.01,18.82,17.96,18.4,0.0088,keep,0,1000000,1000000.0,79548,0.0,0.0,
2022-06-17,xx600547_convert,18.79,19.45,18.15,19.21,0.044,keep,0,1000000,1000000.0,91613,0.0,0.0,
2022-06-24,xx600547_convert,19.03,19.14,18.37,18.63,-0.0302,keep,0,1000000,1000000.0,52905,0.0,0.0,
2022-07-01,xx600547_convert,18.81,18.89,18.23,18.28,-0.0188,keep,0,1000000,1000000.0,11060,0.0,0.0,
2022-07-08,xx600547_convert,18.3,18.54,17.86,18.01,-0.012,keep,0,1000000,1000000.0,71894,0.0,0.0,
2022-07-15,xx600547_convert,18.0,18.0,17.41,17.44,-0.0316,keep,0,1000000,1000000.0,63402,0.0,0.0,
2022-07-22,xx600547_convert,17.47,17.94,17.46,17.74,0.0172,keep,0,1000000,1000000.0,86657,0.0,0.0,
2022-07-29,xx600547_convert,17.75,18.51,17.69,18.29,0.031,keep,0,1000000,1000000.0,41367,0.0,0.0,
2022-08-05,xx600547_convert,18.3,18.75,17.73,18.54,0.0137,keep,0,1000000,1000000.0,25669,0.0,0.0,
