date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xx600036_convert,48.71,49.68,47.51,49.05,0.007,,,,,34161,,
2022-01-14,xx600036_convert,49.47,50.1,48.0,48.02,-0.021,,,,,40738,,
2022-01-21,xx600036_convert,48.37,52.0,47.89,51.82,0.0791,,,,,20362,,
2022-01-28,xx600036_convert,51.95,52.0,49.15,49.21,-0.0504,,,,,39904,,
2022-02-11,xx600036_convert,50.3,53.0,50.13,52.76,0.0721,,,,,89850,,
2022-02-18,xx600036_convert,52.99,52.99,49.95,52.06,-0.0133,,,,,21369,,
2022-02-25,xx600036_convert,51.83,51.89,49.55,49.81,-0.0432,,,,,92175,,
2022-03-04,xx600036_convert,49.59,50.5,48.5,48.7,-0.0223,,,,,54282,,
2022-03-11,xx600036_convert,48.01,48.26,43.01,44.45,-0.0873,,,,,97658,,
2022-03-18,xx600036_convert,43.5,46.17,39.18,46.17,0.0387,,,,,43883,,
2022-03-25,xx600036_convert,45.89,46.09,44.6,45.18,-0.0214,keep,0,1000000,1000000,39085,0.0,0.0
2022-04-01,xx600036_convert,44.84,47.47,44.25,47.1,0.0425,keep,0,1000000,1000000.0,92993,0.0,0.0
2022-04-08,xx600036_convert,46.4,47.73,46.38,47.18,0.0017,keep,0,1000000,1000000.0,18438,0.0,0.0
2022-04-15,xx600036_convert,46.71,47.0,45.11,46.83,-0.0074,keep,0,1000000,1000000.0,34797,0.0,0.0
2022-04-22,xx600036_convert,45.96,45.96,40.6,42.5,-0.0925,keep,0,1000000,1000000.0,60425,0.0,0.0
2022-04-29,xx600036_convert,40.38,40.95,37.6,39.93,-0.0605,keep,0,1000000,1000000.0,97052,0.0,0.0
2022-05-06,xx600036_convert,39.66,40.18,37.9,37.91,-0.0506,keep,0,1000000,1000000.0,50022,0.0,0.0
2022-05-13,xx600036_convert,37.8,37.82,35.26,37.15,-0.02,keep,0,1000000,1000000.0,25106,0.0,0.0
2022-05-20,xx600036_convert,37.13,40.18,36.44,39.96,0.0756,keep,0,1000000,1000000.0,46557,0.0,0.0
2022-05-27,xx600036_convert,39.97,40.05,38.08,39.12,-0.021,keep,0,1000000,1000000.0,41803,0.0,0.0
2022-06-02,xx600036_convert,39.5,39.75,38.74,38.92,-0.0051,keep,0,1000000,1000000.0,56787,0.0,0.0
2022-06-10,xx600036_convert,38.85,40.6,38.1,40.12,0.0308,keep,0,1000000,1000000.0,43880,0.0,0.0
