date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx002475_convert,50.2,51.32,45.72,46.61,-0.0526,,,,,34415,,,,
2022-01-14,xx002475_convert,46.0,49.88,44.51,46.3,-0.0067,,,,,65484,,,,
2022-01-21,xx002475_convert,45.99,49.42,45.88,47.19,0.0192,,,,,76182,,,,
2022-01-28,xx002475_convert,46.85,50.59,45.66,46.66,-0.0112,,,,,61666,,,,
2022-02-11,xx002475_convert,47.4,47.49,40.91,41.05,-0.1202,,,,,60466,,,,
2022-02-18,xx002475_convert,41.82,45.8,41.4,43.55,0.0609,,,,,40689,,,,
2022-02-25,xx002475_convert,43.16,44.3,39.52,43.27,-0.0064,,,,,40879,,,,
2022-03-04,xx002475_convert,42.94,43.92,37.77,38.27,-0.1156,,,,,47512,,,,
2022-03-11,xx002475_convert,37.3,38.9,34.5,35.8,-0.0645,,,,,53573,,,,
2022-03-18,xx002475_convert,35.61,35.7,31.78,34.9,-0.0251,,,,,77455,,,,
2022-03-25,xx002475_convert,36.21,36.28,33.52,33.59,-0.0375,keep,0,1000000,1000000,55112,0.0,0.0,,
2022-04-01,xx002475_convert,33.05,33.66,30.45,31.3,-0.0682,keep,0,1000000,1000000.0,16327,0.0,0.0,,
2022-04-08,xx002475_convert,31.34,31.38,29.1,29.34,-0.0626,keep,0,1000000,1000000.0,33649,0.0,0.0,,
2022-04-15,xx002475_convert,29.28,29.48,27.8,29.22,-0.0041,keep,0,1000000,1000000.0,33017,0.0,0.0,,
2022-04-22,xx002475_convert,29.12,30.25,28.33,29.0,-0.0075,keep,0,1000000,1000000.0,61621,0.0,0.0,,
2022-04-29,xx002475_convert,28.47,31.19,25.61,30.88,0.0648,keep,0,1000000,1000000.0,54023,0.0,0.0,,
2022-05-06,xx002475_convert,31.5,31.5,28.7,29.18,-0.0551,keep,0,1000000,1000000.0,23767,0.0,0.0,,
2022-05-13,xx002475_convert,28.92,31.9,27.2,30.23,0.036,keep,0,1000000,1000000.0,51551,0.0,0.0,,
2022-05-20,xx002475_convert,30.61,31.3,29.5,30.99,0.0251,keep,0,1000000,1000000.0,97453,0.0,0.0,,
2022-05-27,xx002475_convert,30.85,31.65,28.53,31.06,0.0023,keep,0,1000000,1000000.0,12778,0.0,0.0,,
2022-06-02,xx002475_convert,31.14,34.0,30.5,33.5,0.0786,buy,0,1000000,1000000.0,58615,0.0,0.0,,
2022-06-10,xx002475_convert,35.01,36.56,32.83,34.18,0.0203,sell,5700,800336.1,995162.1,86578,194826.0,0.1958,49.9,
2022-06-17,xx002475_convert,33.61,34.12,31.89,33.27,-0.0266,sell,4560,838592.22,990303.4199999999,88263,151711.2,0.1532,9.58,38.3
2022-06-24,xx002475_convert,33.4,34.48,31.21,32.41,-0.0258,sell,3648,869005.8400000001,987237.52,77925,118231.68,0.1198,7.61,30.45
2022-07-01,xx002475_convert,32.4,34.97,31.98,34.11,0.0525,keep,2919,892588.6400000001,992155.7300000001,54787,99567.09,0.1004,5.9,23.61
2022-07-08,xx002475_convert,33.5,35.08,29.9,34.64,0.0155,keep,2919,892588.6400000001,993702.8000000002,37801,101114.16,0.1018,,
2022-07-15,xx002475_convert,34.47,34.58,31.85,33.0,-0.0442,keep,2928,892588.6400000001,989212.6400000001,16637,96624.0,0.0977,,
2022-07-22,xx002475_convert,33.02,33.35,30.77,31.17,-0.0555,keep,2928,892588.6400000001,983854.4000000001,32239,91265.76,0.0928,,
2022-07-29,xx002475_convert,31.17,34.57,30.42,33.95,0.0892,keep,2928,892588.6400000001,991994.2400000001,43845,99405.6,0.1002,,
2022-08-05,xx002475_convert,33.96,36.43,33.2,34.72,0.0227,keep,2928,892588.6400000001,994248.8000000002,32574,101660.16,0.1022,,
2022-08-12,xx002475_convert,34.54,38.28,34.48,36.96,0.0645,keep,2928,892588.6400000001,1000807.5200000001,67266,108218.88,0.1081,,
2022-08-19,xx002475_convert,37.16,39.1,36.04,37.4,0.0119,keep,2928,892588.6400000001,1002095.8400000001,73582,109507.2,0.1093,,
2022-08-26,xx002475_convert,37.2,40.2,36.49,38.7,0.0348,keep,2928,892588.6400000001,1005902.2400000001,12384,113313.6,0.1126,,
2022-09-02,xx002475_convert,38.05,39.61,35.9,37.9,-0.0207,keep,2928,892588.6400000001,1003559.8400000001,56340,110971.2,0.1106,,
2022-09-09,xx002475_convert,37.78,38.28,35.29,36.24,-0.0438,keep,2928,892588.6400000001,998699.3600000001,11136,106110.72,0.1062,,
2022-09-16,xx002475_convert,37.1,38.2,34.01,34.18,-0.0568,keep,2928,892588.6400000001,992667.6800000002,65646,100079.04,0.1008,,
2022-09-23,xx002475_convert,33.8,34.42,31.53,31.89,-0.067,keep,2928,892588.6400000001,985962.5600000002,71572,93373.92,0.0947,,
2022-09-30,xx002475_convert,31.55,32.38,29.12,29.4,-0.0781,keep,2928,892588.6400000001,978671.8400000001,13236,86083.2,0.088,,
2022-10-14,xx002475_convert,29.4,29.84,27.4,29.59,0.0065,keep,2928,892588.6400000001,979228.1600000001,38433,86639.52,0.0885,,
2022-10-21,xx002475_convert,29.12,31.13,28.25,28.39,-0.0406,keep,2928,892588.6400000001,975714.5600000002,86036,83125.92,0.0852,,
2022-10-28,xx002475_convert,28.39,28.95,26.49,26.63,-0.062,keep,2928,892588.6400000001,970561.2800000001,13886,77972.64,0.0803,,
2022-11-04,xx002475_convert,28.16,32.25,27.75,31.78,0.1934,keep,2928,892588.6400000001,985640.4800000001,17670,93051.84,0.0944,,
2022-11-11,xx002475_convert,33.01,33.49,29.57,31.43,-0.011,keep,2928,892588.6400000001,984615.6800000002,11467,92027.04,0.0935,,
2022-11-18,xx002475_convert,31.71,34.45,31.5,32.62,0.0379,keep,2928,892588.6400000001,988100.0000000001,28499,95511.36,0.0967,,
2022-11-25,xx002475_convert,32.22,33.05,31.39,31.39,-0.0377,keep,2928,892588.6400000001,984498.5600000002,76968,91909.92,0.0934,,
2022-12-02,xx002475_convert,30.2,32.09,30.0,30.65,-0.0236,keep,2928,892588.6400000001,982331.8400000001,10285,89743.2,0.0914,,
2022-12-09,xx002475_convert,30.37,32.5,29.8,31.95,0.0424,keep,2928,892588.6400000001,986138.2400000001,14772,93549.6,0.0949,,
2022-12-16,xx002475_convert,31.67,33.06,30.93,31.71,-0.0075,keep,2928,892588.6400000001,985435.5200000001,79063,92846.88,0.0942,,
2022-12-23,xx002475_convert,31.49,32.1,30.29,31.46,-0.0079,keep,2928,892588.6400000001,984703.5200000001,52560,92114.88,0.0935,,
2022-12-30,xx002475_convert,31.46,32.79,31.41,31.75,0.0092,keep,2928,892588.6400000001,985552.6400000001,84565,92964.0,0.0943,,
2023-01-06,xx002475_convert,31.63,32.12,28.37,28.85,-0.0913,keep,2928,892588.6400000001,977061.4400000002,54717,84472.8,0.0865,,
2023-01-13,xx002475_convert,28.83,30.1,28.71,29.24,0.0135,keep,2928,892588.6400000001,978203.3600000001,86677,85614.72,0.0875,,
2023-01-20,xx002475_convert,29.06,31.43,29.03,31.09,0.0633,keep,2928,892588.6400000001,983620.1600000001,23780,91031.52,0.0925,,
2023-02-03,xx002475_convert,32.03,33.48,31.89,32.78,0.0544,keep,2928,892588.6400000001,988568.4800000001,34553,95979.84,0.0971,,
2023-02-10,xx002475_convert,32.28,32.56,31.43,32.13,-0.0198,keep,2928,892588.6400000001,986665.2800000001,86888,94076.64,0.0953,,
2023-02-17,xx002475_convert,31.77,34.0,31.68,31.75,-0.0118,keep,2928,892588.6400000001,985552.6400000001,68987,92964.0,0.0943,,
2023-02-24,xx002475_convert,31.6,32.3,30.33,31.0,-0.0236,keep,2928,892588.6400000001,983356.6400000001,61202,90768.0,0.0923,,
2023-03-03,xx002475_convert,30.99,31.16,29.75,30.25,-0.0242,keep,2928,892588.6400000001,981160.6400000001,30722,88572.0,0.0903,,
2023-03-10,xx002475_convert,30.25,30.32,28.75,28.8,-0.0479,keep,2928,892588.6400000001,976915.0400000002,41653,84326.4,0.0863,,
2023-03-17,xx002475_convert,28.68,29.28,27.5,27.59,-0.042,keep,2928,892588.6400000001,973372.1600000001,53847,80783.52,0.083,,
2023-03-24,xx002475_convert,27.6,31.51,27.2,31.3,0.1345,keep,2928,892588.6400000001,984235.0400000002,76800,91646.4,0.0931,,
2023-03-31,xx002475_convert,31.3,31.9,29.63,30.31,-0.0316,keep,2928,892588.6400000001,981336.3200000001,95507,88747.68,0.0904,,
2023-04-07,xx002475_convert,30.31,31.95,30.19,31.1,0.0261,keep,2928,892588.6400000001,983649.4400000002,46843,91060.8,0.0926,,
2023-04-14,xx002475_convert,31.1,32.1,30.08,30.57,-0.017,keep,2928,892588.6400000001,982097.6000000001,46113,89508.96,0.0911,,
2023-04-21,xx002475_convert,30.4,30.4,27.62,27.72,-0.0932,keep,2928,892588.6400000001,973752.8000000002,14388,81164.16,0.0834,,
2023-04-28,xx002475_convert,27.72,27.84,25.0,26.1,-0.0584,keep,2928,892588.6400000001,969009.4400000002,81285,76420.8,0.0789,,
2023-05-05,xx002475_convert,26.05,26.07,25.38,25.84,-0.01,keep,2928,892588.6400000001,968248.1600000001,41364,75659.52,0.0781,,
2023-05-12,xx002475_convert,26.0,26.97,25.27,26.38,0.0209,keep,2928,892588.6400000001,969829.2800000001,91754,77240.64,0.0796,,
2023-05-19,xx002475_convert,26.42,28.53,26.15,28.12,0.066,keep,2928,892588.6400000001,974924.0000000001,75607,82335.36,0.0845,,
2023-05-26,xx002475_convert,28.1,28.43,27.07,27.45,-0.0238,keep,2928,892588.6400000001,972962.2400000001,28247,80373.6,0.0826,,
2023-06-02,xx002475_convert,27.6,29.22,26.85,28.79,0.0488,keep,2928,892588.6400000001,976885.7600000001,31460,84297.12,0.0863,,
2023-06-09,xx002475_convert,28.78,28.8,26.15,27.18,-0.0559,,2928,892588.6400000001,972171.6800000002,48355,79583.04,0.0819,,
