date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx002410_convert,64.5,64.76,59.72,61.48,-0.0391,,,,,53749,,,,
2022-01-14,xx002410_convert,61.26,61.85,59.13,59.55,-0.0314,,,,,24412,,,,
2022-01-21,xx002410_convert,59.88,65.28,59.6,63.9,0.073,,,,,49713,,,,
2022-01-28,xx002410_convert,63.88,65.25,59.9,61.5,-0.0376,,,,,46539,,,,
2022-02-11,xx002410_convert,62.27,63.21,55.8,57.5,-0.065,,,,,81371,,,,
2022-02-18,xx002410_convert,57.09,57.89,54.39,56.64,-0.015,,,,,63826,,,,
2022-02-25,xx002410_convert,57.01,58.05,54.58,55.63,-0.0178,,,,,75661,,,,
2022-03-04,xx002410_convert,55.63,56.98,51.3,51.48,-0.0746,,,,,18644,,,,
2022-03-11,xx002410_convert,51.0,51.0,46.0,48.95,-0.0491,,,,,82925,,,,
2022-03-18,xx002410_convert,48.39,49.25,43.03,48.7,-0.0051,,,,,44831,,,,
2022-03-25,xx002410_convert,48.7,51.0,48.38,48.76,0.0012,keep,0,1000000,1000000,73507,0.0,0.0,,
2022-04-01,xx002410_convert,48.09,53.13,47.14,52.88,0.0845,buy,0,1000000,1000000.0,13118,0.0,0.0,,
2022-04-08,xx002410_convert,53.69,53.69,50.0,50.73,-0.0407,sell,3700,801260.33,988961.33,21235,187701.0,0.1898,49.67,
2022-04-15,xx002410_convert,50.54,50.9,45.9,49.01,-0.0339,sell,2960,838605.7899999999,983675.3899999999,60879,145069.6,0.1475,9.35,37.39
2022-04-22,xx002410_convert,48.12,49.84,46.12,46.77,-0.0457,keep,2368,867051.3099999999,977802.6699999999,98883,110751.36,0.1133,7.12,28.48
2022-04-29,xx002410_convert,46.8,47.25,40.91,45.97,-0.0171,keep,2368,867051.3099999999,975908.2699999999,73503,108856.96,0.1115,,
2022-05-06,xx002410_convert,45.97,49.38,45.56,48.46,0.0542,keep,2368,867051.3099999999,981804.59,18234,114753.28,0.1169,,
