date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xx600438_convert,45.6,45.68,40.5,42.1,-0.0636,,,,,15876,,
2022-01-14,xx600438_convert,42.1,42.58,40.35,41.42,-0.0162,,,,,69256,,
2022-01-21,xx600438_convert,41.75,42.67,39.38,39.94,-0.0357,,,,,39000,,
2022-01-28,xx600438_convert,39.95,41.1,36.43,37.35,-0.0648,,,,,89058,,
2022-02-11,xx600438_convert,38.01,40.23,37.78,37.9,0.0147,,,,,66545,,
2022-02-18,xx600438_convert,37.83,39.99,36.8,39.06,0.0306,,,,,55417,,
2022-02-25,xx600438_convert,39.15,43.99,38.72,42.09,0.0776,,,,,51252,,
2022-03-04,xx600438_convert,42.49,45.15,42.02,42.72,0.015,,,,,79498,,
2022-03-11,xx600438_convert,42.49,46.48,41.05,45.55,0.0662,,,,,95952,,
2022-03-18,xx600438_convert,45.0,46.5,42.76,44.3,-0.0274,,,,,92317,,
2022-03-25,xx600438_convert,44.2,45.85,41.28,41.29,-0.0679,keep,0,1000000,1000000,73372,0.0,0.0
2022-04-01,xx600438_convert,41.9,44.94,41.6,43.32,0.0492,keep,0,1000000,1000000.0,27322,0.0,0.0
2022-04-08,xx600438_convert,42.99,42.99,39.88,40.87,-0.0566,keep,0,1000000,1000000.0,23987,0.0,0.0
2022-04-15,xx600438_convert,40.6,40.6,38.38,39.49,-0.0338,keep,0,1000000,1000000.0,93333,0.0,0.0
2022-04-22,xx600438_convert,39.17,40.95,36.68,36.83,-0.0674,keep,0,1000000,1000000.0,38581,0.0,0.0
2022-04-29,xx600438_convert,36.04,41.5,35.15,41.1,0.1159,keep,0,1000000,1000000.0,84114,0.0,0.0
2022-05-06,xx600438_convert,41.47,41.7,39.31,39.58,-0.037,keep,0,1000000,1000000.0,17974,0.0,0.0
2022-05-13,xx600438_convert,39.4,41.48,38.81,40.35,0.0195,keep,0,1000000,1000000.0,84084,0.0,0.0
2022-05-20,xx600438_convert,40.4,46.14,39.6,46.0,0.14,keep,0,1000000,1000000.0,16282,0.0,0.0
2022-05-27,xx600438_convert,46.0,46.47,44.3,44.67,-0.0289,keep,0,1000000,1000000.0,21242,0.0,0.0
2022-06-02,xx600438_convert,44.06,47.67,43.45,47.37,0.0825,keep,0,1000000,1000000.0,41403,0.0,0.0
2022-06-10,xx600438_convert,47.03,54.05,46.9,53.53,0.13,keep,0,1000000,1000000.0,91346,0.0,0.0
2022-06-17,xx600438_convert,53.52,55.5,51.19,54.5,0.0181,keep,0,1000000,1000000.0,39524,0.0,0.0
2022-06-24,xx600438_convert,55.97,58.43,52.38,57.96,0.0635,keep,0,1000000,1000000.0,89917,0.0,0.0
2022-07-01,xx600438_convert,58.17,61.07,56.61,59.66,0.0293,keep,0,1000000,1000000.0,67377,0.0,0.0
2022-07-08,xx600438_convert,61.0,67.86,59.88,63.73,0.0682,keep,0,1000000,1000000.0,57922,0.0,0.0
2022-07-15,xx600438_convert,63.01,63.76,57.37,59.7,-0.0632,keep,0,1000000,1000000.0,72154,0.0,0.0
2022-07-22,xx600438_convert,60.0,60.38,54.87,56.11,-0.0601,keep,0,1000000,1000000.0,72231,0.0,0.0
2022-07-29,xx600438_convert,55.71,56.22,53.31,53.81,-0.041,keep,0,1000000,1000000.0,49113,0.0,0.0
2022-08-05,xx600438_convert,53.3,54.06,49.5,50.83,-0.0554,keep,0,1000000,1000000.0,83927,0.0,0.0
2022-08-12,xx600438_convert,50.28,52.79,49.88,51.12,0.0057,keep,0,1000000,1000000.0,99744,0.0,0.0
2022-08-19,xx600438_convert,50.8,61.98,50.63,59.96,0.1729,keep,0,1000000,1000000.0,33512,0.0,0.0
2022-08-26,xx600438_convert,62.0,63.25,56.06,56.43,-0.0589,keep,0,1000000,1000000.0,27748,0.0,0.0
2022-09-02,xx600438_convert,55.21,57.36,51.6,52.21,-0.0748,keep,0,1000000,1000000.0,88896,0.0,0.0
2022-09-09,xx600438_convert,52.26,58.02,52.07,54.56,0.045,keep,0,1000000,1000000.0,88182,0.0,0.0
2022-09-16,xx600438_convert,55.51,55.99,49.52,49.52,-0.0924,keep,0,1000000,1000000.0,21503,0.0,0.0
2022-09-23,xx600438_convert,49.52,51.85,48.2,49.3,-0.0044,keep,0,1000000,1000000.0,75556,0.0,0.0
