date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xx600050_convert,3.94,4.02,3.92,3.99,0.0153,,,,,32124,,,
2022-01-14,xx600050_convert,4.0,4.05,3.97,3.97,-0.005,,,,,74605,,,
2022-01-21,xx600050_convert,3.98,4.04,3.97,4.0,0.0076,,,,,12351,,,
2022-01-28,xx600050_convert,4.0,4.0,3.7,3.71,-0.0725,,,,,14608,,,
2022-02-11,xx600050_convert,3.73,4.08,3.71,4.0,0.0782,,,,,73806,,,
2022-02-18,xx600050_convert,4.0,4.02,3.92,3.96,-0.01,,,,,39328,,,
2022-02-25,xx600050_convert,3.95,3.98,3.82,3.85,-0.0278,,,,,42478,,,
2022-03-04,xx600050_convert,3.84,3.87,3.8,3.84,-0.0026,,,,,18329,,,
2022-03-11,xx600050_convert,3.83,3.83,3.55,3.69,-0.0391,,,,,89837,,,
2022-03-18,xx600050_convert,3.65,3.68,3.39,3.59,-0.0271,,,,,47512,,,
2022-03-25,xx600050_convert,3.57,3.61,3.49,3.51,-0.0223,keep,0,1000000,1000000,34457,0.0,0.0,
2022-04-01,xx600050_convert,3.49,3.59,3.45,3.58,0.0199,keep,0,1000000,1000000.0,70367,0.0,0.0,
2022-04-08,xx600050_convert,3.57,3.62,3.52,3.56,-0.0056,keep,0,1000000,1000000.0,40751,0.0,0.0,
2022-04-15,xx600050_convert,3.56,3.59,3.47,3.53,-0.0084,keep,0,1000000,1000000.0,64160,0.0,0.0,
2022-04-22,xx600050_convert,3.52,3.57,3.45,3.52,-0.0028,keep,0,1000000,1000000.0,31647,0.0,0.0,
2022-04-29,xx600050_convert,3.5,3.55,3.39,3.52,0.0,keep,0,1000000,1000000.0,55947,0.0,0.0,
2022-05-06,xx600050_convert,3.52,3.55,3.46,3.46,-0.017,keep,0,1000000,1000000.0,26063,0.0,0.0,
2022-05-13,xx600050_convert,3.45,3.53,3.44,3.51,0.0145,keep,0,1000000,1000000.0,88544,0.0,0.0,
2022-05-20,xx600050_convert,3.51,3.54,3.46,3.54,0.0085,keep,0,1000000,1000000.0,20538,0.0,0.0,
2022-05-27,xx600050_convert,3.53,3.54,3.45,3.49,-0.0141,keep,0,1000000,1000000.0,24714,0.0,0.0,
2022-06-02,xx600050_convert,3.48,3.5,3.45,3.47,-0.0057,keep,0,1000000,1000000.0,66121,0.0,0.0,
2022-06-10,xx600050_convert,3.47,3.54,3.45,3.5,0.0086,keep,0,1000000,1000000.0,47612,0.0,0.0,
2022-06-17,xx600050_convert,3.49,3.61,3.41,3.53,0.0086,keep,0,1000000,1000000.0,27446,0.0,0.0,
2022-06-24,xx600050_convert,3.52,3.53,3.46,3.48,-0.0142,keep,0,1000000,1000000.0,62386,0.0,0.0,
2022-07-01,xx600050_convert,3.48,3.5,3.45,3.47,0.0087,keep,0,1000000,1000000.0,65201,0.0,0.0,
2022-07-08,xx600050_convert,3.46,3.47,3.41,3.42,-0.0144,keep,0,1000000,1000000.0,45078,0.0,0.0,
2022-07-15,xx600050_convert,3.43,3.45,3.38,3.38,-0.0117,keep,0,1000000,1000000.0,37033,0.0,0.0,
2022-07-22,xx600050_convert,3.38,3.45,3.38,3.43,0.0148,keep,0,1000000,1000000.0,93347,0.0,0.0,
2022-07-29,xx600050_convert,3.44,3.45,3.41,3.44,0.0029,keep,0,1000000,1000000.0,74428,0.0,0.0,
2022-08-05,xx600050_convert,3.43,3.44,3.3,3.39,-0.0145,keep,0,1000000,1000000.0,32018,0.0,0.0,
2022-08-12,xx600050_convert,3.39,3.61,3.38,3.59,0.059,keep,0,1000000,1000000.0,11034,0.0,0.0,
2022-08-19,xx600050_convert,3.58,3.61,3.5,3.58,-0.0028,keep,0,1000000,1000000.0,56043,0.0,0.0,
2022-08-26,xx600050_convert,3.57,3.64,3.5,3.53,-0.014,keep,0,1000000,1000000.0,35891,0.0,0.0,
2022-09-02,xx600050_convert,3.5,3.58,3.49,3.53,0.0,keep,0,1000000,1000000.0,92106,0.0,0.0,
2022-09-09,xx600050_convert,3.53,3.64,3.51,3.6,0.0198,keep,0,1000000,1000000.0,73334,0.0,0.0,
2022-09-16,xx600050_convert,3.6,3.62,3.47,3.48,-0.0333,keep,0,1000000,1000000.0,50893,0.0,0.0,
2022-09-23,xx600050_convert,3.47,3.5,3.38,3.48,0.0,keep,0,1000000,1000000.0,57209,0.0,0.0,
2022-09-30,xx600050_convert,3.47,3.48,3.32,3.35,-0.0374,keep,0,1000000,1000000.0,43964,0.0,0.0,
2022-10-14,xx600050_convert,3.36,3.46,3.35,3.43,0.0239,keep,0,1000000,1000000.0,48588,0.0,0.0,
2022-10-21,xx600050_convert,3.42,3.45,3.37,3.44,0.0029,keep,0,1000000,1000000.0,34052,0.0,0.0,
2022-10-28,xx600050_convert,3.44,3.47,3.33,3.34,-0.0291,keep,0,1000000,1000000.0,46719,0.0,0.0,
2022-11-04,xx600050_convert,3.34,3.99,3.32,3.65,0.0928,keep,0,1000000,1000000.0,30816,0.0,0.0,
2022-11-11,xx600050_convert,3.61,3.62,3.41,3.47,-0.0301,keep,0,1000000,1000000.0,58744,0.0,0.0,
2022-11-18,xx600050_convert,3.46,3.85,3.44,3.78,0.0893,keep,0,1000000,1000000.0,75939,0.0,0.0,
2022-11-25,xx600050_convert,3.77,4.19,3.68,4.17,0.1032,keep,0,1000000,1000000.0,24615,0.0,0.0,
2022-12-02,xx600050_convert,4.06,4.85,4.01,4.74,0.1367,keep,0,1000000,1000000.0,16783,0.0,0.0,
2022-12-09,xx600050_convert,4.8,5.25,4.78,4.95,0.0443,keep,0,1000000,1000000.0,21939,0.0,0.0,
2022-12-16,xx600050_convert,4.91,5.22,4.68,4.84,-0.0222,keep,0,1000000,1000000.0,10229,0.0,0.0,
2022-12-23,xx600050_convert,4.76,4.81,4.46,4.8,-0.0083,keep,0,1000000,1000000.0,32914,0.0,0.0,
2022-12-30,xx600050_convert,4.74,4.94,4.46,4.48,-0.0667,keep,0,1000000,1000000.0,80446,0.0,0.0,
2023-01-06,xx600050_convert,4.48,5.22,4.48,4.99,0.1138,keep,0,1000000,1000000.0,16807,0.0,0.0,
2023-01-13,xx600050_convert,4.98,5.14,4.88,5.06,0.014,keep,0,1000000,1000000.0,53085,0.0,0.0,
2023-01-20,xx600050_convert,5.06,5.62,4.91,5.53,0.0929,keep,0,1000000,1000000.0,93222,0.0,0.0,
2023-02-03,xx600050_convert,5.54,5.6,5.1,5.24,-0.0524,keep,0,1000000,1000000.0,46931,0.0,0.0,
2023-02-10,xx600050_convert,5.18,5.2,4.81,4.98,-0.0496,keep,0,1000000,1000000.0,73019,0.0,0.0,
2023-02-17,xx600050_convert,4.95,5.49,4.92,4.92,-0.012,keep,0,1000000,1000000.0,97973,0.0,0.0,
2023-02-24,xx600050_convert,4.94,5.47,4.92,5.16,0.0488,keep,0,1000000,1000000.0,34852,0.0,0.0,
2023-03-03,xx600050_convert,5.13,6.24,5.03,6.07,0.1764,keep,0,1000000,1000000.0,17232,0.0,0.0,
2023-03-10,xx600050_convert,6.1,6.29,5.72,5.74,-0.0544,keep,0,1000000,1000000.0,29761,0.0,0.0,
2023-03-17,xx600050_convert,5.7,6.45,5.7,6.15,0.0714,keep,0,1000000,1000000.0,62674,0.0,0.0,
2023-03-24,xx600050_convert,6.12,6.16,5.42,5.5,-0.1057,keep,0,1000000,1000000.0,33740,0.0,0.0,
2023-03-31,xx600050_convert,5.48,5.6,5.21,5.42,-0.0145,keep,0,1000000,1000000.0,72762,0.0,0.0,
2023-04-07,xx600050_convert,5.38,5.84,5.31,5.56,0.0258,buy,0,1000000,1000000.0,96806,0.0,0.0,
2023-04-14,xx600050_convert,5.57,5.95,5.39,5.8,0.0432,keep,35800,800186.06,1007826.06,25077,207640.0,0.206,49.94
2023-04-21,xx600050_convert,5.75,6.13,5.5,5.51,-0.05,keep,35800,800186.06,997444.06,44644,197258.0,0.1978,
2023-04-28,xx600050_convert,5.51,5.58,5.26,5.44,-0.0127,keep,35800,800186.06,994938.06,45957,194752.0,0.1957,
2023-05-05,xx600050_convert,5.4,5.67,5.33,5.49,0.0092,keep,35800,800186.06,996728.06,21917,196542.0,0.1972,
2023-05-12,xx600050_convert,5.48,5.73,5.23,5.26,-0.0419,buy,35800,800186.06,988494.06,63745,188308.0,0.1905,
2023-05-19,xx600050_convert,5.25,5.26,4.94,4.99,-0.0513,keep,66200,640242.0800000001,970580.0800000001,19002,330338.0,0.3404,39.98
2023-05-26,xx600050_convert,5.0,5.03,4.65,4.77,-0.0441,keep,66200,640242.0800000001,956016.0800000001,87134,315774.0,0.3303,
2023-06-02,xx600050_convert,4.8,5.12,4.77,5.05,0.0587,keep,66200,640242.0800000001,974552.0800000001,26219,334310.0,0.343,
2023-06-09,xx600050_convert,5.04,5.31,5.01,5.31,0.0515,,66200,640242.0800000001,991764.0800000001,52269,351522.0,0.3544,
