date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx300760_convert,376.8,377.8,325.0,327.99,-0.1387,,,,,10591,,,,
2022-01-14,xx300760_convert,330.0,343.32,312.6,337.8,0.0299,,,,,45743,,,,
2022-01-21,xx300760_convert,337.0,358.3,332.0,342.22,0.0131,,,,,28020,,,,
2022-01-28,xx300760_convert,337.0,345.6,321.96,323.28,-0.0553,,,,,47989,,,,
2022-02-11,xx300760_convert,332.88,341.0,295.61,296.5,-0.0828,,,,,47414,,,,
2022-02-18,xx300760_convert,294.43,322.99,290.8,319.0,0.0759,,,,,63979,,,,
2022-02-25,xx300760_convert,320.47,333.0,308.45,325.91,0.0217,,,,,88944,,,,
2022-03-04,xx300760_convert,323.1,331.95,310.8,313.26,-0.0388,,,,,79232,,,,
2022-03-11,xx300760_convert,310.1,312.84,277.3,306.7,-0.0209,,,,,51609,,,,
2022-03-18,xx300760_convert,310.3,326.32,288.0,317.12,0.034,,,,,24883,,,,
2022-03-25,xx300760_convert,320.68,320.9,299.98,300.0,-0.054,keep,0,1000000,1000000,30767,0.0,0.0,,
2022-04-01,xx300760_convert,297.5,312.0,286.0,305.96,0.0199,keep,0,1000000,1000000.0,46883,0.0,0.0,,
2022-04-08,xx300760_convert,304.1,313.23,296.64,307.99,0.0066,keep,0,1000000,1000000.0,33157,0.0,0.0,,
2022-04-15,xx300760_convert,307.08,345.5,302.05,340.8,0.1065,buy,0,1000000,1000000.0,25506,0.0,0.0,,
2022-04-22,xx300760_convert,338.0,341.93,288.02,302.0,-0.1138,sell,500,830952.75,981952.75,93167,151000.0,0.1538,42.25,
2022-04-29,xx300760_convert,296.64,326.77,295.18,312.5,0.0348,keep,400,860578.6699999999,985578.6699999999,53196,125000.0,0.1268,7.42,29.66
2022-05-06,xx300760_convert,319.84,323.8,304.29,306.0,-0.0208,keep,400,860578.6699999999,982978.6699999999,48248,122400.0,0.1245,,
2022-05-13,xx300760_convert,309.9,315.34,294.22,305.5,-0.0016,keep,400,860578.6699999999,982778.6699999999,15239,122200.0,0.1243,,
2022-05-20,xx300760_convert,307.5,309.96,295.0,304.55,0.0086,keep,404,860578.6699999999,983616.8699999999,84931,123038.2,0.1251,,
2022-05-27,xx300760_convert,307.0,307.0,280.0,294.93,-0.0316,keep,404,860578.6699999999,979730.3899999999,47204,119151.72,0.1216,,
2022-06-02,xx300760_convert,295.0,305.68,288.31,298.0,0.0104,keep,404,860578.6699999999,980970.6699999999,87011,120392.0,0.1227,,
2022-06-10,xx300760_convert,298.02,317.9,292.58,306.55,0.0287,keep,404,860578.6699999999,984424.8699999999,21049,123846.2,0.1258,,
2022-06-17,xx300760_convert,301.75,309.61,292.35,307.59,0.0034,keep,404,860578.6699999999,984845.0299999999,60035,124266.36,0.1262,,
2022-06-24,xx300760_convert,307.81,321.54,306.3,319.3,0.0381,keep,404,860578.6699999999,989575.8699999999,52492,128997.2,0.1304,,
2022-07-01,xx300760_convert,322.2,327.68,305.66,312.04,-0.0227,keep,404,860578.6699999999,986642.83,10103,126064.16,0.1278,,
2022-07-08,xx300760_convert,312.04,346.5,311.5,316.66,0.0148,keep,404,860578.6699999999,988509.3099999999,81414,127930.64,0.1294,,
2022-07-15,xx300760_convert,319.08,327.7,310.0,317.05,0.0012,keep,404,860578.6699999999,988666.8699999999,97810,128088.2,0.1296,,
2022-07-22,xx300760_convert,317.05,317.95,295.02,303.29,-0.0434,keep,404,860578.6699999999,983107.83,10029,122529.16,0.1246,,
2022-07-29,xx300760_convert,303.28,309.91,288.07,289.5,-0.0455,keep,404,860578.6699999999,977536.6699999999,45587,116958.0,0.1196,,
2022-08-05,xx300760_convert,290.43,300.29,285.1,299.17,0.0334,keep,404,860578.6699999999,981443.35,84833,120864.68,0.1231,,
2022-08-12,xx300760_convert,297.81,307.8,293.63,306.15,0.0233,keep,404,860578.6699999999,984263.2699999999,68936,123684.6,0.1257,,
2022-08-19,xx300760_convert,306.05,307.97,288.15,289.5,-0.0544,keep,404,860578.6699999999,977536.6699999999,63709,116958.0,0.1196,,
2022-08-26,xx300760_convert,293.8,305.0,288.5,295.07,0.0192,keep,404,860578.6699999999,979786.95,95434,119208.28,0.1217,,
2022-09-02,xx300760_convert,290.5,300.9,285.57,296.0,0.0032,keep,404,860578.6699999999,980162.6699999999,39050,119584.0,0.122,,
2022-09-09,xx300760_convert,300.9,302.96,288.58,299.46,0.0117,keep,404,860578.6699999999,981560.5099999999,93876,120981.84,0.1233,,
2022-09-16,xx300760_convert,300.0,311.28,297.21,298.3,-0.0039,keep,404,860578.6699999999,981091.8699999999,87039,120513.2,0.1228,,
2022-09-23,xx300760_convert,298.28,300.5,254.79,255.89,-0.1422,keep,404,860578.6699999999,963958.23,13950,103379.56,0.1072,,
2022-09-30,xx300760_convert,255.3,301.88,253.37,299.0,0.1685,keep,404,860578.6699999999,981374.6699999999,55203,120796.0,0.1231,,
2022-10-14,xx300760_convert,301.0,349.0,295.1,340.17,0.1377,keep,404,860578.6699999999,998007.3499999999,40509,137428.68,0.1377,,
2022-10-21,xx300760_convert,340.0,347.0,324.7,331.55,-0.0253,keep,404,860578.6699999999,994524.8699999999,52615,133946.2,0.1347,,
2022-10-28,xx300760_convert,326.9,334.0,308.1,322.51,-0.0273,keep,404,860578.6699999999,990872.71,86611,130294.04,0.1315,,
2022-11-04,xx300760_convert,317.67,332.98,314.0,318.85,-0.0113,keep,404,860578.6699999999,989394.07,46580,128815.4,0.1302,,
2022-11-11,xx300760_convert,316.84,321.99,299.76,302.31,-0.0519,keep,404,860578.6699999999,982711.9099999999,58211,122133.24,0.1243,,
2022-11-18,xx300760_convert,308.36,343.0,308.04,326.52,0.0801,keep,404,860578.6699999999,992492.7499999999,48137,131914.08,0.1329,,
2022-11-25,xx300760_convert,321.01,330.2,312.8,329.01,0.0076,keep,404,860578.6699999999,993498.71,53238,132920.04,0.1338,,
2022-12-02,xx300760_convert,323.79,338.25,318.08,328.0,-0.0031,keep,404,860578.6699999999,993090.6699999999,76234,132512.0,0.1334,,
2022-12-09,xx300760_convert,331.0,334.66,303.36,311.44,-0.0505,keep,404,860578.6699999999,986400.4299999999,68087,125821.76,0.1276,,
2022-12-16,xx300760_convert,312.0,318.0,304.51,310.76,-0.0022,keep,404,860578.6699999999,986125.71,46788,125547.04,0.1273,,
