date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx601888_convert,221.68,222.47,206.9,207.78,-0.053,,,,,23917,,,,
2022-01-14,xx601888_convert,204.0,213.79,194.28,200.49,-0.0351,,,,,18440,,,,
2022-01-21,xx601888_convert,190.0,203.0,185.12,200.66,0.0008,,,,,43845,,,,
2022-01-28,xx601888_convert,204.0,214.48,201.62,206.56,0.0294,,,,,32319,,,,
2022-02-11,xx601888_convert,214.6,230.5,204.96,225.43,0.0914,,,,,12494,,,,
2022-02-18,xx601888_convert,229.88,231.88,218.01,221.35,-0.0181,,,,,58760,,,,
2022-02-25,xx601888_convert,219.0,220.0,201.6,210.12,-0.0507,,,,,39315,,,,
2022-03-04,xx601888_convert,208.0,210.1,194.0,201.45,-0.0413,,,,,17524,,,,
2022-03-11,xx601888_convert,197.2,198.0,179.01,186.6,-0.0737,,,,,16756,,,,
2022-03-18,xx601888_convert,178.88,180.08,159.89,176.45,-0.0544,,,,,95827,,,,
2022-03-25,xx601888_convert,175.8,175.99,162.5,162.85,-0.0771,keep,0,1000000,1000000,37084,0.0,0.0,,
2022-04-01,xx601888_convert,157.82,177.3,155.73,174.26,0.0701,buy,0,1000000,1000000.0,91678,0.0,0.0,,
2022-04-08,xx601888_convert,168.2,168.6,160.81,164.48,-0.0561,sell,1100,814922.74,995850.74,65447,180928.0,0.1817,46.26,
2022-04-15,xx601888_convert,161.19,185.8,153.59,182.24,0.108,keep,880,850338.02,1010709.22,41957,160371.2,0.1587,8.86,35.46
2022-04-22,xx601888_convert,179.02,186.0,171.32,176.98,-0.0289,keep,880,850338.02,1006080.42,38603,155742.4,0.1548,,
2022-04-29,xx601888_convert,168.38,187.66,166.1,181.99,0.0283,keep,880,850338.02,1010489.22,49616,160151.2,0.1585,,
2022-05-06,xx601888_convert,179.0,182.8,161.88,163.69,-0.1006,keep,880,850338.02,994385.22,14651,144047.2,0.1449,,
2022-05-13,xx601888_convert,159.5,179.49,155.18,173.0,0.0569,keep,880,850338.02,1002578.02,24954,152240.0,0.1518,,
2022-05-20,xx601888_convert,174.55,178.0,165.32,175.75,0.0159,keep,880,850338.02,1004998.02,13937,154660.0,0.1539,,
2022-05-27,xx601888_convert,176.03,176.5,161.0,164.95,-0.0615,keep,880,850338.02,995494.02,57918,145156.0,0.1458,,
2022-06-02,xx601888_convert,169.89,179.8,166.3,175.39,0.0633,keep,880,850338.02,1004681.22,84467,154343.2,0.1536,,
2022-06-10,xx601888_convert,177.0,194.49,172.42,187.75,0.0705,keep,880,850338.02,1015558.02,86748,165220.0,0.1627,,
2022-06-17,xx601888_convert,183.0,191.89,175.01,190.39,0.0141,keep,880,850338.02,1017881.22,75252,167543.2,0.1646,,
2022-06-24,xx601888_convert,190.9,204.23,190.9,201.12,0.0564,keep,880,850338.02,1027323.62,72008,176985.6,0.1723,,
2022-07-01,xx601888_convert,211.0,237.8,210.0,225.11,0.1193,keep,880,850338.02,1048434.8200000001,12055,198096.8,0.1889,,
2022-07-08,xx601888_convert,219.8,229.2,204.5,211.97,-0.0584,keep,880,850338.02,1036871.62,75079,186533.6,0.1799,,
2022-07-15,xx601888_convert,206.5,212.89,200.87,204.36,-0.0289,keep,886,850338.02,1031400.98,89686,181062.96,0.1756,,
2022-07-22,xx601888_convert,206.0,216.51,201.02,214.62,0.0502,keep,886,850338.02,1040491.3400000001,54171,190153.32,0.1828,,
2022-07-29,xx601888_convert,214.6,226.66,209.18,209.9,-0.022,keep,886,850338.02,1036309.42,78971,185971.4,0.1795,,
2022-08-05,xx601888_convert,208.0,213.5,193.08,198.9,-0.0524,keep,886,850338.02,1026563.42,83725,176225.4,0.1717,,
2022-08-12,xx601888_convert,186.0,202.49,184.0,195.66,-0.0163,keep,886,850338.02,1023692.78,83263,173354.76,0.1693,,
2022-08-19,xx601888_convert,194.01,196.49,187.0,188.0,-0.0391,keep,886,850338.02,1016906.02,42021,166568.0,0.1638,,
2022-08-26,xx601888_convert,187.0,201.18,186.66,192.41,0.0235,keep,886,850338.02,1020813.28,35136,170475.26,0.167,,
2022-09-02,xx601888_convert,189.69,197.77,179.46,180.31,-0.0629,keep,886,850338.02,1010092.68,17801,159754.66,0.1582,,
2022-09-09,xx601888_convert,179.0,191.6,175.2,191.09,0.0598,keep,886,850338.02,1019643.76,21506,169305.74,0.166,,
2022-09-16,xx601888_convert,194.99,195.0,188.0,188.51,-0.0135,keep,886,850338.02,1017357.88,63890,167019.86,0.1642,,
2022-09-23,xx601888_convert,190.0,195.55,181.05,185.41,-0.0164,keep,886,850338.02,1014611.28,74728,164273.26,0.1619,,
2022-09-30,xx601888_convert,185.33,204.45,185.3,198.25,0.0693,keep,886,850338.02,1025987.52,71635,175649.5,0.1712,,
2022-10-14,xx601888_convert,197.2,197.65,174.44,185.46,-0.0645,keep,886,850338.02,1014655.5800000001,63034,164317.56,0.1619,,
2022-10-21,xx601888_convert,184.96,192.5,174.15,175.57,-0.0533,keep,886,850338.02,1005893.04,91673,155555.02,0.1546,,
2022-10-28,xx601888_convert,174.05,178.0,165.03,167.45,-0.0462,keep,886,850338.02,998698.72,16613,148360.7,0.1486,,
2022-11-04,xx601888_convert,164.1,199.0,156.51,197.09,0.177,keep,886,850338.02,1024959.76,59949,174621.74,0.1704,,
2022-11-11,xx601888_convert,192.0,201.51,184.1,195.88,-0.0061,keep,886,850338.02,1023887.7,85919,173549.68,0.1695,,
2022-11-18,xx601888_convert,195.88,200.87,186.13,190.8,-0.0259,keep,886,850338.02,1019386.8200000001,43513,169048.8,0.1658,,
2022-11-25,xx601888_convert,186.5,186.99,177.01,178.66,-0.0636,keep,886,850338.02,1008630.78,95813,158292.76,0.1569,,
2022-12-02,xx601888_convert,173.98,213.2,172.11,199.4,0.1161,keep,886,850338.02,1027006.42,36018,176668.4,0.172,,
2022-12-09,xx601888_convert,205.0,218.25,201.77,213.23,0.0694,keep,886,850338.02,1039259.8,37504,188921.78,0.1818,,
2022-12-16,xx601888_convert,211.0,224.02,210.57,221.7,0.0397,keep,886,850338.02,1046764.22,67340,196426.2,0.1877,,
2022-12-23,xx601888_convert,220.06,226.78,212.3,223.33,0.0074,keep,886,850338.02,1048208.4,98899,197870.38,0.1888,,
2022-12-30,xx601888_convert,225.48,229.55,213.05,216.03,-0.0327,keep,886,850338.02,1041740.6,14823,191402.58,0.1837,,
