date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx002027_convert,8.16,8.75,8.11,8.44,0.0305,,,,,61053,,,,
2022-01-14,xx002027_convert,8.44,8.6,7.84,7.88,-0.0664,,,,,72825,,,,
2022-01-21,xx002027_convert,7.93,8.25,7.71,8.0,0.0152,,,,,26568,,,,
2022-01-28,xx002027_convert,7.96,8.28,7.54,7.62,-0.0475,,,,,88834,,,,
2022-02-11,xx002027_convert,7.77,8.49,7.52,8.09,0.0617,,,,,70838,,,,
2022-02-18,xx002027_convert,8.12,8.25,7.94,8.1,0.0012,,,,,77372,,,,
2022-02-25,xx002027_convert,8.07,8.13,7.62,7.78,-0.0395,,,,,99670,,,,
2022-03-04,xx002027_convert,7.78,7.81,7.16,7.19,-0.0758,,,,,71028,,,,
2022-03-11,xx002027_convert,7.14,7.25,6.61,6.79,-0.0556,,,,,24024,,,,
2022-03-18,xx002027_convert,6.68,6.72,5.66,6.34,-0.0663,,,,,42318,,,,
2022-03-25,xx002027_convert,6.4,6.42,5.98,6.04,-0.0473,keep,0,1000000,1000000,50397,0.0,0.0,,
2022-04-01,xx002027_convert,5.97,6.27,5.89,6.22,0.0298,keep,0,1000000,1000000.0,91308,0.0,0.0,,
2022-04-08,xx002027_convert,6.2,6.28,5.85,5.96,-0.0418,keep,0,1000000,1000000.0,31327,0.0,0.0,,
2022-04-15,xx002027_convert,5.96,5.99,5.66,5.89,-0.0117,keep,0,1000000,1000000.0,41955,0.0,0.0,,
2022-04-22,xx002027_convert,5.85,5.88,5.33,5.59,-0.0509,keep,0,1000000,1000000.0,41324,0.0,0.0,,
2022-04-29,xx002027_convert,5.45,5.83,4.95,5.83,0.0429,buy,0,1000000,1000000.0,62641,0.0,0.0,,
2022-05-06,xx002027_convert,5.8,5.94,5.59,5.71,-0.0206,sell,34400,800086.03,996510.03,25119,196424.0,0.1971,49.97,
2022-05-13,xx002027_convert,5.68,6.1,5.53,5.65,-0.0105,keep,27520,839046.87,994534.87,86526,155488.0,0.1563,9.75,39.01
2022-05-20,xx002027_convert,5.71,5.97,5.57,5.93,0.0496,keep,27520,839046.87,1002240.47,77790,163193.6,0.1628,,
2022-05-27,xx002027_convert,5.91,5.98,5.46,5.77,-0.027,keep,27520,839046.87,997837.27,83070,158790.4,0.1591,,
2022-06-02,xx002027_convert,5.85,6.51,5.85,6.37,0.104,keep,27520,839046.87,1014349.27,34523,175302.4,0.1728,,
2022-06-10,xx002027_convert,6.37,6.73,6.26,6.4,0.0047,keep,27520,839046.87,1015174.87,55958,176128.0,0.1735,,
2022-06-17,xx002027_convert,6.36,6.54,6.08,6.38,-0.0031,keep,27520,839046.87,1014624.47,53550,175577.6,0.173,,
2022-06-24,xx002027_convert,6.4,6.64,6.18,6.35,-0.0047,keep,27520,839046.87,1013798.87,60467,174752.0,0.1724,,
2022-07-01,xx002027_convert,6.39,6.91,6.31,6.62,0.0425,keep,27520,839046.87,1021229.27,39722,182182.4,0.1784,,
2022-07-08,xx002027_convert,6.61,6.92,6.44,6.64,0.003,keep,27520,839046.87,1021779.6699999999,28775,182732.8,0.1788,,
2022-07-15,xx002027_convert,6.65,6.65,6.1,6.19,-0.0678,keep,27520,839046.87,1009395.67,66906,170348.8,0.1688,,
2022-07-22,xx002027_convert,6.19,6.43,6.02,6.11,-0.0129,keep,27520,839046.87,1007194.0700000001,29065,168147.2,0.1669,,
2022-07-29,xx002027_convert,6.11,6.2,5.87,5.91,-0.0327,keep,27520,839046.87,1001690.0700000001,19177,162643.2,0.1624,,
2022-08-05,xx002027_convert,5.9,5.99,5.6,5.89,0.0191,keep,28140,839046.87,1004791.47,28865,165744.6,0.165,,
2022-08-12,xx002027_convert,5.88,6.01,5.64,5.93,0.0068,keep,28140,839046.87,1005917.07,65898,166870.2,0.1659,,
2022-08-19,xx002027_convert,5.9,6.08,5.73,5.93,0.0,keep,28140,839046.87,1005917.07,53928,166870.2,0.1659,,
2022-08-26,xx002027_convert,5.93,6.06,5.73,5.94,0.0017,keep,28140,839046.87,1006198.47,71540,167151.6,0.1661,,
2022-09-02,xx002027_convert,5.88,6.13,5.8,5.86,-0.0135,keep,28140,839046.87,1003947.27,64256,164900.4,0.1643,,
2022-09-09,xx002027_convert,5.87,5.88,5.5,5.63,-0.0392,keep,28140,839046.87,997475.07,84250,158428.2,0.1588,,
2022-09-16,xx002027_convert,5.65,5.79,5.37,5.38,-0.0444,keep,28140,839046.87,990440.07,79432,151393.2,0.1529,,
2022-09-23,xx002027_convert,5.39,5.48,5.03,5.14,-0.0446,keep,28140,839046.87,983686.47,10397,144639.6,0.147,,
2022-09-30,xx002027_convert,5.1,5.6,5.07,5.52,0.0739,keep,28140,839046.87,994379.6699999999,80373,155332.8,0.1562,,
2022-10-14,xx002027_convert,5.52,5.64,5.25,5.63,0.0199,keep,28140,839046.87,997475.07,25066,158428.2,0.1588,,
2022-10-21,xx002027_convert,5.63,5.75,5.35,5.38,-0.0444,keep,28140,839046.87,990440.07,90747,151393.2,0.1529,,
2022-10-28,xx002027_convert,5.34,5.41,4.6,4.69,-0.1283,keep,28140,839046.87,971023.47,65374,131976.6,0.1359,,
2022-11-04,xx002027_convert,4.51,5.43,4.24,5.26,0.1215,keep,28140,839046.87,987063.27,29054,148016.4,0.15,,
