date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx002371_convert,345.9,348.56,290.44,293.35,-0.1547,,,,,73895,,,,
2022-01-14,xx002371_convert,292.11,300.0,274.92,288.71,-0.0158,,,,,75230,,,,
2022-01-21,xx002371_convert,296.0,325.01,292.18,294.29,0.0193,,,,,32382,,,,
2022-01-28,xx002371_convert,291.37,314.9,282.8,283.0,-0.0384,,,,,19533,,,,
2022-02-11,xx002371_convert,290.83,298.29,248.98,249.19,-0.1195,,,,,70939,,,,
2022-02-18,xx002371_convert,244.99,276.24,238.12,269.0,0.0795,,,,,26419,,,,
2022-02-25,xx002371_convert,269.0,309.0,255.51,301.55,0.121,,,,,45163,,,,
2022-03-04,xx002371_convert,301.58,309.1,278.24,292.05,-0.0315,,,,,84639,,,,
2022-03-11,xx002371_convert,287.11,316.0,272.94,300.3,0.0282,,,,,88714,,,,
2022-03-18,xx002371_convert,292.98,334.05,283.56,309.99,0.0323,,,,,26840,,,,
2022-03-25,xx002371_convert,310.0,316.11,286.0,286.0,-0.0774,keep,0,1000000,1000000,25653,0.0,0.0,,
2022-04-01,xx002371_convert,279.6,291.0,269.32,275.4,-0.0371,keep,0,1000000,1000000.0,50250,0.0,0.0,,
2022-04-08,xx002371_convert,275.21,275.75,254.26,262.0,-0.0487,keep,0,1000000,1000000.0,64202,0.0,0.0,,
2022-04-15,xx002371_convert,258.5,265.98,238.0,261.38,-0.0024,keep,0,1000000,1000000.0,11348,0.0,0.0,,
2022-04-22,xx002371_convert,260.0,274.15,246.0,254.5,-0.0263,keep,0,1000000,1000000.0,41258,0.0,0.0,,
2022-04-29,xx002371_convert,245.04,248.99,218.0,239.0,-0.0609,keep,0,1000000,1000000.0,51291,0.0,0.0,,
2022-05-06,xx002371_convert,236.0,240.16,220.82,222.0,-0.0711,keep,0,1000000,1000000.0,98146,0.0,0.0,,
2022-05-13,xx002371_convert,219.0,251.9,206.0,248.8,0.1207,keep,0,1000000,1000000.0,21470,0.0,0.0,,
2022-05-20,xx002371_convert,248.82,272.0,241.1,263.1,0.0575,keep,0,1000000,1000000.0,69233,0.0,0.0,,
2022-05-27,xx002371_convert,263.0,273.88,249.03,256.2,-0.0262,keep,0,1000000,1000000.0,10160,0.0,0.0,,
2022-06-02,xx002371_convert,257.3,296.19,252.6,288.71,0.1269,buy,0,1000000,1000000.0,80592,0.0,0.0,,
2022-06-10,xx002371_convert,285.8,293.22,260.22,272.01,-0.0578,sell,600,828471.13,991677.13,43006,163206.0,0.1646,42.87,
2022-06-17,xx002371_convert,267.27,269.47,238.55,256.61,-0.0566,sell,480,860502.24,983675.04,29380,123172.8,0.1252,8.02,32.07
2022-06-24,xx002371_convert,258.0,272.95,252.1,268.4,0.0459,sell,384,885238.3200000001,988303.92,22376,103065.6,0.1043,6.19,24.77
2022-07-01,xx002371_convert,270.0,288.69,263.4,282.08,0.051,sell,308,905731.91,992612.55,22220,86880.64,0.0875,5.13,20.52
2022-07-08,xx002371_convert,277.0,310.0,258.48,305.0,0.0813,keep,247,922606.4,997941.4,39509,75335.0,0.0755,5.0,16.9
2022-07-15,xx002371_convert,302.9,309.44,274.86,280.8,-0.0787,keep,247,922606.4,991964.0,26243,69357.6,0.0699,,
2022-07-22,xx002371_convert,283.01,290.75,260.0,273.4,-0.0264,keep,247,922606.4,990136.2,81781,67529.8,0.0682,,
2022-07-29,xx002371_convert,270.21,274.94,253.2,253.58,-0.0725,keep,247,922606.4,985240.66,59667,62634.26,0.0636,,
2022-08-05,xx002371_convert,249.97,317.46,241.8,317.46,0.2519,keep,247,922606.4,1001019.02,55233,78412.62,0.0783,,
2022-08-12,xx002371_convert,327.0,339.0,304.82,326.1,0.0272,keep,247,922606.4,1003153.1000000001,61669,80546.7,0.0803,,
2022-08-19,xx002371_convert,328.79,336.78,305.0,306.62,-0.0597,keep,247,922606.4,998341.54,53657,75735.14,0.0759,,
2022-08-26,xx002371_convert,307.0,311.8,282.44,282.54,-0.0785,keep,247,922606.4,992393.78,29068,69787.38,0.0703,,
2022-09-02,xx002371_convert,278.0,295.0,276.88,285.55,0.0107,keep,247,922606.4,993137.25,99264,70530.85,0.071,,
