date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission
2014-01-30,xx300142,39.28,47.3,35.99,45.19,0.16,,,,,,,
2014-02-28,xx300142,45.0,57.13,44.0,53.26,0.18,,,,,,,
2014-03-31,xx300142,53.0,56.0,44.14,45.7,-0.14,,,,,,,
2014-04-30,xx300142,45.55,48.4,41.8,42.96,-0.06,,,,,,,
2014-05-30,xx300142,42.81,44.8,33.1,34.7,0.05,,,,,,,
2014-06-30,xx300142,34.44,36.55,33.0,34.73,0.0,,,,,,,
2014-07-29,xx300142,34.55,37.5,30.32,32.2,-0.07,,,,,,,
2014-08-29,xx300142,35.3,40.16,34.68,39.68,0.23,,,,,,,
2014-09-10,xx300142,39.68,43.1,39.32,42.8,0.08,,,,,,,
2014-10-31,xx300142,45.0,48.82,41.5,42.0,-0.02,,,,,,,
2014-11-28,xx300142,41.61,43.9,38.5,43.1,0.03,keep,0,1000000,0.0,0.0,1000000.0,
2014-12-31,xx300142,42.99,47.88,37.51,40.37,-0.06,buy,0,1000000.0,0.0,0.0,1000000.0,
2015-01-30,xx300142,39.94,43.87,37.5,42.08,0.04,keep,5000,1010600.06,210400.0,0.21,800200.06,49.94
2015-02-27,xx300142,41.95,43.87,38.9,42.25,0.0,keep,5000,1011450.06,211250.0,0.21,800200.06,
2015-03-31,xx300142,42.24,53.96,42.18,50.61,0.2,keep,5000,1053250.06,253050.0,0.24,800200.06,
2015-04-30,xx300142,50.5,62.98,27.7,28.32,0.12,keep,10008,1083626.62,283426.56,0.26,800200.06,
2015-05-29,xx300142,28.32,36.99,25.95,34.7,0.23,keep,10008,1147477.6600000001,347277.6,0.3,800200.06,
2015-06-12,xx300142,36.5,49.25,35.0,48.7,0.4,keep,10008,1287589.6600000001,487389.6,0.38,800200.06,
2015-11-30,xx300142,14.61,16.49,12.8,14.52,-0.11,keep,30028,1236206.62,436006.56,0.35,800200.06,
2015-12-31,xx300142,14.51,14.51,12.0,13.18,-0.09,,30028,1195969.1,395769.04,0.33,800200.06,
