date,code,open,high,low,close,change,decision,hold_num,cash,equity,stock_value,actual_pos,commission,tax
2022-01-07,xx002648_convert,40.13,43.18,39.32,42.68,0.0662,,,,,,,,
2022-01-14,xx002648_convert,43.0,45.58,41.78,42.26,-0.0098,,,,,,,,
2022-01-21,xx002648_convert,42.69,44.68,41.0,43.23,0.023,,,,,,,,
2022-01-28,xx002648_convert,43.12,44.98,41.5,42.0,-0.0285,,,,,,,,
2022-02-11,xx002648_convert,42.66,46.84,41.7,46.2,0.1,,,,,,,,
2022-02-18,xx002648_convert,46.22,47.39,44.66,46.35,0.0032,,,,,,,,
2022-02-25,xx002648_convert,46.35,46.36,43.2,45.3,-0.0227,,,,,,,,
2022-03-04,xx002648_convert,45.26,45.44,40.61,42.67,-0.0581,,,,,,,,
2022-03-11,xx002648_convert,42.45,44.2,40.6,42.72,0.0012,,,,,,,,
2022-03-18,xx002648_convert,42.12,42.62,38.4,41.53,-0.0279,,,,,,,,
2022-03-25,xx002648_convert,41.68,43.89,41.2,41.79,0.0063,keep,0,1000000,1000000,0.0,0.0,,
2022-04-01,xx002648_convert,41.51,41.51,38.8,40.4,-0.0333,keep,0,1000000,1000000.0,0.0,0.0,,
2022-04-08,xx002648_convert,40.34,40.99,38.3,40.39,-0.0002,keep,0,1000000,1000000.0,0.0,0.0,,
2022-04-15,xx002648_convert,40.65,42.08,39.5,39.86,-0.0131,keep,0,1000000,1000000.0,0.0,0.0,,
2022-04-22,xx002648_convert,39.94,40.8,35.75,36.0,-0.0968,buy,0,1000000,1000000.0,0.0,0.0,,
2022-04-29,xx002648_convert,35.3,36.22,32.1,36.04,0.0011,sell,5600,802214.57,1004038.57,201824.0,0.201,49.43,
2022-05-06,xx002648_convert,36.01,37.2,35.22,35.4,-0.0178,keep,4480,842484.17,1001076.17,158592.0,0.1584,10.08,40.32
2022-05-13,xx002648_convert,35.31,35.95,33.1,35.81,0.0116,keep,4480,842484.17,1002912.9700000001,160428.8,0.16,,
2022-05-20,xx002648_convert,35.9,37.86,35.61,37.57,0.0491,keep,4480,842484.17,1010797.77,168313.6,0.1665,,
2022-05-27,xx002648_convert,37.75,38.44,36.21,38.09,0.0138,sell,4480,842484.17,1013127.3700000001,170643.2,0.1684,,
2022-06-02,xx002648_convert,38.51,39.84,38.14,38.64,0.0144,keep,3584,876937.05,1015422.81,138485.76,0.1364,8.62,34.5
2022-06-10,xx002648_convert,27.5,28.2,26.65,27.32,-0.0018,sell,5059,876937.05,1015148.93,138211.88,0.1361,,
2022-06-17,xx002648_convert,27.25,29.88,26.75,27.52,0.0073,sell,4048,904442.27,1015843.23,111400.96,0.1097,6.88,27.54
2022-06-24,xx002648_convert,28.09,28.09,25.17,25.96,-0.0567,sell,3239,927130.59,1011215.03,84084.44,0.0832,5.68,22.72
2022-07-01,xx002648_convert,25.95,26.29,25.4,26.0,0.0015,keep,2592,943891.99,1011283.99,67392.0,0.0666,5.0,16.78
