date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2018-01-31,xxx94,134.71,143.05,131.82,133.5,-0.0,,,,,,
2018-02-28,xxx94,132.51,139.86,121.22,130.25,-0.02,,,,,,
2018-03-29,xxx94,130.39,140.25,125.31,134.43,0.03,,,,,,
2018-04-30,xxx94,135.28,141.1,126.37,133.63,-0.01,,,,,,
2018-05-31,xxx94,134.16,147.07,129.44,142.76,0.07,,,,,,
2018-06-29,xxx94,144.7,148.33,138.87,141.68,-0.01,,,,,,
2018-07-31,xxx94,140.96,151.5,136.66,149.89,0.06,,,,,,
2018-08-31,xxx94,149.27,153.72,147.0,150.62,0.0,,,,,,
2018-09-28,xxx94,149.81,165.63,149.71,162.83,0.08,,,,,,
2018-10-31,xxx94,164.41,164.98,135.81,146.22,-0.1,,,,,,
2018-11-30,xxx94,147.16,154.37,140.97,153.78,0.05,keep,0,1000000,0.0,0.0,1000000.0
2018-12-31,xxx94,157.0,159.63,128.08,138.23,-0.1,keep,0,1000000.0,0.0,0.0,1000000.0
2019-01-31,xxx94,135.65,162.0,132.17,159.07,0.15,keep,0,1000000.0,0.0,0.0,1000000.0
2019-02-28,xxx94,159.07,172.44,158.26,167.7,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2019-03-29,xxx94,169.28,170.11,159.5,167.2,-0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2019-04-30,xxx94,168.94,179.55,164.97,177.04,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2019-05-31,xxx94,177.01,180.02,164.39,166.78,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2019-06-28,xxx94,166.64,174.93,163.5,169.11,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2019-07-31,xxx94,171.1,180.3,163.8,179.95,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2019-08-30,xxx94,177.35,180.54,156.61,161.96,-0.1,keep,0,1000000.0,0.0,0.0,1000000.0
2019-09-30,xxx94,161.05,172.21,158.62,161.98,0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2019-10-31,xxx94,162.87,173.06,149.09,165.46,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2019-11-29,xxx94,167.2,180.0,166.69,175.99,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2019-12-31,xxx94,175.86,181.59,167.15,180.79,0.03,,0,1000000.0,0.0,0.0,1000000.0
