date,code,open,high,low,close,change,decision,hold_num,cash,equity,stock_value,actual_pos
2022-01-07,xx600570_convert,62.21,63.89,58.74,58.8,-0.0539,,,,,,
2022-01-14,xx600570_convert,58.7,59.86,57.5,57.63,-0.0199,,,,,,
2022-01-21,xx600570_convert,57.98,62.16,57.12,60.45,0.0489,,,,,,
2022-01-28,xx600570_convert,60.79,62.5,58.4,58.57,-0.0311,,,,,,
2022-02-11,xx600570_convert,59.33,59.8,53.45,53.69,-0.0833,,,,,,
2022-02-18,xx600570_convert,53.05,55.25,51.9,53.49,-0.0037,,,,,,
2022-02-25,xx600570_convert,53.5,54.0,50.0,52.27,-0.0228,,,,,,
2022-03-04,xx600570_convert,52.62,52.88,50.0,50.3,-0.0377,,,,,,
2022-03-11,xx600570_convert,50.17,50.49,45.28,47.43,-0.0571,,,,,,
2022-03-18,xx600570_convert,46.95,47.57,42.66,46.3,-0.0238,,,,,,
2022-03-25,xx600570_convert,46.64,47.39,45.66,45.72,-0.0125,keep,0,1000000,1000000,0.0,0.0
2022-04-01,xx600570_convert,45.0,46.8,42.89,43.02,-0.0591,keep,0,1000000,1000000.0,0.0,0.0
2022-04-08,xx600570_convert,43.05,43.75,41.17,41.49,-0.0356,keep,0,1000000,1000000.0,0.0,0.0
2022-04-15,xx600570_convert,41.34,41.45,38.1,38.3,-0.0769,keep,0,1000000,1000000.0,0.0,0.0
2022-04-22,xx600570_convert,38.2,39.07,34.88,35.48,-0.0736,keep,0,1000000,1000000.0,0.0,0.0
2022-04-29,xx600570_convert,34.79,38.08,31.85,38.08,0.0733,keep,0,1000000,1000000.0,0.0,0.0
2022-05-06,xx600570_convert,37.5,37.6,35.3,36.28,-0.0473,keep,0,1000000,1000000.0,0.0,0.0
2022-05-13,xx600570_convert,36.2,38.81,35.81,37.55,0.035,keep,0,1000000,1000000.0,0.0,0.0
2022-05-20,xx600570_convert,37.78,38.27,36.17,37.09,-0.0123,keep,0,1000000,1000000.0,0.0,0.0
2022-05-27,xx600570_convert,37.32,37.5,34.05,36.15,-0.0253,keep,0,1000000,1000000.0,0.0,0.0
2022-06-02,xx600570_convert,36.3,40.68,35.62,40.28,0.1142,keep,0,1000000,1000000.0,0.0,0.0
2022-06-10,xx600570_convert,40.2,44.24,39.9,42.9,0.065,keep,0,1000000,1000000.0,0.0,0.0
2022-06-17,xx600570_convert,42.45,46.3,40.34,42.78,-0.0028,keep,0,1000000,1000000.0,0.0,0.0
2022-06-24,xx600570_convert,42.88,45.65,42.23,45.25,0.0577,keep,0,1000000,1000000.0,0.0,0.0
2022-07-01,xx600570_convert,45.4,46.98,42.73,43.0,-0.0497,keep,0,1000000,1000000.0,0.0,0.0
2022-07-08,xx600570_convert,43.46,46.55,43.18,43.7,0.0163,keep,0,1000000,1000000.0,0.0,0.0
2022-07-15,xx600570_convert,43.4,43.56,38.26,38.71,-0.1142,keep,0,1000000,1000000.0,0.0,0.0
2022-07-22,xx600570_convert,38.71,42.0,38.7,41.17,0.0635,keep,0,1000000,1000000.0,0.0,0.0
