date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2022-01-31,xxx43,72.27,73.39,66.78,68.68,-0.05,,,,,,
2022-02-28,xxx43,68.79,68.8,59.18,60.4,-0.12,,,,,,
2022-03-31,xxx43,59.94,62.25,57.19,59.45,-0.02,,,,,,
2022-04-29,xxx43,59.44,64.28,58.58,59.34,-0.0,,,,,,
2022-05-31,xxx43,59.55,65.46,59.15,64.85,0.09,,,,,,
2022-06-30,xxx43,65.27,65.34,57.17,61.81,-0.05,,,,,,
2022-07-29,xxx43,61.47,63.2,59.51,59.75,-0.03,,,,,,
2022-08-31,xxx43,59.77,66.89,59.27,63.47,0.06,,,,,,
2022-09-30,xxx43,63.41,68.88,61.61,61.69,-0.03,,,,,,
2022-10-31,xxx43,62.4,79.61,61.45,78.46,0.27,,,,,,
2022-11-30,xxx43,78.26,88.2,77.16,87.83,0.12,keep,0,1000000,0.0,0.0,1000000.0
2022-12-30,xxx43,88.2,89.74,81.81,85.85,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2023-01-31,xxx43,85.08,88.29,82.11,83.94,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2023-02-28,xxx43,84.01,87.82,79.92,80.53,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2023-03-31,xxx43,80.34,83.14,76.53,82.97,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2023-04-28,xxx43,82.94,87.37,80.08,82.21,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2023-05-31,xxx43,82.47,82.55,76.01,76.94,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2023-06-30,xxx43,77.54,79.53,74.96,77.07,0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2023-07-31,xxx43,76.26,81.13,74.33,76.14,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2023-08-31,xxx43,76.09,81.43,75.1,76.48,0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2023-09-29,xxx43,77.22,77.73,73.25,74.94,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2023-10-31,xxx43,75.0,81.07,72.87,78.54,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2023-11-30,xxx43,79.0,82.59,73.99,76.6,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2023-12-20,xxx43,76.78,83.12,76.2,78.59,0.03,,0,1000000.0,0.0,0.0,1000000.0
