date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2022-01-31,xxx42,95.22,103.73,88.05,94.48,0.0,,,,,,
2022-02-28,xxx42,95.0,101.91,87.7,95.51,0.01,,,,,,
2022-03-31,xxx42,94.96,96.23,85.29,91.5,-0.04,,,,,,
2022-04-29,xxx42,92.1,93.78,74.35,74.55,-0.19,,,,,,
2022-05-31,xxx42,74.09,80.77,71.14,78.29,0.05,,,,,,
2022-06-30,xxx42,79.08,79.44,61.76,63.67,-0.19,,,,,,
2022-07-29,xxx42,63.49,74.9,59.93,73.91,0.16,,,,,,
2022-08-31,xxx42,73.3,81.3,72.69,73.44,-0.01,,,,,,
2022-09-30,xxx42,73.25,76.49,61.88,61.91,-0.16,,,,,,
2022-10-31,xxx42,62.76,78.86,62.15,77.81,0.26,,,,,,
2022-11-30,xxx42,78.56,88.38,76.57,85.97,0.1,keep,0,1000000,0.0,0.0,1000000.0
2022-12-30,xxx42,86.21,87.1,76.7,83.79,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2023-01-31,xxx42,84.05,85.09,66.75,80.48,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2023-02-28,xxx42,80.27,85.65,80.01,84.71,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2023-03-31,xxx42,84.66,95.67,83.38,95.6,0.13,keep,0,1000000.0,0.0,0.0,1000000.0
2023-04-28,xxx42,95.75,102.01,93.47,98.97,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2023-05-31,xxx42,99.49,105.94,97.41,101.53,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2023-06-30,xxx42,101.21,110.26,101.07,109.85,0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2023-07-31,xxx42,109.06,117.96,106.86,114.24,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2023-08-31,xxx42,113.69,115.85,110.02,114.46,0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2023-09-29,xxx42,115.02,117.67,109.75,110.55,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2023-10-31,xxx42,110.45,114.89,105.53,108.63,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2023-11-30,xxx42,108.3,121.84,105.83,121.8,0.12,keep,0,1000000.0,0.0,0.0,1000000.0
2023-12-20,xxx42,121.7,126.22,118.17,123.37,0.01,,0,1000000.0,0.0,0.0,1000000.0
