date,code,open,high,low,close,change,decision,hold_num,cash,equity,stock_value,actual_pos,commission,tax
2022-01-07,xx600547_convert,18.67,19.18,18.63,19.0,0.0096,,,,,,,,
2022-01-14,xx600547_convert,18.98,20.08,18.95,19.36,0.0189,,,,,,,,
2022-01-21,xx600547_convert,19.28,19.88,18.96,19.79,0.0222,,,,,,,,
2022-01-28,xx600547_convert,19.6,20.24,18.08,18.75,-0.0526,,,,,,,,
2022-02-11,xx600547_convert,18.81,19.55,18.71,18.97,0.0117,,,,,,,,
2022-02-18,xx600547_convert,19.49,20.55,19.29,19.91,0.0496,,,,,,,,
2022-02-25,xx600547_convert,19.95,21.84,19.75,20.76,0.0427,,,,,,,,
2022-03-04,xx600547_convert,20.7,21.34,20.15,20.23,-0.0255,,,,,,,,
2022-03-11,xx600547_convert,20.82,22.38,20.17,20.95,0.0356,,,,,,,,
2022-03-18,xx600547_convert,20.58,21.04,18.08,18.96,-0.095,,,,,,,,
2022-03-25,xx600547_convert,18.77,22.0,18.71,21.55,0.1366,buy,0,1000000,1000000,0.0,0.0,,
2022-04-01,xx600547_convert,21.52,22.2,21.18,21.58,0.0014,keep,9200,801874.48,1000410.48,198536.0,0.1985,49.52,
2022-04-08,xx600547_convert,21.46,23.35,21.39,23.15,0.0728,sell,9200,801874.48,1014854.48,212980.0,0.2099,,
2022-04-15,xx600547_convert,23.34,23.82,21.41,21.7,-0.0626,sell,7360,844748.0199999999,1004460.0199999999,159712.0,0.159,10.73,42.93
2022-04-22,xx600547_convert,22.0,22.14,19.68,20.21,-0.0687,sell,5888,877076.84,996073.32,118996.48,0.1195,8.09,32.37
2022-04-29,xx600547_convert,19.69,19.86,17.91,19.16,-0.052,buy,4711,900211.2499999999,990474.0099999999,90262.76,0.0911,5.79,23.16
2022-05-06,xx600547_convert,18.99,19.24,18.3,18.43,-0.0381,sell,14111,721566.5999999999,981632.3299999998,260065.73,0.2649,44.65,
2022-05-13,xx600547_convert,18.45,18.57,17.75,18.05,-0.0206,sell,11289,773539.2299999997,977305.6799999997,203766.45,0.2085,13.01,52.04
2022-05-20,xx600547_convert,18.04,18.15,17.39,18.12,0.0039,keep,9032,814182.0799999997,977841.9199999997,163659.84,0.1674,10.17,40.69
