date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission
2022-01-07,xxx62,65.75,67.96,65.08,67.55,0.02,,,,,,,
2022-01-14,xxx62,67.69,68.16,66.25,68.1,0.01,,,,,,,
2022-01-21,xxx62,67.26,69.47,66.65,68.36,0.0,,,,,,,
2022-01-28,xxx62,68.61,68.91,63.9,66.42,-0.03,,,,,,,
2022-02-04,xxx62,66.26,68.46,65.71,67.02,0.01,,,,,,,
2022-02-11,xxx62,67.29,68.59,66.55,66.7,-0.0,,,,,,,
2022-02-18,xxx62,66.94,67.02,65.13,66.0,-0.01,,,,,,,
2022-02-25,xxx62,66.55,66.98,63.22,66.76,0.01,,,,,,,
2022-03-04,xxx62,65.57,65.94,63.21,63.83,-0.04,,,,,,,
2022-03-11,xxx62,63.76,63.76,59.02,59.12,-0.07,,,,,,,
2022-03-18,xxx62,59.48,62.78,59.21,61.51,0.04,keep,0,1000000,0.0,0.0,1000000.0,
2022-03-25,xxx62,61.54,62.06,60.3,61.52,0.0,buy,0,1000000.0,0.0,0.0,1000000.0,
2022-04-01,xxx62,61.65,63.64,61.15,63.53,0.03,keep,3243,1006064.41,206027.79,0.2,800036.62,0.0
2022-04-08,xxx62,63.36,63.77,61.95,63.4,-0.0,keep,3243,1005642.82,205606.2,0.2,800036.62,
2022-04-14,xxx62,63.96,64.33,63.29,63.72,0.01,keep,3243,1006680.58,206643.96,0.21,800036.62,
2022-04-22,xxx62,63.62,66.35,63.25,65.06,0.02,sell,3243,1011026.2,210989.58,0.21,800036.62,
2022-04-29,xxx62,65.61,66.33,63.93,64.48,-0.01,sell,2595,1009870.0502032,167325.6,0.17,842544.45,0.97
2022-05-06,xxx62,65.31,66.3,62.99,65.73,0.02,sell,2076,1012889.8567374999,136455.48,0.13,876434.38,0.77
2022-05-13,xxx62,65.4,67.93,64.84,66.38,0.01,sell,1661,1013827.78747865,110257.18,0.11,903570.61,0.62
2022-05-20,xxx62,66.4,66.45,59.65,61.19,-0.08,sell,1329,1006933.0950995699,81321.51,0.08,925611.59,0.5
2022-05-27,xxx62,62.06,63.76,61.51,63.76,0.04,sell,1064,1009895.0982563199,67840.64,0.07,942054.46,0.38
2022-06-03,xxx62,63.62,63.94,61.47,62.41,-0.02,sell,852,1008712.7898365997,53173.32,0.05,955539.47,0.31
2022-06-10,xxx62,62.71,63.34,60.04,60.8,-0.03,sell,682,1007663.8257675997,41465.6,0.04,966198.23,0.24
2022-06-17,xxx62,60.2,60.3,57.82,58.8,-0.03,sell,546,1006488.6776809598,32104.8,0.03,974383.88,0.19
2022-06-24,xxx62,59.28,62.71,58.29,62.65,0.07,sell,437,1008222.2090409299,27378.05,0.03,980844.16,0.15
2022-07-01,xxx62,62.15,63.63,61.49,63.34,0.01,sell,350,1008419.21515815,22169.0,0.02,986250.22,0.12
2022-07-08,xxx62,63.13,63.2,61.13,62.44,-0.01,sell,280,1008151.71404175,17483.2,0.02,990668.51,0.1
2022-07-15,xxx62,62.55,63.5,60.26,60.74,-0.03,sell,224,1007776.43383071,13605.76,0.01,994170.67,0.08
2022-07-22,xxx62,60.57,62.03,59.98,61.99,0.02,keep,180,1007993.45263727,11158.2,0.01,996835.25,0.06
2022-07-29,xxx62,62.06,64.45,61.9,64.04,0.03,sell,180,1008362.45263727,11527.2,0.01,996835.25,
2022-08-05,xxx62,63.92,65.32,63.13,63.77,-0.0,sell,144,1008318.84003731,9182.88,0.01,999135.96,0.05
2022-08-12,xxx62,64.02,65.1,63.71,64.2,0.01,sell,116,1008375.3990674301,7447.2,0.01,1000928.2,0.04
2022-08-19,xxx62,64.39,66.31,64.08,65.36,0.02,sell,93,1008487.38523489,6078.48,0.01,1002408.91,0.03
2022-08-26,xxx62,65.25,65.48,62.57,62.73,-0.04,sell,75,1008287.94843217,4704.75,0.0,1003583.2,0.03
2022-09-02,xxx62,62.23,62.9,60.38,60.73,-0.03,sell,60,1008160.2770478701,3643.8,0.0,1004516.48,0.02
2022-09-09,xxx62,60.86,61.75,59.76,61.33,0.01,sell,48,1008190.5002856699,2943.84,0.0,1005246.66,0.02
2022-09-16,xxx62,61.62,62.44,59.31,60.3,-0.02,sell,39,1008152.83757038,2351.7,0.0,1005801.14,0.01
2022-09-23,xxx62,60.3,61.05,58.26,58.95,-0.02,sell,32,1008109.55787475,1886.4,0.0,1006223.16,0.01
2022-09-30,xxx62,58.79,59.13,54.72,54.83,-0.07,sell,26,1008001.40975447,1425.58,0.0,1006575.83,0.01
2022-10-07,xxx62,55.24,57.93,54.85,55.26,0.01,sell,21,1008012.43336032,1160.46,0.0,1006851.97,0.01
2022-10-14,xxx62,55.54,58.32,54.97,56.94,0.03,sell,17,1008042.0682198,967.98,0.0,1007074.09,0.01
2022-10-21,xxx62,57.61,58.7,56.38,57.35,0.01,sell,14,1008049.7842340001,802.9,0.0,1007246.88,0.0
2022-10-28,xxx62,58.17,61.81,57.8,61.7,0.08,keep,12,1008103.6015532801,740.4,0.0,1007363.2,0.0
2022-11-04,xxx62,61.23,64.96,60.64,63.22,0.02,sell,12,1008121.8415532801,758.64,0.0,1007363.2,
2022-11-11,xxx62,63.4,65.19,62.97,64.8,0.02,sell,10,1008137.9786529002,648.0,0.0,1007489.98,0.0
2022-11-18,xxx62,65.0,65.55,64.01,64.99,0.0,sell,8,1008139.8756853202,519.92,0.0,1007619.96,0.0
2022-11-25,xxx62,65.3,66.82,65.05,66.69,0.03,sell,7,1008152.0741952301,466.83,0.0,1007685.24,0.0
2022-12-02,xxx62,66.68,68.53,65.59,68.31,0.02,sell,6,1008161.7726761602,409.86,0.0,1007751.91,0.0
2022-12-09,xxx62,67.55,68.81,66.91,67.06,-0.02,sell,5,1008154.7511388203,335.3,0.0,1007819.45,0.0
2022-12-16,xxx62,67.34,68.5,65.28,66.16,-0.01,sell,4,1008151.4196058903,264.64,0.0,1007886.78,0.0
2022-12-23,xxx62,66.06,67.29,65.38,67.1,0.01,sell,4,1008155.1796058903,268.4,0.0,1007886.78,0.0
2022-12-30,xxx62,67.39,67.83,66.11,66.65,-0.01,sell,4,1008153.3796058903,266.6,0.0,1007886.78,0.0
