date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2016-01-29,xxx6,60.66,61.07,53.49,56.48,-0.09,,,,,,
2016-02-29,xxx6,55.82,56.81,50.2,50.2,-0.11,,,,,,
2016-03-31,xxx6,50.63,54.9,50.39,54.05,0.08,,,,,,
2016-04-29,xxx6,53.86,56.91,52.81,55.82,0.03,,,,,,
2016-05-31,xxx6,56.38,58.58,54.38,57.88,0.04,,,,,,
2016-06-30,xxx6,57.43,57.9,48.8,52.89,-0.09,,,,,,
2016-07-29,xxx6,52.65,54.92,50.2,54.44,0.03,,,,,,
2016-08-31,xxx6,54.46,59.89,53.93,59.83,0.1,,,,,,
2016-09-30,xxx6,59.91,59.99,57.54,59.34,-0.01,,,,,,
2016-10-31,xxx6,59.19,62.03,58.49,61.7,0.04,,,,,,
2016-11-30,xxx6,61.77,64.72,57.35,63.33,0.03,keep,0,1000000,0.0,0.0,1000000.0
2016-12-30,xxx6,63.66,67.03,63.6,65.31,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-01-31,xxx6,65.95,67.47,64.02,64.26,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-02-28,xxx6,64.75,66.92,60.41,63.92,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-03-31,xxx6,64.73,64.9,59.89,62.43,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-04-28,xxx6,62.43,62.77,58.7,60.91,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-05-31,xxx6,61.19,64.31,60.92,63.63,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-06-30,xxx6,63.81,64.53,62.28,62.52,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-07-31,xxx6,62.82,66.03,62.46,65.45,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-08-31,xxx6,65.7,67.3,60.02,60.48,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2017-09-29,xxx6,60.58,61.88,57.9,61.39,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-10-31,xxx6,61.72,65.55,61.0,64.61,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-11-30,xxx6,64.92,65.3,58.52,59.96,-0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2017-12-29,xxx6,60.07,60.67,57.85,59.58,-0.01,,0,1000000.0,0.0,0.0,1000000.0
