date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2016-01-29,xxx4,102.62,105.65,97.14,105.54,0.01,,,,,,
2016-02-29,xxx4,104.75,106.8,91.4,100.26,-0.05,,,,,,
2016-03-31,xxx4,101.38,116.51,101.0,115.4,0.15,,,,,,
2016-04-29,xxx4,114.76,116.52,111.79,112.92,-0.02,,,,,,
2016-05-31,xxx4,112.9,119.72,112.25,118.97,0.05,,,,,,
2016-06-30,xxx4,118.21,120.78,109.58,113.29,-0.05,,,,,,
2016-07-29,xxx4,113.66,118.0,111.33,112.81,-0.0,,,,,,
2016-08-31,xxx4,112.58,116.2,111.73,115.0,0.02,,,,,,
2016-09-30,xxx4,114.75,124.96,108.83,122.17,0.06,,,,,,
2016-10-31,xxx4,121.59,122.47,114.51,116.24,-0.05,,,,,,
2016-11-30,xxx4,116.5,121.52,114.66,119.43,0.03,keep,0,1000000,0.0,0.0,1000000.0
2016-12-30,xxx4,119.5,125.72,116.09,117.13,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-01-31,xxx4,117.38,118.36,112.61,113.87,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-02-28,xxx4,113.8,123.43,112.31,122.5,0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2017-03-31,xxx4,123.24,126.53,118.3,119.88,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-04-28,xxx4,118.0,121.35,114.82,121.3,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-05-31,xxx4,121.37,124.6,119.41,124.47,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-06-30,xxx4,124.93,128.47,119.1,123.68,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-07-31,xxx4,123.82,129.7,122.03,128.82,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-08-31,xxx4,128.91,130.92,127.26,130.76,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-09-29,xxx4,130.95,138.7,129.1,135.07,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-10-31,xxx4,135.23,143.78,133.66,142.36,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-11-30,xxx4,142.26,148.6,141.47,148.01,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-12-29,xxx4,147.7,158.44,145.75,153.09,0.03,,0,1000000.0,0.0,0.0,1000000.0
