date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2016-01-29,xxx53,63.95,64.13,54.66,59.5,-0.1,,,,,,
2016-02-29,xxx53,59.16,59.65,52.5,56.3,-0.05,,,,,,
2016-03-31,xxx53,56.76,60.97,56.67,59.22,0.05,,,,,,
2016-04-29,xxx53,59.02,64.66,57.06,63.2,0.07,,,,,,
2016-05-31,xxx53,63.69,66.2,60.59,65.27,0.03,,,,,,
2016-06-30,xxx53,64.76,65.92,57.8,62.14,-0.05,,,,,,
2016-07-29,xxx53,61.52,64.98,58.76,63.97,0.03,,,,,,
2016-08-31,xxx53,64.15,67.77,63.38,67.5,0.06,,,,,,
2016-09-30,xxx53,67.64,67.9,65.11,66.59,-0.01,,,,,,
2016-10-31,xxx53,66.35,69.77,66.1,69.26,0.04,,,,,,
2016-11-30,xxx53,69.48,80.53,67.64,80.17,0.16,keep,0,1000000,0.0,0.0,1000000.0
2016-12-30,xxx53,80.65,87.39,80.65,86.29,0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2017-01-31,xxx53,87.34,88.17,83.03,84.63,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2017-02-28,xxx53,85.54,91.34,84.16,90.62,0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2017-03-31,xxx53,92.79,93.98,85.23,87.84,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2017-04-28,xxx53,87.99,89.13,84.36,87.0,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-05-31,xxx53,87.36,88.09,81.63,82.15,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2017-06-30,xxx53,82.46,92.65,81.65,91.4,0.11,keep,0,1000000.0,0.0,0.0,1000000.0
2017-07-31,xxx53,91.56,94.51,90.32,91.8,0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2017-08-31,xxx53,92.58,95.22,90.16,90.89,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2017-09-29,xxx53,91.25,95.88,88.08,95.51,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-10-31,xxx53,95.77,102.42,94.96,100.61,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2017-11-30,xxx53,101.1,106.66,95.95,104.52,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2017-12-29,xxx53,104.9,108.46,102.2,106.94,0.02,,0,1000000.0,0.0,0.0,1000000.0
