date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2018-01-31,xxx10,1172.0,1472.58,1170.51,1450.89,0.24,,,,,,
2018-02-28,xxx10,1445.0,1528.7,1265.93,1512.45,0.04,,,,,,
2018-03-29,xxx10,1513.6,1617.54,1365.2,1447.34,-0.04,,,,,,
2018-04-30,xxx10,1417.62,1638.1,1352.88,1566.13,0.08,,,,,,
2018-05-31,xxx10,1563.22,1635.0,1546.02,1629.62,0.04,,,,,,
2018-06-29,xxx10,1637.03,1763.1,1635.09,1699.8,0.04,,,,,,
2018-07-31,xxx10,1682.7,1880.05,1678.06,1777.44,0.05,,,,,,
2018-08-31,xxx10,1784.0,2025.57,1776.02,2012.71,0.13,,,,,,
2018-09-28,xxx10,2026.5,2050.5,1865.0,2003.0,-0.0,,,,,,
2018-10-31,xxx10,2021.99,2033.19,1476.36,1598.01,-0.2,,,,,,
2018-11-30,xxx10,1623.53,1784.0,1420.0,1690.17,0.06,keep,0,1000000,0.0,0.0,1000000.0
2018-12-31,xxx10,1769.46,1778.34,1307.0,1501.97,-0.11,keep,0,1000000.0,0.0,0.0,1000000.0
2019-01-31,xxx10,1465.2,1736.41,1460.93,1718.73,0.14,keep,0,1000000.0,0.0,0.0,1000000.0
2019-02-28,xxx10,1638.88,1673.06,1566.76,1639.83,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2019-03-29,xxx10,1655.13,1823.75,1586.57,1780.75,0.09,keep,0,1000000.0,0.0,0.0,1000000.0
2019-04-30,xxx10,1800.11,1956.34,1798.73,1926.52,0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2019-05-31,xxx10,1933.09,1964.4,1772.7,1775.07,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2019-06-28,xxx10,1760.01,1935.2,1672.0,1893.63,0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2019-07-31,xxx10,1922.98,2035.8,1849.44,1866.78,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2019-08-30,xxx10,1871.72,1897.92,1743.51,1776.29,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2019-09-30,xxx10,1770.0,1853.66,1709.22,1735.91,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2019-10-31,xxx10,1746.0,1798.85,1685.06,1776.66,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2019-11-29,xxx10,1788.01,1824.69,1722.71,1800.8,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2019-12-31,xxx10,1804.4,1901.4,1735.0,1847.84,0.03,,0,1000000.0,0.0,0.0,1000000.0
