date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2018-01-31,xxx57,84.46,88.33,81.27,81.45,-0.04,,,,,,
2018-02-28,xxx57,81.54,83.03,73.69,77.02,-0.05,,,,,,
2018-03-29,xxx57,77.06,80.49,74.51,77.37,0.0,,,,,,
2018-04-30,xxx57,76.88,83.56,75.4,81.07,0.05,,,,,,
2018-05-31,xxx57,80.68,85.11,77.09,85.04,0.05,,,,,,
2018-06-29,xxx57,85.2,87.27,84.36,85.33,0.0,,,,,,
2018-07-31,xxx57,85.06,99.2,84.71,98.81,0.16,,,,,,
2018-08-31,xxx57,98.74,106.49,97.84,105.65,0.07,,,,,,
2018-09-28,xxx57,105.31,107.84,103.66,107.31,0.02,,,,,,
2018-10-31,xxx57,107.67,116.61,104.17,108.44,0.01,,,,,,
2018-11-30,xxx57,108.74,118.71,104.95,118.64,0.09,keep,0,1000000,0.0,0.0,1000000.0
2018-12-31,xxx57,118.64,119.84,105.67,115.72,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2019-01-31,xxx57,114.79,120.14,111.1,119.86,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2019-02-28,xxx57,120.32,127.77,116.86,126.29,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2019-03-29,xxx57,127.25,132.13,121.96,129.76,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2019-04-30,xxx57,130.71,131.35,113.65,117.04,-0.1,keep,0,1000000.0,0.0,0.0,1000000.0
2019-05-31,xxx57,117.05,119.53,113.87,115.94,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2019-06-28,xxx57,116.53,118.94,110.02,110.79,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2019-07-31,xxx57,111.31,115.47,105.15,108.95,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2019-08-30,xxx57,109.02,116.14,107.44,112.97,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2019-09-30,xxx57,112.54,117.23,106.4,111.83,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2019-10-31,xxx57,111.94,114.67,101.36,113.95,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2019-11-29,xxx57,114.07,118.46,110.51,117.35,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2019-12-31,xxx57,117.52,137.0,115.92,131.43,0.12,,0,1000000.0,0.0,0.0,1000000.0
