date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2016-01-29,xx000338,9.67,9.73,7.0,7.23,-0.25,,,,,,,,
2016-02-29,xx000338,7.17,8.22,6.95,7.12,-0.02,,,,,,,,
2016-03-31,xx000338,7.18,8.44,7.11,8.08,0.13,,,,,,,,
2016-04-29,xx000338,8.08,8.87,7.95,8.04,-0.0,,,,,,,,
2016-05-31,xx000338,8.02,8.35,7.46,7.94,-0.01,,,,,,,,
2016-06-30,xx000338,7.93,7.97,7.5,7.81,-0.02,,,,,,,,
2016-07-29,xx000338,7.83,8.98,7.81,8.76,0.13,,,,,,,,
2016-08-31,xx000338,8.74,9.45,8.53,8.86,0.01,,,,,,,,
2016-09-30,xx000338,8.89,9.38,8.58,9.21,0.04,,,,,,,,
2016-10-31,xx000338,9.4,9.98,9.04,9.55,0.05,,,,,,,,
2016-11-30,xx000338,9.57,10.57,9.53,10.2,0.07,keep,0,1000000,0.0,0.0,1000000.0,,
2016-12-30,xx000338,10.27,11.58,9.81,9.96,-0.02,buy,0,1000000.0,0.0,0.0,1000000.0,,
2017-01-26,xx000338,9.96,11.25,9.95,11.11,0.12,keep,20000,1022750.15,222200.0,0.22,800550.15,49.85,
2017-02-28,xx000338,11.11,11.97,10.93,11.27,0.01,sell,20000,1025950.15,225400.0,0.22,800550.15,,
2017-03-31,xx000338,11.26,11.76,10.96,11.25,-0.0,sell,16000,1025493.9,180000.0,0.18,845493.9,11.25,45.0
2017-04-28,xx000338,11.35,11.94,10.95,11.22,-0.0,sell,12800,1025352.54,143616.0,0.14,881736.54,9.07,36.29
2017-05-31,xx000338,11.24,11.37,10.28,11.16,-0.01,sell,10240,1024727.8000000002,114278.4,0.11,910449.4,7.19,28.75
2017-06-30,xx000338,11.13,13.56,11.08,13.2,0.18,sell,8192,1041329.1000000002,108134.4,0.1,933194.7,5.69,22.77
2017-07-31,xx000338,13.19,14.45,6.56,7.01,0.08,sell,13343,1070629.4800000002,93534.43,0.09,977095.05,10.99,43.96
2017-08-31,xx000338,7.05,7.36,6.6,7.2,0.03,sell,10675,1072713.9900000002,76860.0,0.07,995853.99,5.0,18.78
2017-09-29,xx000338,7.2,7.82,7.16,7.49,0.04,sell,8540,1075148.8900000004,63964.6,0.06,1011184.29,5.0,15.35
2017-10-31,xx000338,7.57,8.46,7.32,8.35,0.14,sell,6970,1082535.1400000001,58199.5,0.05,1024335.64,5.0,13.17
2017-11-30,xx000338,8.35,9.2,8.03,8.14,-0.03,keep,5576,1081333.61,45388.64,0.04,1035944.97,5.0,11.63
2017-12-29,xx000338,8.18,8.49,7.43,8.34,0.02,,5576,1082448.8100000003,46503.84,0.04,1035944.97,,
