date,code,open,high,low,close,change,decision,hold_num,cash,equity,stock_value,actual_pos,commission,tax
2022-01-07,xx002371_convert,345.9,348.56,290.44,293.35,-0.1547,,,,,,,,
2022-01-14,xx002371_convert,292.11,300.0,274.92,288.71,-0.0158,,,,,,,,
2022-01-21,xx002371_convert,296.0,325.01,292.18,294.29,0.0193,,,,,,,,
2022-01-28,xx002371_convert,291.37,314.9,282.8,283.0,-0.0384,,,,,,,,
2022-02-11,xx002371_convert,290.83,298.29,248.98,249.19,-0.1195,,,,,,,,
2022-02-18,xx002371_convert,244.99,276.24,238.12,269.0,0.0795,,,,,,,,
2022-02-25,xx002371_convert,269.0,309.0,255.51,301.55,0.121,,,,,,,,
2022-03-04,xx002371_convert,301.58,309.1,278.24,292.05,-0.0315,,,,,,,,
2022-03-11,xx002371_convert,287.11,316.0,272.94,300.3,0.0282,,,,,,,,
2022-03-18,xx002371_convert,292.98,334.05,283.56,309.99,0.0323,,,,,,,,
2022-03-25,xx002371_convert,310.0,316.11,286.0,286.0,-0.0774,keep,0,1000000,1000000,0.0,0.0,,
2022-04-01,xx002371_convert,279.6,291.0,269.32,275.4,-0.0371,keep,0,1000000,1000000.0,0.0,0.0,,
2022-04-08,xx002371_convert,275.21,275.75,254.26,262.0,-0.0487,buy,0,1000000,1000000.0,0.0,0.0,,
2022-04-15,xx002371_convert,258.5,265.98,238.0,261.38,-0.0024,sell,700,818997.76,1001963.76,182966.0,0.1826,45.24,
2022-04-22,xx002371_convert,260.0,274.15,246.0,254.5,-0.0263,keep,560,855350.86,997870.86,142520.0,0.1428,9.1,36.4
2022-04-29,xx002371_convert,245.04,248.99,218.0,239.0,-0.0609,keep,560,855350.86,989190.86,133840.0,0.1353,,
2022-05-06,xx002371_convert,236.0,240.16,220.82,222.0,-0.0711,keep,560,855350.86,979670.86,124320.0,0.1269,,
2022-05-13,xx002371_convert,219.0,251.9,206.0,248.8,0.1207,keep,560,855350.86,994678.86,139328.0,0.1401,,
2022-05-20,xx002371_convert,248.82,272.0,241.1,263.1,0.0575,keep,560,855350.86,1002686.86,147336.0,0.1469,,
2022-05-27,xx002371_convert,263.0,273.88,249.03,256.2,-0.0262,keep,560,855350.86,998822.86,143472.0,0.1436,,
2022-06-02,xx002371_convert,257.3,296.19,252.6,288.71,0.1269,buy,560,855350.86,1017028.46,161677.6,0.159,,
2022-06-10,xx002371_convert,285.8,293.22,260.22,272.01,-0.0578,keep,1060,712410.13,1000740.73,288330.6,0.2881,35.73,
2022-06-17,xx002371_convert,267.27,269.47,238.55,256.61,-0.0566,sell,1060,712410.13,984416.73,272006.6,0.2763,,
2022-06-24,xx002371_convert,258.0,272.95,252.1,268.4,0.0459,keep,848,767035.65,994638.85,227603.2,0.2288,13.67,54.69
2022-07-01,xx002371_convert,270.0,288.69,263.4,282.08,0.051,keep,848,767035.65,1006239.49,239203.84,0.2377,,
2022-07-08,xx002371_convert,277.0,310.0,258.48,305.0,0.0813,buy,848,767035.65,1025675.65,258640.0,0.2522,,
2022-07-15,xx002371_convert,302.9,309.44,274.86,280.8,-0.0787,keep,1348,615542.79,994061.1900000001,378518.4,0.3808,37.86,
2022-07-22,xx002371_convert,283.01,290.75,260.0,273.4,-0.0264,sell,1348,615542.79,984085.99,368543.2,0.3745,,
2022-07-29,xx002371_convert,270.21,274.94,253.2,253.58,-0.0725,sell,1079,688135.74,961748.56,273612.82,0.2845,18.17,72.68
2022-08-05,xx002371_convert,249.97,317.46,241.8,317.46,0.2519,sell,864,741809.9600000001,1016095.4000000001,274285.44,0.2699,13.44,53.74
2022-08-12,xx002371_convert,327.0,339.0,304.82,326.1,0.0272,keep,692,797981.9400000001,1023643.1400000001,225661.2,0.2204,14.06,56.24
2022-08-19,xx002371_convert,328.79,336.78,305.0,306.62,-0.0597,keep,692,797981.9400000001,1010162.9800000001,212181.04,0.21,,
2022-08-26,xx002371_convert,307.0,311.8,282.44,282.54,-0.0785,keep,692,797981.9400000001,993499.6200000001,195517.68,0.1968,,
2022-09-02,xx002371_convert,278.0,295.0,276.88,285.55,0.0107,sell,692,797981.9400000001,995582.54,197600.6,0.1985,,
2022-09-09,xx002371_convert,283.0,319.99,272.01,312.5,0.0944,buy,554,836985.75,1010110.75,173125.0,0.1714,9.76,39.05
2022-09-16,xx002371_convert,314.0,328.78,302.63,315.76,0.0104,keep,1054,679941.5,1012752.54,332811.04,0.3286,39.25,
2022-09-23,xx002371_convert,313.1,325.0,282.83,285.0,-0.0974,sell,1054,679941.5,980331.5,300390.0,0.3064,,
2022-09-30,xx002371_convert,281.12,300.65,277.8,278.4,-0.0232,keep,844,738900.8099999999,973870.4099999999,234969.6,0.2413,14.76,59.03
2022-10-14,xx002371_convert,265.0,265.0,211.97,224.88,-0.1922,sell,844,738900.8099999999,928699.5299999999,189798.72,0.2044,,
2022-10-21,xx002371_convert,219.43,270.89,218.56,262.62,0.1678,keep,676,775717.29,953248.41,177531.12,0.1862,9.22,36.86
2022-10-28,xx002371_convert,259.0,275.54,255.61,265.9,0.0125,sell,676,775717.29,955465.6900000001,179748.4,0.1881,,
2022-11-04,xx002371_convert,267.97,274.47,257.0,272.6,0.0252,buy,541,811846.6799999999,959323.2799999999,147476.6,0.1537,9.04,36.17
2022-11-11,xx002371_convert,270.6,277.5,233.2,238.22,-0.1261,sell,1041,676507.85,924494.87,247987.02,0.2682,33.83,
2022-11-18,xx002371_convert,237.0,253.0,230.01,230.53,-0.0323,sell,833,725740.16,917771.65,192031.49,0.2092,12.32,49.29
2022-11-25,xx002371_convert,228.0,235.0,221.67,225.01,-0.0239,sell,667,763539.1900000001,913620.8600000001,150081.67,0.1643,9.46,37.85
2022-12-02,xx002371_convert,220.0,232.65,218.77,226.93,0.0085,keep,534,792761.29,913941.91,121180.62,0.1326,7.31,29.26
2022-12-09,xx002371_convert,226.92,249.01,221.0,244.81,0.0788,buy,534,792761.29,923489.8300000001,130728.54,0.1416,,
2022-12-16,xx002371_convert,245.0,253.5,234.38,241.22,-0.0147,keep,1134,645718.54,919262.02,273543.48,0.2976,36.75,
2022-12-23,xx002371_convert,239.0,241.17,216.0,217.82,-0.097,sell,1134,645718.54,892726.42,247007.88,0.2767,,
2022-12-30,xx002371_convert,217.39,231.33,217.39,225.3,0.0343,keep,908,694785.01,899357.41,204572.4,0.2275,12.28,49.13
2023-01-06,xx002371_convert,224.01,234.98,222.06,228.32,0.0134,keep,908,694785.01,902099.5700000001,207314.56,0.2298,,
2023-01-13,xx002371_convert,229.0,240.0,223.99,227.11,-0.0053,sell,908,694785.01,901000.89,206215.88,0.2289,,
2023-01-20,xx002371_convert,225.0,247.3,224.16,245.69,0.0818,keep,727,735457.2999999999,914073.9299999999,178616.63,0.1954,10.18,40.72
2023-02-03,xx002371_convert,247.52,261.18,233.7,252.81,0.029,buy,727,735457.2999999999,919250.1699999999,183792.87,0.1999,,
2023-02-10,xx002371_convert,254.0,257.58,241.38,248.49,-0.0171,buy,1227,608420.5499999999,913317.78,304897.23,0.3338,31.75,
2023-02-17,xx002371_convert,244.0,261.9,236.78,238.04,-0.0421,keep,1627,510792.1499999999,898083.2299999999,387291.08,0.4312,24.4,
2023-02-24,xx002371_convert,236.48,243.5,234.0,237.33,-0.003,sell,1627,510792.1499999999,896928.0599999999,386135.91,0.4305,,
2023-03-03,xx002371_convert,235.73,249.0,229.0,248.94,0.0489,sell,1302,587305.3899999999,911425.2699999999,324119.88,0.3556,19.15,76.61
2023-03-10,xx002371_convert,246.0,266.66,245.0,261.17,0.0491,keep,1042,651182.84,923321.98,272139.14,0.2947,15.99,63.96
2023-03-17,xx002371_convert,260.99,282.9,258.4,270.0,0.0338,keep,1042,651182.84,932522.84,281340.0,0.3017,,
2023-03-24,xx002371_convert,269.19,282.21,256.95,259.01,-0.0407,keep,1042,651182.84,921071.26,269888.42,0.293,,
2023-03-31,xx002371_convert,259.0,272.5,246.68,265.85,0.0264,buy,1042,651182.84,928198.54,277015.7,0.2984,,
2023-04-07,xx002371_convert,270.1,313.62,269.0,312.66,0.1761,keep,1442,543111.83,993967.55,450855.72,0.4536,27.01,
2023-04-14,xx002371_convert,313.2,318.88,284.14,314.61,0.0062,keep,1442,543111.83,996779.45,453667.62,0.4551,,
2023-04-21,xx002371_convert,327.0,358.03,315.0,337.27,0.072,keep,1442,543111.83,1029455.1699999999,486343.34,0.4724,,
2023-04-28,xx002371_convert,339.0,349.48,319.96,334.52,-0.0082,keep,1442,543111.83,1025489.6699999999,482377.84,0.4704,,
2023-05-05,xx002371_convert,334.78,334.78,319.11,322.13,-0.037,keep,1442,543111.83,1007623.29,464511.46,0.461,,
2023-05-12,xx002371_convert,302.14,314.58,283.5,285.7,-0.1131,sell,1442,543111.83,955091.23,411979.4,0.4314,,
2023-05-19,xx002371_convert,282.0,305.85,280.1,301.28,0.0545,keep,1154,624223.44,971900.5599999999,347677.12,0.3577,20.3,81.21
2023-05-26,xx002371_convert,301.49,305.68,288.6,301.6,0.0011,keep,1154,624223.44,972269.84,348046.4,0.358,,
2023-06-02,xx002371_convert,303.5,309.38,293.89,298.19,-0.0113,keep,1154,624223.44,968334.7,344111.26,0.3554,,
2023-06-09,xx002371_convert,319.9,328.01,297.55,307.0,0.0295,,1154,624223.44,978501.44,354278.0,0.3621,,
