date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xxx76_convert,172.2,175.6,170.57,174.08,0.0021,,,,,59154,,
2022-01-14,xxx76_convert,174.44,175.94,171.62,175.64,0.0089,,,,,38641,,
2022-01-21,xxx76_convert,173.62,177.24,173.15,174.22,-0.0081,,,,,35925,,
2022-01-28,xxx76_convert,175.49,176.5,166.45,172.67,-0.0089,,,,,86246,,
2022-02-04,xxx76_convert,170.77,176.66,169.56,172.49,-0.001,,,,,66275,,
2022-02-11,xxx76_convert,172.74,172.99,167.3,168.58,-0.0228,,,,,18564,,
2022-02-18,xxx76_convert,169.42,169.68,164.54,167.71,-0.0052,,,,,69195,,
2022-02-25,xxx76_convert,168.57,169.12,160.29,168.38,0.0039,,,,,37293,,
2022-03-04,xxx76_convert,164.04,166.5,160.92,165.75,-0.0156,,,,,20585,,
2022-03-11,xxx76_convert,164.07,165.15,153.37,153.73,-0.0725,,,,,47783,,
2022-03-18,xxx76_convert,155.15,162.93,154.5,162.79,0.059,keep,0,1000000,1000000,76748,0.0,0.0
2022-03-25,xxx76_convert,162.27,165.9,161.07,165.24,0.0151,keep,0,1000000,1000000.0,98738,0.0,0.0
2022-04-01,xxx76_convert,165.1,169.93,163.71,169.76,0.0272,keep,0,1000000,1000000.0,28637,0.0,0.0
2022-04-08,xxx76_convert,169.11,173.69,167.45,173.13,0.0199,keep,0,1000000,1000000.0,92188,0.0,0.0
2022-04-14,xxx76_convert,173.61,174.97,171.73,171.9,-0.0071,keep,0,1000000,1000000.0,91851,0.0,0.0
2022-04-22,xxx76_convert,171.22,177.24,169.84,172.15,0.0015,keep,0,1000000,1000000.0,44716,0.0,0.0
2022-04-29,xxx76_convert,173.21,177.62,171.0,171.71,-0.0025,keep,0,1000000,1000000.0,36869,0.0,0.0
2022-05-06,xxx76_convert,173.0,174.12,165.27,170.41,-0.0076,keep,0,1000000,1000000.0,15057,0.0,0.0
2022-05-13,xxx76_convert,169.66,174.54,168.16,173.72,0.0196,keep,0,1000000,1000000.0,60151,0.0,0.0
2022-05-20,xxx76_convert,173.71,176.3,159.62,162.21,-0.0663,keep,0,1000000,1000000.0,69073,0.0,0.0
2022-05-27,xxx76_convert,164.21,171.81,163.57,171.77,0.059,keep,0,1000000,1000000.0,91842,0.0,0.0
2022-06-03,xxx76_convert,170.98,170.98,162.65,164.85,-0.0403,keep,0,1000000,1000000.0,63458,0.0,0.0
2022-06-10,xxx76_convert,166.46,167.62,159.45,162.52,-0.0141,keep,0,1000000,1000000.0,42632,0.0,0.0
2022-06-17,xxx76_convert,160.53,162.87,154.86,157.06,-0.0336,keep,0,1000000,1000000.0,43167,0.0,0.0
2022-06-24,xxx76_convert,158.17,166.19,157.35,166.13,0.0578,keep,0,1000000,1000000.0,20253,0.0,0.0
2022-07-01,xxx76_convert,165.87,169.52,163.85,169.39,0.0196,keep,0,1000000,1000000.0,94675,0.0,0.0
2022-07-08,xxx76_convert,168.63,172.7,165.33,171.88,0.0147,keep,0,1000000,1000000.0,57480,0.0,0.0
2022-07-15,xxx76_convert,171.41,173.32,167.7,171.12,-0.0045,keep,0,1000000,1000000.0,48693,0.0,0.0
2022-07-22,xxx76_convert,171.15,171.24,167.46,169.61,-0.0088,keep,0,1000000,1000000.0,40878,0.0,0.0
2022-07-29,xxx76_convert,170.31,175.48,169.04,174.96,0.0315,keep,0,1000000,1000000.0,90232,0.0,0.0
2022-08-05,xxx76_convert,174.55,177.69,172.4,174.55,-0.0024,keep,0,1000000,1000000.0,89102,0.0,0.0
2022-08-12,xxx76_convert,175.79,177.38,173.32,177.33,0.016,keep,0,1000000,1000000.0,80831,0.0,0.0
2022-08-19,xxx76_convert,177.77,181.07,176.8,180.17,0.0159,keep,0,1000000,1000000.0,51971,0.0,0.0
