date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xxx56_convert,346.42,352.18,333.3,336.28,-0.0293,,,,,68266,,,
2022-01-14,xxx56_convert,333.42,341.92,325.17,328.63,-0.0227,,,,,83965,,,
2022-01-21,xxx56_convert,322.83,327.6,315.5,316.12,-0.0381,,,,,21377,,,
2022-01-28,xxx56_convert,313.8,317.74,304.13,314.94,-0.0038,,,,,33468,,,
2022-02-04,xxx56_convert,310.06,324.51,297.51,297.98,-0.0538,,,,,68297,,,
2022-02-11,xxx56_convert,296.71,316.85,293.51,294.73,-0.0108,,,,,14556,,,
2022-02-18,xxx56_convert,294.22,305.27,290.32,302.86,0.0276,,,,,46958,,,
2022-02-25,xxx56_convert,291.2,297.65,276.75,297.49,-0.0178,,,,,39759,,,
2022-03-04,xxx56_convert,287.96,294.72,276.37,281.43,-0.054,,,,,80752,,,
2022-03-11,xxx56_convert,280.84,296.3,267.51,280.76,-0.0023,,,,,53172,,,
2022-03-18,xxx56_convert,288.66,312.57,284.6,311.66,0.1101,keep,0,1000000,1000000,62275,0.0,0.0,
2022-03-25,xxx56_convert,311.53,320.94,306.95,318.74,0.0226,keep,0,1000000,1000000.0,76219,0.0,0.0,
2022-04-01,xxx56_convert,319.37,329.0,319.04,322.73,0.0125,keep,0,1000000,1000000.0,88228,0.0,0.0,
2022-04-08,xxx56_convert,320.37,325.04,312.13,317.82,-0.0153,keep,0,1000000,1000000.0,41242,0.0,0.0,
2022-04-14,xxx56_convert,317.85,320.7,312.89,318.52,0.0022,keep,0,1000000,1000000.0,70464,0.0,0.0,
2022-04-22,xxx56_convert,318.49,332.31,309.03,309.72,-0.0277,keep,0,1000000,1000000.0,45879,0.0,0.0,
2022-04-29,xxx56_convert,311.3,318.9,303.02,311.96,0.0073,keep,0,1000000,1000000.0,53269,0.0,0.0,
2022-05-06,xxx56_convert,314.56,322.9,303.79,308.66,-0.0105,keep,0,1000000,1000000.0,30574,0.0,0.0,
2022-05-13,xxx56_convert,303.72,311.18,296.32,308.77,0.0004,keep,0,1000000,1000000.0,45552,0.0,0.0,
2022-05-20,xxx56_convert,307.35,318.9,304.93,315.18,0.0208,keep,0,1000000,1000000.0,13018,0.0,0.0,
2022-05-27,xxx56_convert,319.92,329.81,313.29,329.63,0.0458,keep,0,1000000,1000000.0,56611,0.0,0.0,
2022-06-03,xxx56_convert,324.45,333.56,317.8,331.9,0.007,keep,0,1000000,1000000.0,55857,0.0,0.0,
2022-06-10,xxx56_convert,336.38,337.99,307.86,310.89,-0.0634,keep,0,1000000,1000000.0,67893,0.0,0.0,
2022-06-17,xxx56_convert,302.63,304.5,283.67,290.68,-0.065,keep,0,1000000,1000000.0,11025,0.0,0.0,
2022-06-24,xxx56_convert,293.39,304.62,292.84,303.23,0.0432,keep,0,1000000,1000000.0,61381,0.0,0.0,
2022-07-01,xxx56_convert,299.62,300.8,280.93,285.44,-0.0588,keep,0,1000000,1000000.0,57253,0.0,0.0,
2022-07-08,xxx56_convert,272.18,276.38,266.83,273.68,-0.0412,keep,0,1000000,1000000.0,44499,0.0,0.0,
2022-07-15,xxx56_convert,270.94,278.17,265.12,276.98,0.0121,keep,0,1000000,1000000.0,63448,0.0,0.0,
2022-07-22,xxx56_convert,279.76,288.7,276.27,285.54,0.0308,keep,0,1000000,1000000.0,70123,0.0,0.0,
2022-07-29,xxx56_convert,286.92,303.15,284.35,302.0,0.0577,keep,0,1000000,1000000.0,65995,0.0,0.0,
2022-08-05,xxx56_convert,300.43,304.12,295.79,301.97,-0.0001,keep,0,1000000,1000000.0,77178,0.0,0.0,
2022-08-12,xxx56_convert,305.66,311.57,299.77,311.55,0.0317,keep,0,1000000,1000000.0,39018,0.0,0.0,
2022-08-19,xxx56_convert,309.84,313.48,303.23,303.75,-0.025,keep,0,1000000,1000000.0,81514,0.0,0.0,
2022-08-26,xxx56_convert,296.41,297.54,286.03,286.25,-0.0576,keep,0,1000000,1000000.0,77307,0.0,0.0,
2022-09-02,xxx56_convert,286.35,290.03,273.3,277.71,-0.0298,keep,0,1000000,1000000.0,60156,0.0,0.0,
2022-09-09,xxx56_convert,276.36,288.06,273.78,287.03,0.0336,keep,0,1000000,1000000.0,72371,0.0,0.0,
2022-09-16,xxx56_convert,292.91,295.18,278.52,283.36,-0.0127,keep,0,1000000,1000000.0,44419,0.0,0.0,
2022-09-23,xxx56_convert,280.52,285.31,265.87,269.15,-0.0503,keep,0,1000000,1000000.0,19601,0.0,0.0,
2022-09-30,xxx56_convert,266.24,274.14,262.47,269.59,0.0016,keep,0,1000000,1000000.0,87618,0.0,0.0,
2022-10-07,xxx56_convert,272.53,287.17,271.28,273.2,0.0134,keep,0,1000000,1000000.0,40765,0.0,0.0,
