date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xxx80_convert,191.41,196.1,185.07,187.6,-0.0052,,,,,48219,,
2022-01-14,xxx80_convert,185.75,192.85,175.4,178.42,-0.0491,,,,,66355,,
2022-01-21,xxx80_convert,176.96,179.88,163.3,163.54,-0.0834,,,,,56021,,
2022-01-28,xxx80_convert,156.11,165.33,152.08,163.52,-0.0002,,,,,65566,,
2022-02-04,xxx80_convert,164.44,176.2,121.4,126.08,-0.229,,,,,67559,,
2022-02-11,xxx80_convert,126.58,129.42,114.73,115.29,-0.0855,,,,,35241,,
2022-02-18,xxx80_convert,113.62,116.63,103.03,103.65,-0.1009,,,,,65215,,
2022-02-25,xxx80_convert,102.15,111.1,94.5,110.94,0.0705,,,,,74740,,
2022-03-04,xxx80_convert,110.31,113.54,98.62,99.91,-0.0994,,,,,11368,,
2022-03-11,xxx80_convert,99.57,100.73,92.25,96.57,-0.0335,,,,,27885,,
2022-03-18,xxx80_convert,96.05,119.38,94.63,118.77,0.2299,keep,0,1000000,1000000,80113,0.0,0.0
2022-03-25,xxx80_convert,117.22,119.35,112.09,113.76,-0.0421,keep,0,1000000,1000000.0,21997,0.0,0.0
2022-04-01,xxx80_convert,114.0,122.81,112.36,116.67,0.0255,keep,0,1000000,1000000.0,58997,0.0,0.0
2022-04-08,xxx80_convert,117.06,122.92,110.1,111.21,-0.0468,keep,0,1000000,1000000.0,95934,0.0,0.0
2022-04-14,xxx80_convert,109.75,112.74,102.06,102.31,-0.0801,keep,0,1000000,1000000.0,55743,0.0,0.0
2022-04-22,xxx80_convert,102.05,104.86,85.98,86.03,-0.1592,keep,0,1000000,1000000.0,82124,0.0,0.0
2022-04-29,xxx80_convert,85.33,94.51,82.12,87.93,0.0221,keep,0,1000000,1000000.0,75257,0.0,0.0
2022-05-06,xxx80_convert,87.55,92.85,80.9,81.68,-0.0711,keep,0,1000000,1000000.0,56725,0.0,0.0
2022-05-13,xxx80_convert,79.89,82.27,71.83,78.83,-0.0349,keep,0,1000000,1000000.0,30823,0.0,0.0
2022-05-20,xxx80_convert,78.59,83.77,76.19,80.54,0.0216,keep,0,1000000,1000000.0,77998,0.0,0.0
2022-05-27,xxx80_convert,80.44,85.42,77.2,85.21,0.0579,keep,0,1000000,1000000.0,10018,0.0,0.0
2022-06-03,xxx80_convert,84.71,88.61,81.85,86.53,0.0155,keep,0,1000000,1000000.0,12444,0.0,0.0
2022-06-10,xxx80_convert,87.96,89.32,78.25,79.3,-0.0837,keep,0,1000000,1000000.0,76585,0.0,0.0
2022-06-17,xxx80_convert,76.03,78.13,70.47,72.9,-0.0808,keep,0,1000000,1000000.0,12612,0.0,0.0
2022-06-24,xxx80_convert,74.51,78.66,71.38,77.68,0.0655,keep,0,1000000,1000000.0,70490,0.0,0.0
2022-07-01,xxx80_convert,77.99,78.45,67.58,71.4,-0.0809,keep,0,1000000,1000000.0,38328,0.0,0.0
2022-07-08,xxx80_convert,70.18,75.4,68.76,73.43,0.0284,keep,0,1000000,1000000.0,81437,0.0,0.0
2022-07-15,xxx80_convert,72.66,74.0,68.51,73.91,0.0065,keep,0,1000000,1000000.0,65477,0.0,0.0
2022-07-22,xxx80_convert,75.12,84.51,73.61,81.05,0.0967,keep,0,1000000,1000000.0,28808,0.0,0.0
2022-07-29,xxx80_convert,80.85,87.62,76.71,86.53,0.0676,keep,0,1000000,1000000.0,16694,0.0,0.0
2022-08-05,xxx80_convert,87.05,101.95,85.27,95.32,0.1017,keep,0,1000000,1000000.0,97530,0.0,0.0
2022-08-12,xxx80_convert,96.35,101.95,93.61,101.1,0.0607,keep,0,1000000,1000000.0,79817,0.0,0.0
2022-08-19,xxx80_convert,100.72,103.03,95.9,96.56,-0.0449,keep,0,1000000,1000000.0,58527,0.0,0.0
2022-08-26,xxx80_convert,94.05,97.46,92.38,92.7,-0.0401,keep,0,1000000,1000000.0,10581,0.0,0.0
2022-09-02,xxx80_convert,91.03,96.38,89.79,91.13,-0.0168,keep,0,1000000,1000000.0,64322,0.0,0.0
2022-09-09,xxx80_convert,91.16,97.27,89.81,96.23,0.056,keep,0,1000000,1000000.0,82772,0.0,0.0
2022-09-16,xxx80_convert,97.28,99.3,91.85,94.0,-0.0231,keep,0,1000000,1000000.0,33569,0.0,0.0
2022-09-23,xxx80_convert,93.0,95.64,85.68,86.97,-0.0748,keep,0,1000000,1000000.0,62522,0.0,0.0
2022-09-30,xxx80_convert,87.07,91.65,84.13,86.07,-0.0105,keep,0,1000000,1000000.0,64440,0.0,0.0
2022-10-07,xxx80_convert,87.53,95.57,85.45,90.17,0.0476,keep,0,1000000,1000000.0,97889,0.0,0.0
2022-10-14,xxx80_convert,87.38,87.85,79.35,80.47,-0.1076,keep,0,1000000,1000000.0,84653,0.0,0.0
2022-10-21,xxx80_convert,82.71,87.75,82.35,83.94,0.0432,keep,0,1000000,1000000.0,13363,0.0,0.0
2022-10-28,xxx80_convert,84.55,91.34,80.86,86.25,0.0275,keep,0,1000000,1000000.0,92688,0.0,0.0
2022-11-04,xxx80_convert,85.51,86.25,71.17,75.18,-0.1283,keep,0,1000000,1000000.0,56209,0.0,0.0
2022-11-11,xxx80_convert,76.53,92.0,76.12,91.03,0.2108,keep,0,1000000,1000000.0,91252,0.0,0.0
