date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xxx22_convert,642.75,653.09,609.7,610.49,-0.0636,,,,,61053,,,
2022-01-14,xxx22_convert,610.49,626.64,600.54,607.69,-0.0046,,,,,72825,,,
2022-01-21,xxx22_convert,593.39,597.27,568.82,569.69,-0.0625,,,,,26568,,,
2022-01-28,xxx22_convert,580.11,592.2,549.59,590.47,0.0366,,,,,88834,,,
2022-02-04,xxx22_convert,588.99,621.0,584.5,608.92,0.0313,,,,,70838,,,
2022-02-11,xxx22_convert,610.12,615.84,602.51,604.73,-0.007,,,,,77372,,,
2022-02-18,xxx22_convert,605.69,615.6,588.39,596.83,-0.0131,,,,,99670,,,
2022-02-25,xxx22_convert,599.34,603.15,566.05,601.16,0.0072,,,,,71028,,,
2022-03-04,xxx22_convert,593.77,605.4,546.62,549.93,-0.0853,,,,,24024,,,
2022-03-11,xxx22_convert,553.02,574.54,545.33,559.29,0.0171,,,,,42318,,,
2022-03-18,xxx22_convert,561.82,583.72,556.03,577.32,0.0322,keep,0,1000000,1000000,50397,0.0,0.0,
2022-03-25,xxx22_convert,573.96,577.65,544.59,558.26,-0.033,keep,0,1000000,1000000.0,91308,0.0,0.0,
2022-04-01,xxx22_convert,557.47,574.21,545.01,561.68,0.0061,keep,0,1000000,1000000.0,31327,0.0,0.0,
2022-04-08,xxx22_convert,559.38,574.65,542.82,557.6,-0.0072,keep,0,1000000,1000000.0,41955,0.0,0.0,
2022-04-14,xxx22_convert,560.38,572.08,547.06,555.32,-0.0042,keep,0,1000000,1000000.0,41324,0.0,0.0,
2022-04-22,xxx22_convert,552.75,560.84,505.15,511.37,-0.0792,keep,0,1000000,1000000.0,62641,0.0,0.0,
2022-04-29,xxx22_convert,513.46,517.66,415.01,428.49,-0.1621,keep,0,1000000,1000000.0,25119,0.0,0.0,
2022-05-06,xxx22_convert,431.49,471.29,410.33,459.77,0.073,keep,0,1000000,1000000.0,86526,0.0,0.0,
2022-05-13,xxx22_convert,456.23,481.79,443.18,471.39,0.0252,keep,0,1000000,1000000.0,77790,0.0,0.0,
2022-05-20,xxx22_convert,469.37,485.7,456.0,479.03,0.0162,keep,0,1000000,1000000.0,83070,0.0,0.0,
2022-05-27,xxx22_convert,482.65,515.66,468.01,509.94,0.0644,keep,0,1000000,1000000.0,34523,0.0,0.0,
