date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xxx77_convert,58.5,58.55,53.94,55.72,-0.0563,,,,,81080,,
2022-01-14,xxx77_convert,55.71,57.43,54.51,54.95,-0.0138,,,,,39684,,
2022-01-21,xxx77_convert,54.5,54.87,52.46,52.79,-0.0393,,,,,45515,,
2022-01-28,xxx77_convert,51.75,54.67,49.82,54.33,0.0291,,,,,29411,,
2022-02-04,xxx77_convert,54.0,54.14,52.39,53.0,-0.0245,,,,,86455,,
2022-02-11,xxx77_convert,53.3,53.58,49.69,50.78,-0.0418,,,,,19720,,
2022-02-18,xxx77_convert,49.82,50.78,48.2,48.53,-0.0443,,,,,62293,,
2022-02-25,xxx77_convert,47.54,48.31,45.4,47.72,-0.0167,,,,,17657,,
2022-03-04,xxx77_convert,46.82,48.77,45.44,48.65,0.0194,,,,,13700,,
2022-03-11,xxx77_convert,48.25,50.9,46.47,50.27,0.0331,,,,,13324,,
2022-03-18,xxx77_convert,50.72,55.0,50.39,54.51,0.0843,keep,0,1000000,1000000,26755,0.0,0.0
2022-03-25,xxx77_convert,54.24,55.3,52.16,52.78,-0.0317,keep,0,1000000,1000000.0,65687,0.0,0.0
2022-04-01,xxx77_convert,52.53,54.08,51.1,51.57,-0.0229,keep,0,1000000,1000000.0,29968,0.0,0.0
2022-04-08,xxx77_convert,51.78,55.58,50.37,55.17,0.0698,keep,0,1000000,1000000.0,15200,0.0,0.0
2022-04-14,xxx77_convert,55.46,56.32,52.65,53.12,-0.0372,keep,0,1000000,1000000.0,90782,0.0,0.0
2022-04-22,xxx77_convert,52.83,53.11,47.9,48.13,-0.094,keep,0,1000000,1000000.0,94514,0.0,0.0
2022-04-29,xxx77_convert,47.85,50.77,47.12,49.07,0.0195,keep,0,1000000,1000000.0,89034,0.0,0.0
2022-05-06,xxx77_convert,47.68,50.04,47.46,49.04,-0.0006,keep,0,1000000,1000000.0,86120,0.0,0.0
2022-05-13,xxx77_convert,48.38,50.79,47.77,49.92,0.018,keep,0,1000000,1000000.0,24593,0.0,0.0
2022-05-20,xxx77_convert,49.87,52.7,49.59,52.47,0.0511,keep,0,1000000,1000000.0,48438,0.0,0.0
2022-05-27,xxx77_convert,52.58,54.92,52.48,53.91,0.0274,keep,0,1000000,1000000.0,13376,0.0,0.0
2022-06-03,xxx77_convert,53.32,53.53,51.04,53.2,-0.0131,keep,0,1000000,1000000.0,36498,0.0,0.0
2022-06-10,xxx77_convert,53.19,54.56,49.95,49.97,-0.0608,keep,0,1000000,1000000.0,14801,0.0,0.0
2022-06-17,xxx77_convert,48.82,49.28,46.28,46.53,-0.0688,keep,0,1000000,1000000.0,16544,0.0,0.0
2022-06-24,xxx77_convert,47.32,51.64,46.95,51.59,0.1088,keep,0,1000000,1000000.0,74235,0.0,0.0
2022-07-01,xxx77_convert,51.48,52.89,50.41,52.31,0.014,keep,0,1000000,1000000.0,50236,0.0,0.0
2022-07-08,xxx77_convert,51.75,53.92,50.4,53.17,0.0164,keep,0,1000000,1000000.0,65733,0.0,0.0
2022-07-15,xxx77_convert,53.0,53.74,50.43,51.75,-0.0267,keep,0,1000000,1000000.0,49322,0.0,0.0
2022-07-22,xxx77_convert,51.96,51.97,50.18,51.23,-0.01,keep,0,1000000,1000000.0,98547,0.0,0.0
2022-07-29,xxx77_convert,51.34,52.85,49.1,50.51,-0.0141,keep,0,1000000,1000000.0,54634,0.0,0.0
2022-08-05,xxx77_convert,50.32,51.47,49.06,49.27,-0.0245,keep,0,1000000,1000000.0,84964,0.0,0.0
2022-08-12,xxx77_convert,49.39,50.39,47.81,50.11,0.0171,keep,0,1000000,1000000.0,77869,0.0,0.0
2022-08-19,xxx77_convert,49.97,50.18,48.38,49.15,-0.0192,keep,0,1000000,1000000.0,46576,0.0,0.0
2022-08-26,xxx77_convert,49.21,49.4,46.7,46.82,-0.0474,keep,0,1000000,1000000.0,78423,0.0,0.0
2022-09-02,xxx77_convert,46.38,46.8,45.13,45.7,-0.0238,keep,0,1000000,1000000.0,55674,0.0,0.0
2022-09-09,xxx77_convert,45.96,47.99,45.38,47.84,0.0468,keep,0,1000000,1000000.0,17126,0.0,0.0
2022-09-16,xxx77_convert,48.08,48.35,45.64,46.03,-0.0379,keep,0,1000000,1000000.0,40932,0.0,0.0
2022-09-23,xxx77_convert,45.68,45.88,43.52,44.08,-0.0423,keep,0,1000000,1000000.0,84548,0.0,0.0
2022-09-30,xxx77_convert,43.81,44.81,43.67,43.76,-0.0074,keep,0,1000000,1000000.0,91978,0.0,0.0
2022-10-07,xxx77_convert,44.07,44.84,41.92,42.32,-0.0329,keep,0,1000000,1000000.0,14859,0.0,0.0
2022-10-14,xxx77_convert,42.35,43.38,41.45,42.86,0.0127,keep,0,1000000,1000000.0,27561,0.0,0.0
2022-10-21,xxx77_convert,43.19,45.16,42.74,44.95,0.0488,keep,0,1000000,1000000.0,36668,0.0,0.0
2022-10-28,xxx77_convert,45.08,47.52,44.89,47.43,0.0551,keep,0,1000000,1000000.0,20858,0.0,0.0
2022-11-04,xxx77_convert,47.08,48.42,46.16,47.22,-0.0044,keep,0,1000000,1000000.0,47972,0.0,0.0
2022-11-11,xxx77_convert,47.16,47.75,46.31,47.6,0.0079,keep,0,1000000,1000000.0,49217,0.0,0.0
2022-11-18,xxx77_convert,47.99,49.82,47.53,48.23,0.0132,keep,0,1000000,1000000.0,59530,0.0,0.0
2022-11-25,xxx77_convert,48.1,49.25,47.72,49.21,0.0204,keep,0,1000000,1000000.0,80517,0.0,0.0
2022-12-02,xxx77_convert,49.18,51.33,49.04,50.91,0.0346,keep,0,1000000,1000000.0,63915,0.0,0.0
2022-12-09,xxx77_convert,50.91,52.84,49.18,51.72,0.016,keep,0,1000000,1000000.0,34911,0.0,0.0
2022-12-16,xxx77_convert,52.12,54.93,51.4,51.4,-0.0062,keep,0,1000000,1000000.0,24176,0.0,0.0
2022-12-23,xxx77_convert,51.52,52.16,50.7,51.83,0.0083,keep,0,1000000,1000000.0,55099,0.0,0.0
2022-12-30,xxx77_convert,51.86,51.93,50.75,51.24,-0.0115,keep,0,1000000,1000000.0,87615,0.0,0.0
2023-01-06,xxx77_convert,51.01,51.6,48.92,50.92,-0.0062,keep,0,1000000,1000000.0,16976,0.0,0.0
2023-01-13,xxx77_convert,50.05,50.26,46.58,47.85,-0.0603,keep,0,1000000,1000000.0,37786,0.0,0.0
2023-01-20,xxx77_convert,46.54,46.74,44.64,45.11,-0.0573,keep,0,1000000,1000000.0,10025,0.0,0.0
2023-01-27,xxx77_convert,45.04,45.32,43.61,43.79,-0.0292,keep,0,1000000,1000000.0,21210,0.0,0.0
2023-02-03,xxx77_convert,43.79,44.46,42.7,44.06,0.0061,keep,0,1000000,1000000.0,19966,0.0,0.0
2023-02-10,xxx77_convert,44.19,44.33,43.24,43.88,-0.0041,keep,0,1000000,1000000.0,49128,0.0,0.0
2023-02-17,xxx77_convert,43.68,44.2,42.58,43.21,-0.0151,keep,0,1000000,1000000.0,62908,0.0,0.0
2023-02-24,xxx77_convert,42.81,42.93,41.51,41.75,-0.0338,keep,0,1000000,1000000.0,20759,0.0,0.0
2023-03-03,xxx77_convert,41.44,41.73,39.81,41.15,-0.0143,keep,0,1000000,1000000.0,17397,0.0,0.0
2023-03-10,xxx77_convert,41.09,41.26,39.23,39.39,-0.0429,keep,0,1000000,1000000.0,88068,0.0,0.0
2023-03-17,xxx77_convert,39.26,40.79,39.26,40.1,0.0179,keep,0,1000000,1000000.0,67937,0.0,0.0
2023-03-24,xxx77_convert,40.14,40.91,39.87,40.39,0.0071,keep,0,1000000,1000000.0,37878,0.0,0.0
2023-03-31,xxx77_convert,40.54,40.83,39.86,40.8,0.0101,keep,0,1000000,1000000.0,48657,0.0,0.0
2023-04-06,xxx77_convert,40.69,42.22,40.65,41.5,0.0172,keep,0,1000000,1000000.0,72191,0.0,0.0
2023-04-14,xxx77_convert,41.15,41.99,40.93,41.19,-0.0077,keep,0,1000000,1000000.0,51093,0.0,0.0
2023-04-21,xxx77_convert,41.12,41.33,39.79,40.21,-0.0237,keep,0,1000000,1000000.0,60412,0.0,0.0
2023-04-28,xxx77_convert,40.19,40.2,38.31,38.89,-0.0329,keep,0,1000000,1000000.0,84099,0.0,0.0
2023-05-05,xxx77_convert,39.0,40.12,38.02,38.49,-0.0103,keep,0,1000000,1000000.0,13964,0.0,0.0
2023-05-12,xxx77_convert,38.53,38.73,37.21,37.35,-0.0296,keep,0,1000000,1000000.0,78320,0.0,0.0
2023-05-19,xxx77_convert,37.3,37.65,36.17,36.77,-0.0155,keep,0,1000000,1000000.0,46554,0.0,0.0
2023-05-26,xxx77_convert,36.86,40.14,36.75,37.6,0.0225,keep,0,1000000,1000000.0,62762,0.0,0.0
2023-06-02,xxx77_convert,37.36,38.66,36.87,38.36,0.0202,keep,0,1000000,1000000.0,82255,0.0,0.0
2023-06-09,xxx77_convert,38.48,39.59,38.13,38.97,0.016,keep,0,1000000,1000000.0,17375,0.0,0.0
2023-06-16,xxx77_convert,39.01,40.37,38.99,40.06,0.028,keep,0,1000000,1000000.0,36583,0.0,0.0
2023-06-23,xxx77_convert,39.71,39.87,38.28,38.3,-0.044,keep,0,1000000,1000000.0,58634,0.0,0.0
2023-06-30,xxx77_convert,37.02,37.05,35.76,36.68,-0.0423,keep,0,1000000,1000000.0,52458,0.0,0.0
2023-07-07,xxx77_convert,36.5,37.02,35.35,35.53,-0.0314,keep,0,1000000,1000000.0,95031,0.0,0.0
2023-07-14,xxx77_convert,35.57,36.49,35.54,36.32,0.0222,keep,0,1000000,1000000.0,88709,0.0,0.0
2023-07-21,xxx77_convert,36.12,37.43,35.78,37.4,0.0297,keep,0,1000000,1000000.0,28255,0.0,0.0
2023-07-28,xxx77_convert,37.41,37.8,36.02,36.07,-0.0356,keep,0,1000000,1000000.0,83859,0.0,0.0
2023-08-04,xxx77_convert,36.18,36.92,34.66,35.02,-0.0291,keep,0,1000000,1000000.0,39117,0.0,0.0
2023-08-11,xxx77_convert,35.01,36.37,34.9,36.04,0.0292,keep,0,1000000,1000000.0,90848,0.0,0.0
2023-08-18,xxx77_convert,35.82,36.85,35.0,36.66,0.017,keep,0,1000000,1000000.0,42494,0.0,0.0
2023-08-25,xxx77_convert,36.71,37.19,35.72,36.38,-0.0076,keep,0,1000000,1000000.0,16645,0.0,0.0
2023-09-01,xxx77_convert,36.44,36.94,35.38,35.78,-0.0166,keep,0,1000000,1000000.0,52443,0.0,0.0
2023-09-08,xxx77_convert,35.96,36.29,34.04,34.25,-0.0427,keep,0,1000000,1000000.0,25653,0.0,0.0
2023-09-15,xxx77_convert,34.24,34.62,33.54,34.07,-0.0052,keep,0,1000000,1000000.0,39143,0.0,0.0
2023-09-22,xxx77_convert,34.12,34.12,32.5,32.69,-0.0405,keep,0,1000000,1000000.0,32956,0.0,0.0
2023-09-29,xxx77_convert,32.69,33.23,31.77,33.17,0.0147,keep,0,1000000,1000000.0,44508,0.0,0.0
2023-10-06,xxx77_convert,32.95,34.11,32.76,33.13,-0.0013,keep,0,1000000,1000000.0,50005,0.0,0.0
2023-10-13,xxx77_convert,33.06,33.47,32.02,32.11,-0.0307,keep,0,1000000,1000000.0,55698,0.0,0.0
2023-10-20,xxx77_convert,32.83,33.92,30.475,30.65,-0.0454,keep,0,1000000,1000000.0,60070,0.0,0.0
2023-10-27,xxx77_convert,30.77,31.39,30.02,30.11,-0.0176,keep,0,1000000,1000000.0,38891,0.0,0.0
2023-11-03,xxx77_convert,30.24,31.39,29.7,31.26,0.0382,keep,0,1000000,1000000.0,78637,0.0,0.0
2023-11-10,xxx77_convert,31.32,31.41,29.025,29.48,-0.057,keep,0,1000000,1000000.0,64405,0.0,0.0
2023-11-17,xxx77_convert,29.34,30.45,28.93,29.92,0.0149,keep,0,1000000,1000000.0,37566,0.0,0.0
2023-11-24,xxx77_convert,29.9,30.7,29.76,30.5,0.0194,keep,0,1000000,1000000.0,99482,0.0,0.0
2023-12-01,xxx77_convert,30.75,30.75,28.3,28.91,-0.0521,keep,0,1000000,1000000.0,20196,0.0,0.0
2023-12-08,xxx77_convert,29.02,29.64,28.5,28.78,-0.0046,keep,0,1000000,1000000.0,42702,0.0,0.0
2023-12-15,xxx77_convert,28.78,28.86,25.76,26.63,-0.0748,keep,0,1000000,1000000.0,25702,0.0,0.0
2023-12-20,xxx77_convert,26.92,28.26,26.72,27.63,0.0376,,0,1000000,1000000.0,83211,0.0,0.0
