date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xxx57_convert,274.41,274.41,255.46,259.5,-0.0606,,,,,93725,,,
2022-01-14,xxx57_convert,258.19,262.41,242.9,244.12,-0.0592,,,,,72467,,,
2022-01-21,xxx57_convert,242.75,250.41,242.09,243.06,-0.0043,,,,,64320,,,
2022-01-28,xxx57_convert,242.55,245.22,232.68,245.1,0.0083,,,,,16785,,,
2022-02-04,xxx57_convert,243.27,251.88,241.1,242.27,-0.0115,,,,,76568,,,
2022-02-11,xxx57_convert,242.41,244.46,234.85,235.74,-0.0269,,,,,73040,,,
2022-02-18,xxx57_convert,234.0,247.02,231.87,240.31,0.0193,,,,,72226,,,
2022-02-25,xxx57_convert,239.21,252.9,234.0,250.85,0.0439,,,,,21805,,,
2022-03-04,xxx57_convert,246.14,263.45,244.59,262.87,0.0479,,,,,56766,,,
2022-03-11,xxx57_convert,259.86,271.72,257.86,266.3,0.0131,,,,,66268,,,
2022-03-18,xxx57_convert,268.99,291.35,267.32,287.64,0.0802,keep,0,1000000,1000000,95904,0.0,0.0,
2022-03-25,xxx57_convert,287.76,295.33,283.35,289.02,0.0048,keep,0,1000000,1000000.0,78937,0.0,0.0,
2022-04-01,xxx57_convert,291.33,293.14,284.0,292.67,0.0126,keep,0,1000000,1000000.0,68663,0.0,0.0,
2022-04-08,xxx57_convert,292.75,314.0,289.1,311.69,0.065,keep,0,1000000,1000000.0,39158,0.0,0.0,
2022-04-14,xxx57_convert,313.09,313.76,300.19,301.86,-0.0316,keep,0,1000000,1000000.0,48574,0.0,0.0,
2022-04-22,xxx57_convert,301.07,302.06,278.4,278.73,-0.0768,keep,0,1000000,1000000.0,26890,0.0,0.0,
2022-04-29,xxx57_convert,278.75,300.51,276.83,292.13,0.048,keep,0,1000000,1000000.0,39253,0.0,0.0,
2022-05-06,xxx57_convert,291.23,298.25,284.11,296.9,0.0163,keep,0,1000000,1000000.0,83966,0.0,0.0,
2022-05-13,xxx57_convert,293.51,294.93,283.0,291.63,-0.0177,keep,0,1000000,1000000.0,82765,0.0,0.0,
2022-05-20,xxx57_convert,292.11,309.44,284.37,298.85,0.0247,keep,0,1000000,1000000.0,65943,0.0,0.0,
2022-05-27,xxx57_convert,300.6,324.08,299.35,323.48,0.0824,keep,0,1000000,1000000.0,23445,0.0,0.0,
2022-06-03,xxx57_convert,316.63,318.46,298.17,301.65,-0.0674,keep,0,1000000,1000000.0,10424,0.0,0.0,
2022-06-10,xxx57_convert,315.13,315.5,296.87,297.01,-0.0154,keep,0,1000000,1000000.0,44511,0.0,0.0,
2022-06-17,xxx57_convert,290.43,300.99,283.11,290.9,-0.0206,keep,0,1000000,1000000.0,29825,0.0,0.0,
2022-06-24,xxx57_convert,292.38,325.82,290.31,325.62,0.1194,keep,0,1000000,1000000.0,24863,0.0,0.0,
2022-07-01,xxx57_convert,324.23,330.85,316.76,324.71,-0.0028,keep,0,1000000,1000000.0,63929,0.0,0.0,
2022-07-08,xxx57_convert,322.44,334.52,318.93,330.47,0.0177,keep,0,1000000,1000000.0,31508,0.0,0.0,
2022-07-15,xxx57_convert,330.61,335.33,315.51,331.6,0.0033,keep,0,1000000,1000000.0,90829,0.0,0.0,
2022-07-22,xxx57_convert,330.12,331.97,319.71,328.75,-0.0085,keep,0,1000000,1000000.0,64558,0.0,0.0,
2022-07-29,xxx57_convert,328.75,333.59,321.74,329.69,0.0028,keep,0,1000000,1000000.0,96150,0.0,0.0,
2022-08-05,xxx57_convert,327.51,330.43,300.31,301.32,-0.086,keep,0,1000000,1000000.0,89401,0.0,0.0,
2022-08-12,xxx57_convert,300.65,308.49,296.53,308.08,0.0223,keep,0,1000000,1000000.0,80937,0.0,0.0,
2022-08-19,xxx57_convert,309.21,325.75,307.31,322.77,0.0477,keep,0,1000000,1000000.0,66292,0.0,0.0,
2022-08-26,xxx57_convert,322.28,325.77,313.87,315.56,-0.0224,keep,0,1000000,1000000.0,78801,0.0,0.0,
2022-09-02,xxx57_convert,313.34,314.87,299.76,301.33,-0.045,keep,0,1000000,1000000.0,10539,0.0,0.0,
2022-09-09,xxx57_convert,302.95,320.17,302.23,317.7,0.0543,keep,0,1000000,1000000.0,10665,0.0,0.0,
2022-09-16,xxx57_convert,318.89,320.45,304.99,308.89,-0.0278,keep,0,1000000,1000000.0,68466,0.0,0.0,
2022-09-23,xxx57_convert,306.48,315.18,296.32,311.46,0.0083,keep,0,1000000,1000000.0,95515,0.0,0.0,
2022-09-30,xxx57_convert,308.8,341.7,304.88,323.35,0.0381,keep,0,1000000,1000000.0,99906,0.0,0.0,
2022-10-07,xxx57_convert,325.99,339.26,317.05,326.66,0.0101,keep,0,1000000,1000000.0,44163,0.0,0.0,
2022-10-14,xxx57_convert,326.23,335.29,319.1,331.39,0.0146,keep,0,1000000,1000000.0,16330,0.0,0.0,
2022-10-21,xxx57_convert,332.79,342.43,325.9,340.77,0.0283,keep,0,1000000,1000000.0,43300,0.0,0.0,
2022-10-28,xxx57_convert,344.22,362.0,343.05,359.9,0.056,keep,0,1000000,1000000.0,66453,0.0,0.0,
2022-11-04,xxx57_convert,358.65,365.88,340.75,357.41,-0.0069,keep,0,1000000,1000000.0,94977,0.0,0.0,
2022-11-11,xxx57_convert,358.0,369.8,344.52,352.3,-0.0142,keep,0,1000000,1000000.0,12251,0.0,0.0,
2022-11-18,xxx57_convert,359.07,364.67,340.12,361.67,0.0266,keep,0,1000000,1000000.0,20831,0.0,0.0,
2022-11-25,xxx57_convert,360.39,365.83,355.37,365.25,0.0099,keep,0,1000000,1000000.0,20727,0.0,0.0,
2022-12-02,xxx57_convert,363.45,375.19,360.64,374.76,0.0261,keep,0,1000000,1000000.0,94148,0.0,0.0,
2022-12-09,xxx57_convert,373.76,375.25,360.81,360.99,-0.0367,keep,0,1000000,1000000.0,53051,0.0,0.0,
2022-12-16,xxx57_convert,362.93,372.74,355.17,359.87,-0.0032,keep,0,1000000,1000000.0,30566,0.0,0.0,
2022-12-23,xxx57_convert,357.81,370.68,354.61,367.9,0.0224,keep,0,1000000,1000000.0,60256,0.0,0.0,
2022-12-30,xxx57_convert,369.5,370.95,362.11,365.84,-0.0056,keep,0,1000000,1000000.0,15268,0.0,0.0,
2023-01-06,xxx57_convert,366.26,369.0,352.96,362.94,-0.0079,keep,0,1000000,1000000.0,26137,0.0,0.0,
2023-01-13,xxx57_convert,364.0,364.97,343.34,361.62,-0.0037,keep,0,1000000,1000000.0,53333,0.0,0.0,
2023-01-20,xxx57_convert,361.62,362.0,341.58,346.07,-0.0429,keep,0,1000000,1000000.0,92781,0.0,0.0,
2023-01-27,xxx57_convert,346.61,384.44,302.14,342.1,-0.0116,keep,0,1000000,1000000.0,12802,0.0,0.0,
2023-02-03,xxx57_convert,344.33,347.8,317.0,339.08,-0.0089,keep,0,1000000,1000000.0,70259,0.0,0.0,
2023-02-10,xxx57_convert,341.98,348.43,332.69,345.12,0.0178,keep,0,1000000,1000000.0,72753,0.0,0.0,
2023-02-17,xxx57_convert,346.47,353.82,320.5,328.4,-0.0485,keep,0,1000000,1000000.0,58545,0.0,0.0,
2023-02-24,xxx57_convert,327.15,332.83,320.09,321.64,-0.0206,keep,0,1000000,1000000.0,22447,0.0,0.0,
2023-03-03,xxx57_convert,322.6,323.4,309.2,318.43,-0.01,keep,0,1000000,1000000.0,28527,0.0,0.0,
2023-03-10,xxx57_convert,316.94,326.53,309.32,315.02,-0.0107,keep,0,1000000,1000000.0,51161,0.0,0.0,
2023-03-17,xxx57_convert,317.24,334.95,317.24,329.18,0.045,keep,0,1000000,1000000.0,36570,0.0,0.0,
2023-03-24,xxx57_convert,329.18,336.93,328.08,336.13,0.021,keep,0,1000000,1000000.0,21400,0.0,0.0,
2023-03-31,xxx57_convert,327.8,343.65,323.26,343.42,0.0216,keep,0,1000000,1000000.0,21886,0.0,0.0,
2023-04-06,xxx57_convert,343.24,369.5,342.3,368.29,0.0725,buy,0,1000000,1000000.0,67136,0.0,0.0,
2023-04-14,xxx57_convert,368.18,376.31,363.04,374.73,0.0175,keep,543,800072.83,1003551.22,65202,203478.39,0.2028,0.0
2023-04-21,xxx57_convert,375.0,386.27,367.35,385.24,0.0279,keep,543,800072.83,1009258.1499999999,43191,209185.32,0.2073,
