date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xxx36_convert,104.91,104.97,102.26,104.5,-0.0037,,,,,96572,,,
2022-01-14,xxx36_convert,104.65,105.32,102.2,104.04,-0.0044,,,,,69995,,,
2022-01-21,xxx36_convert,103.33,104.21,101.31,102.98,-0.0103,,,,,17875,,,
2022-01-28,xxx36_convert,103.62,104.77,100.25,104.73,0.017,,,,,25243,,,
2022-02-04,xxx36_convert,103.87,105.76,102.39,104.25,-0.0045,,,,,71356,,,
2022-02-11,xxx36_convert,104.14,105.36,99.56,99.75,-0.0431,,,,,69359,,,
2022-02-18,xxx36_convert,100.55,101.11,97.53,99.81,0.0006,,,,,87054,,,
2022-02-25,xxx36_convert,100.0,100.34,95.48,100.22,0.0041,,,,,16040,,,
2022-03-04,xxx36_convert,99.21,105.37,98.67,105.26,0.0503,,,,,87093,,,
2022-03-11,xxx36_convert,105.4,107.45,104.44,106.14,0.0084,,,,,80189,,,
2022-03-18,xxx36_convert,107.05,107.7,104.17,105.05,-0.0102,keep,0,1000000,1000000,35550,0.0,0.0,
2022-03-25,xxx36_convert,105.32,109.36,104.86,109.13,0.0388,keep,0,1000000,1000000.0,95658,0.0,0.0,
2022-04-01,xxx36_convert,109.0,112.9,108.25,112.82,0.0338,keep,0,1000000,1000000.0,28539,0.0,0.0,
2022-04-08,xxx36_convert,112.1,115.79,110.41,115.35,0.0225,keep,0,1000000,1000000.0,46471,0.0,0.0,
2022-04-14,xxx36_convert,115.46,115.96,113.27,114.85,-0.0044,keep,0,1000000,1000000.0,77836,0.0,0.0,
2022-04-22,xxx36_convert,115.28,116.33,113.59,114.28,-0.005,keep,0,1000000,1000000.0,29541,0.0,0.0,
2022-04-29,xxx36_convert,114.82,115.83,109.78,110.16,-0.0361,keep,0,1000000,1000000.0,23510,0.0,0.0,
2022-05-06,xxx36_convert,110.67,111.97,107.47,111.32,0.0104,keep,0,1000000,1000000.0,29842,0.0,0.0,
2022-05-13,xxx36_convert,109.64,112.2,107.4,109.3,-0.0182,keep,0,1000000,1000000.0,84299,0.0,0.0,
